"score","method","mrts_k","quantile","rel_mean","rel_median"
"brier",1,0,0.9,1,1
"brier",1,0,0.91,1,1
"brier",1,0,0.92,1,1
"brier",1,0,0.93,1,1
"brier",1,0,0.94,1,1
"brier",1,0,0.95,1,1
"brier",1,0,0.96,1,1
"brier",1,0,0.97,1,1
"brier",1,0,0.98,1,1
"brier",1,0,0.99,1,1
"brier",1,0,0.995,1,1
"brier",2,0,0.9,0.948894071113894,0.970963948147137
"brier",2,0,0.91,0.945754331700084,0.943391210358049
"brier",2,0,0.92,0.945128478231642,0.960957461069226
"brier",2,0,0.93,0.936782788111522,0.944368744859877
"brier",2,0,0.94,0.928700304549956,0.937371672752697
"brier",2,0,0.95,0.93371543479333,0.964489540766475
"brier",2,0,0.96,0.935870707302061,0.90438497351474
"brier",2,0,0.97,0.938314851395801,0.903522371976492
"brier",2,0,0.98,0.923580049204769,0.942219698711647
"brier",2,0,0.99,0.899417833452038,0.861961058214834
"brier",2,0,0.995,0.871099819268945,0.81160969986454
"brier",3,0,0.9,0.960321412657356,0.977149199040167
"brier",3,0,0.91,0.955809200437438,0.973188430208406
"brier",3,0,0.92,0.949395921250231,0.962282562798587
"brier",3,0,0.93,0.940745450788091,0.962268509686754
"brier",3,0,0.94,0.932288089547072,0.938990703957118
"brier",3,0,0.95,0.938986569775175,0.969816143566734
"brier",3,0,0.96,0.939955050290387,0.918627108574938
"brier",3,0,0.97,0.945412132071468,0.906465852957739
"brier",3,0,0.98,0.931507776440948,0.953713468045316
"brier",3,0,0.99,0.897682735956958,0.852603827359269
"brier",3,0,0.995,0.876999601288715,0.836454450272592
"brier",4,0,0.9,0.955004909167434,0.971819802643174
"brier",4,0,0.91,0.951867152251906,0.942149680540187
"brier",4,0,0.92,0.951371909409989,0.952135306309939
"brier",4,0,0.93,0.947301934282524,0.945550382501857
"brier",4,0,0.94,0.937888666597277,0.929333740100999
"brier",4,0,0.95,0.956445443538501,0.964885602228989
"brier",4,0,0.96,0.950541338791631,0.922587947238419
"brier",4,0,0.97,0.949001191998643,0.948084788293224
"brier",4,0,0.98,0.954620680187333,0.953915957120068
"brier",4,0,0.99,0.913442174136698,0.890430602579226
"brier",4,0,0.995,0.880076155772967,0.8369831739099
"brier",5,0,0.9,1.00190334263203,1.0467369602591
"brier",5,0,0.91,1.0108860567891,1.05309097608089
"brier",5,0,0.92,1.0103909847699,1.08002484315001
"brier",5,0,0.93,1.01250622204009,1.05225030882829
"brier",5,0,0.94,1.01197023818023,1.06035100187629
"brier",5,0,0.95,1.037653918958,1.15775146583616
"brier",5,0,0.96,1.01553181613331,1.02393706251678
"brier",5,0,0.97,1.06751781534805,0.990710706897399
"brier",5,0,0.98,1.02904710683871,1.05583323565764
"brier",5,0,0.99,1.0457623667768,0.942733396105363
"brier",5,0,0.995,1.02597737987887,0.869518500210665
"quant",1,0,0.9,1,1
"quant",1,0,0.91,1,1
"quant",1,0,0.92,1,1
"quant",1,0,0.93,1,1
"quant",1,0,0.94,1,1
"quant",1,0,0.95,1,1
"quant",1,0,0.96,1,1
"quant",1,0,0.97,1,1
"quant",1,0,0.98,1,1
"quant",1,0,0.99,1,1
"quant",1,0,0.995,1,1
"quant",2,0,0.9,0.999528431692864,0.998893141230216
"quant",2,0,0.91,0.999420423920668,0.998645398018323
"quant",2,0,0.92,0.999117807787732,0.998631027186466
"quant",2,0,0.93,0.99920010918244,0.999164955783929
"quant",2,0,0.94,0.999566392037569,0.999166316130727
"quant",2,0,0.95,0.998943228254037,0.998148492856366
"quant",2,0,0.96,0.998621139725805,0.998060295127824
"quant",2,0,0.97,0.99700209445908,0.998634982141323
"quant",2,0,0.98,0.997888501537923,1.00173818944438
"quant",2,0,0.99,0.993492052650966,1.00431290789821
"quant",2,0,0.995,0.956732520686192,0.986875961851597
"quant",3,0,0.9,0.999596600452774,0.998662800220907
"quant",3,0,0.91,0.999479126309019,0.99832030050529
"quant",3,0,0.92,0.999279188429955,0.998379117190479
"quant",3,0,0.93,0.999391883514395,0.999018398306353
"quant",3,0,0.94,0.999747335863607,0.998751668068622
"quant",3,0,0.95,0.999226613717797,0.997611404946049
"quant",3,0,0.96,0.999024122392571,0.997349367954059
"quant",3,0,0.97,0.997479990311772,0.997949580208919
"quant",3,0,0.98,0.998411278698116,1.00098697787361
"quant",3,0,0.99,0.993825544096972,1.00209813103318
"quant",3,0,0.995,0.956567270316782,0.983598686895931
"quant",4,0,0.9,0.999570009921895,0.998490750996365
"quant",4,0,0.91,0.999449899990737,0.99817075424157
"quant",4,0,0.92,0.999232827274341,0.998484166933467
"quant",4,0,0.93,0.999402668428703,0.99920475796926
"quant",4,0,0.94,0.999661708513406,0.999091325459348
"quant",4,0,0.95,0.999289205715992,0.998472023706627
"quant",4,0,0.96,0.999076178228453,0.998480426298441
"quant",4,0,0.97,0.997945325648343,0.998896844547976
"quant",4,0,0.98,0.99887890339208,1.00191383043901
"quant",4,0,0.99,0.993965164227272,1.00333011351344
"quant",4,0,0.995,0.95639921748517,0.979745939953583
"quant",5,0,0.9,1.00178448005224,0.998854278456156
"quant",5,0,0.91,1.00170388165872,0.998371619944051
"quant",5,0,0.92,1.00196028752818,0.999645255937204
"quant",5,0,0.93,1.00238760370051,1.00202271189897
"quant",5,0,0.94,1.00355454499066,1.00152272283759
"quant",5,0,0.95,1.00932955186701,0.999619567390735
"quant",5,0,0.96,1.00879092354551,0.996826073542427
"quant",5,0,0.97,1.01015664002498,1.00053053596356
"quant",5,0,0.98,1.01849681032728,1.00377661732398
"quant",5,0,0.99,1.24824540195959,1.01511893771363
"quant",5,0,0.995,1.7756129415024,1.00308259974921
