"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",1,0,6.74958011102697,6.69517744792267,1,1
"energy",2,0,6.56721864707972,6.54330087522219,0.972981806134975,0.977315526902486
"energy",3,0,11.561584078593,11.5353601177709,1.7129338252767,1.72293568131641
"energy",4,0,6.62323738938847,6.6009450139959,0.981281395351973,0.985925326899884
"energy",5,0,12.6842781826794,12.8159941568316,1.87926922475618,1.91421276829758
"energy",7,0,6.56544753375441,6.54609822284147,0.972719402652657,0.977733342209256
"energy",8,0,6.61989794003875,6.58292000180413,0.9807866313378,0.983233088743096
"energy",9,0,6.56847173594663,6.54018613597599,0.973167460478845,0.976850305589021
"energy",10,0,6.63645563074178,6.61326783464125,0.983239775152772,0.987765878661389
"variogram",1,0,554.861513386132,547.206163024336,1,1
"variogram",2,0,516.30404540884,513.5949828109,0.930509745139848,0.938576751351499
"variogram",3,0,688.518147179353,670.992904316632,1.2408828699932,1.22621591213108
"variogram",4,0,524.170830090875,520.166188280176,0.944687669707056,0.950585398024916
"variogram",5,0,660.223334823249,653.258971311757,1.18988850171664,1.19380777384027
"variogram",7,0,516.184893525991,513.79923360039,0.930295003479138,0.93895001247919
"variogram",8,0,524.024303625417,519.43502247486,0.944423592163518,0.949249218254435
"variogram",9,0,516.486969965515,513.846203243184,0.930839421198219,0.939035847847957
"variogram",10,0,525.212393053114,524.13073494957,0.946564828127871,0.95783046750199
