"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
9,2,0,"beta.0",10,13.0056562335825,10.2769881291154,6.45637398823813,0.337152160245934
9,7,0,"beta.0",10,13.2898855967324,10.5710666559147,5.09512485319075,0.366159107272017
9,2,0,"beta.1",10,-0.00141790999632931,-0.003643854953595,0.0132054760862964,0.0145392183234278
9,7,0,"beta.1",10,-0.00157298012028442,-0.00385970541753273,0.0130731584769498,0.0145267662602996
9,2,0,"beta.2",10,0.00416981293924127,0.00418291238280063,0.0121170534943193,0.0145442826418072
9,7,0,"beta.2",10,0.00420178012585507,0.00396158697229603,0.012191109304188,0.0145267138357725
9,2,0,"tau.alpha",10,4.760474,4.786235,0.782957632473743,0.897858575244364
9,7,0,"tau.alpha",10,4.790328,4.78309,0.796024120178947,0.896548056525158
9,2,0,"tau.beta",10,12.6741144146663,12.5845680943649,2.81399315875055,2.68595452666895
9,7,0,"tau.beta",10,12.7657587311233,12.5518107429887,2.91759783924158,2.6732415222581
9,2,0,"rho",10,1.02968464019219,0.989041658875198,0.119858202493104,0.134311631715053
9,7,0,"rho",10,1.01879114242667,1.01363495525144,0.128703098946715,0.124307914785981
9,2,0,"nu",10,0.509803836708929,0.487802954233064,0.0876835571951701,0.0959125871363211
9,7,0,"nu",10,0.516701770759717,0.518448814484298,0.0962845792946275,0.0933352708615639
9,2,0,"gamma",10,0.913884147642719,0.920434881866142,0.0403794411724463,0.0416061734464002
9,7,0,"gamma",10,0.91164011610706,0.906929223239173,0.0428492663072221,0.0395864222460938
9,2,0,"lambda",10,1.27414326278111,2.9943957627285,4.09952140559174,0.401269263645232
9,7,0,"lambda",10,1.00387422153306,2.95263131860767,3.61397453469292,0.548226910196124
9,7,0,"phi1.tau",10,0.803298694720558,0.837384942524753,0.140999120951825,0.143545605205146
9,7,0,"phi2.tau",10,-0.363723634171616,-0.345111809152277,0.137080049524871,0.156404788917281
9,7,0,"phi1.z",10,0.626799943096636,0.640122797837538,0.114259024764828,0.139134035227903
9,7,0,"phi2.z",10,-0.225273301154063,-0.258956727300054,0.157152356626338,0.144438001067507
9,7,0,"phi1.w",10,0,0,0,0
9,7,0,"phi2.w",10,0,0,0,0
