"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",1,0,8.46755213480972,8.26281318936948,1,1
"energy",2,0,8.33930698821917,8.16885156070406,0.98485451939961,0.988628373108288
"energy",3,0,15.0745429393676,13.7853125621284,1.78027164159956,1.66835583065872
"energy",4,0,7.99752646843049,8.03762342320057,0.94449096280766,0.972746598403238
"energy",5,0,12.2778145117287,12.0094755934087,1.44998392879745,1.4534366586987
"energy",7,0,8.33547138324757,8.17247396531465,0.984401542563974,0.989066771572294
"energy",8,0,8.07338854201857,8.06092165342181,0.95345011326582,0.975566247073404
"variogram",1,0,661.368137233977,644.40190928819,1,1
"variogram",2,0,655.17680502245,635.900910537842,0.990638599196175,0.986807924328253
"variogram",3,0,1259.18038374167,1080.94528632352,1.9039023999673,1.67743960833006
"variogram",4,0,582.700826980698,584.44318488878,0.881053673703896,0.906954458800966
"variogram",5,0,924.191881764644,898.382974984577,1.39739402268435,1.39413456421465
"variogram",7,0,654.23468084299,635.031483618066,0.989214091230912,0.985458724539666
"variogram",8,0,591.37587536651,592.331731180857,0.894170496086803,0.91919611447947
