"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
2,1,0,"beta.0",10,15.0476633775597,15.0347649853437,0.748424967738247,0.580250344452891
2,2,0,"beta.0",10,10.0396822513232,10.1062034401996,0.244348992150538,0.266033674915917
2,3,0,"beta.0",10,14.5979908660803,14.3178573807924,0.986059860134238,0.520149125021384
2,4,0,"beta.0",10,13.2921079485111,13.7044327049364,1.41087630827212,0.311637590335756
2,5,0,"beta.0",10,19.4708370811101,16.2684962165653,8.14446766318389,0.95854764341009
2,1,0,"beta.1",10,0.00632535799424997,0.0155831675501095,0.0268542209029667,0.0531743249553256
2,2,0,"beta.1",10,-0.00422791585451988,-0.00117116363382824,0.0143907945013581,0.0164429625364893
2,3,0,"beta.1",10,0.0203957860186335,0.0158168156004491,0.0271394826714169,0.053499217426539
2,4,0,"beta.1",10,-0.00674464348115639,-0.00711554432672237,0.019549500111619,0.031062033497457
2,5,0,"beta.1",10,0.0781910157408345,-0.00906870868262862,0.24544990908394,0.0876726028542452
2,1,0,"beta.2",10,-0.000102737767741344,-0.00303029765598007,0.018462331414925,0.0527388869079622
2,2,0,"beta.2",10,-0.00340848118501695,-0.00151372017357309,0.0119959868596994,0.0163439773834012
2,3,0,"beta.2",10,0.0103537441839946,0.0014178970637574,0.0587399733209579,0.0520445462236526
2,4,0,"beta.2",10,-0.00426734549017203,-0.00417624678581231,0.0153069212055261,0.0307016670211376
2,5,0,"beta.2",10,0.0777189529552257,0.0234165176020263,0.205834464709617,0.0454054760558321
2,1,0,"tau.alpha",10,0.2,0.2,0,0
2,2,0,"tau.alpha",10,2.970537,2.788525,0.595638871596428,0.536668449229275
2,3,0,"tau.alpha",10,1.748122,1.63759,0.424813136797293,0.362859928086198
2,4,0,"tau.alpha",10,3.144622,2.957915,0.593837409880291,0.305701186462177
2,5,0,"tau.alpha",10,3.567504,4.224515,1.85844586518593,0.438305029106529
2,1,0,"tau.beta",10,0.2,0.2,0,0
2,2,0,"tau.beta",10,7.74044312839684,7.37135257616636,1.66580498860324,1.68554630837351
2,3,0,"tau.beta",10,7.55626330117474,7.64384540595076,2.71040475336875,2.67846373236661
2,4,0,"tau.beta",10,19.3652256151867,19.6886248393389,5.92523385225694,2.55666388327735
2,5,0,"tau.beta",10,12.1937718878174,10.2237049340023,4.59711850279333,2.56385691912291
2,1,0,"rho",10,14.5667044286195,14.6590792576255,0.230996246969296,0.400842177875738
2,2,0,"rho",10,1.42836000506941,1.47263326524981,0.233510434357779,0.194208275112463
2,3,0,"rho",10,14.1215172942761,14.1928494606711,0.252750727206613,0.771909027660279
2,4,0,"rho",10,13.231774667673,14.55245356439,4.17179979152156,0.404996249093715
2,5,0,"rho",10,14.5818801959247,14.6849732169208,0.393196172127623,0.385573850711965
2,1,0,"nu",10,0.317118835167085,0.310350412359508,0.0496442456289976,0.0140984663563265
2,2,0,"nu",10,0.49645461894094,0.437018997157669,0.122728145543447,0.0822221142167495
2,3,0,"nu",10,0.353993001984324,0.346743936991831,0.0379124948075445,0.0309202772716755
2,4,0,"nu",10,0.303756002916825,0.292230930051583,0.0471725479304332,0.021005889009395
2,5,0,"nu",10,0.250045078154795,0.263271442381226,0.06655658855475,0.0313755706647018
2,1,0,"gamma",10,0.989959541548829,0.991774575413148,0.00649930229730126,0.00543413143661193
2,2,0,"gamma",10,0.918948028784972,0.937306590986592,0.0466736128006298,0.034301941912165
2,3,0,"gamma",10,0.973960556388185,0.974159858642285,0.0102327011379133,0.0126030054969264
2,4,0,"gamma",10,0.98446178691,0.991336112762307,0.0205872120389994,0.0109352979394027
2,5,0,"gamma",10,0.801159035304958,0.806288975072712,0.143357413462817,0.039233049142582
2,2,0,"lambda",10,2.98346784273021,2.98876078294932,0.31974646570822,0.338470182122613
2,4,0,"lambda",10,0.37413792523595,0.0155024271413987,1.13333840768738,0.0624054957323407
