"score","method","mrts_k","dataset","quantile","value"
"brier",1,0,1,0.9,0.10577658
"brier",1,0,1,0.91,0.09708851965
"brier",1,0,1,0.92,0.0853464377818182
"brier",1,0,1,0.93,0.0749668894181818
"brier",1,0,1,0.94,0.0663615960818182
"brier",1,0,1,0.95,0.0532899362227273
"brier",1,0,1,0.96,0.0427761060636364
"brier",1,0,1,0.97,0.0327541179227273
"brier",1,0,1,0.98,0.0207241739954545
"brier",1,0,1,0.99,0.0091655144
"brier",1,0,1,0.995,0.00459343874090909
"brier",1,0,2,0.9,0.110762104563636
"brier",1,0,2,0.91,0.0983748389681818
"brier",1,0,2,0.92,0.0890039359318182
"brier",1,0,2,0.93,0.0770774910454545
"brier",1,0,2,0.94,0.0659273459227273
"brier",1,0,2,0.95,0.0546934328681818
"brier",1,0,2,0.96,0.0428389218363636
"brier",1,0,2,0.97,0.0346779889363636
"brier",1,0,2,0.98,0.0214017541272727
"brier",1,0,2,0.99,0.0121043386954545
"brier",1,0,2,0.995,0.00801455741363636
"brier",1,0,3,0.9,0.110750887795455
"brier",1,0,3,0.91,0.0987049622727273
"brier",1,0,3,0.92,0.0875453390045455
"brier",1,0,3,0.93,0.0784087637545455
"brier",1,0,3,0.94,0.066956551
"brier",1,0,3,0.95,0.0560147763954545
"brier",1,0,3,0.96,0.0438336296545455
"brier",1,0,3,0.97,0.0333440768681818
"brier",1,0,3,0.98,0.0188158192090909
"brier",1,0,3,0.99,0.0084088834
"brier",1,0,3,0.995,0.00566491625
"brier",1,0,4,0.9,0.1124839703
"brier",1,0,4,0.91,0.105620507427273
"brier",1,0,4,0.92,0.0946796083727273
"brier",1,0,4,0.93,0.0836854898454545
"brier",1,0,4,0.94,0.0689798888727273
"brier",1,0,4,0.95,0.0564884184227273
"brier",1,0,4,0.96,0.0479693347909091
"brier",1,0,4,0.97,0.0379459642409091
"brier",1,0,4,0.98,0.0267148037181818
"brier",1,0,4,0.99,0.0138731788590909
"brier",1,0,4,0.995,0.00642203915
"brier",1,0,5,0.9,0.112284201381818
"brier",1,0,5,0.91,0.102561327545455
"brier",1,0,5,0.92,0.0918659874272727
"brier",1,0,5,0.93,0.0807895134545455
"brier",1,0,5,0.94,0.0683431526454545
"brier",1,0,5,0.95,0.0546122923818182
"brier",1,0,5,0.96,0.0447650426045455
"brier",1,0,5,0.97,0.0358493654681818
"brier",1,0,5,0.98,0.0250444064727273
"brier",1,0,5,0.99,0.0132929193863636
"brier",1,0,5,0.995,0.00608047927727273
"brier",1,0,6,0.9,0.111427555140909
"brier",1,0,6,0.91,0.100158059668182
"brier",1,0,6,0.92,0.0877647794772727
"brier",1,0,6,0.93,0.0768841651909091
"brier",1,0,6,0.94,0.0675265310954545
"brier",1,0,6,0.95,0.0556142114318182
"brier",1,0,6,0.96,0.0436216391
"brier",1,0,6,0.97,0.0325633429954545
"brier",1,0,6,0.98,0.0222149404363636
"brier",1,0,6,0.99,0.00990384262272727
"brier",1,0,6,0.995,0.00464367381363636
"brier",1,0,7,0.9,0.111366491009091
"brier",1,0,7,0.91,0.101507558540909
"brier",1,0,7,0.92,0.0920415829454545
"brier",1,0,7,0.93,0.0804735474863636
"brier",1,0,7,0.94,0.0693920800136364
"brier",1,0,7,0.95,0.0599914372863636
"brier",1,0,7,0.96,0.0472953823954545
"brier",1,0,7,0.97,0.0345663945818182
"brier",1,0,7,0.98,0.0246507194909091
"brier",1,0,7,0.99,0.0124517227136364
"brier",1,0,7,0.995,0.00658049061818182
"brier",1,0,8,0.9,0.112039447090909
"brier",1,0,8,0.91,0.101777061654545
"brier",1,0,8,0.92,0.0881196342181818
"brier",1,0,8,0.93,0.0800725134863636
"brier",1,0,8,0.94,0.0682547243954545
"brier",1,0,8,0.95,0.05777614605
"brier",1,0,8,0.96,0.0453562016454545
"brier",1,0,8,0.97,0.0347335664818182
"brier",1,0,8,0.98,0.0202935130590909
"brier",1,0,8,0.99,0.0108762847954545
"brier",1,0,8,0.995,0.00511087877727273
"brier",1,0,9,0.9,0.115414795586364
"brier",1,0,9,0.91,0.101858307490909
"brier",1,0,9,0.92,0.0880051924045454
"brier",1,0,9,0.93,0.0786398021772727
"brier",1,0,9,0.94,0.0645296337727273
"brier",1,0,9,0.95,0.0540488788363636
"brier",1,0,9,0.96,0.0430141122
"brier",1,0,9,0.97,0.0333908428909091
"brier",1,0,9,0.98,0.0222608149181818
"brier",1,0,9,0.99,0.0108056298454545
"brier",1,0,9,0.995,0.00493331276363636
"brier",1,0,10,0.9,0.10588255675
"brier",1,0,10,0.91,0.0962134679590909
"brier",1,0,10,0.92,0.0862116189954545
"brier",1,0,10,0.93,0.07643534655
"brier",1,0,10,0.94,0.0636196061181818
"brier",1,0,10,0.95,0.0539744925045455
"brier",1,0,10,0.96,0.0433123811772727
"brier",1,0,10,0.97,0.0339784949454545
"brier",1,0,10,0.98,0.0221214188136364
"brier",1,0,10,0.99,0.0132093872136364
"brier",1,0,10,0.995,0.00612113459090909
"brier",1,0,11,0.9,0.1167586609
"brier",1,0,11,0.91,0.103256749268182
"brier",1,0,11,0.92,0.0928730049
"brier",1,0,11,0.93,0.0870339588045455
"brier",1,0,11,0.94,0.0745443937181818
"brier",1,0,11,0.95,0.0643553456727273
"brier",1,0,11,0.96,0.0527053658727273
"brier",1,0,11,0.97,0.0410015269272727
"brier",1,0,11,0.98,0.0285417404272727
"brier",1,0,11,0.99,0.0134225430272727
"brier",1,0,11,0.995,0.0070236092
"brier",1,0,12,0.9,0.110343138413636
"brier",1,0,12,0.91,0.102160142322727
"brier",1,0,12,0.92,0.0895019371318182
"brier",1,0,12,0.93,0.0769641607363636
"brier",1,0,12,0.94,0.0650932868181818
"brier",1,0,12,0.95,0.0568075090818182
"brier",1,0,12,0.96,0.0423354388954545
"brier",1,0,12,0.97,0.0318167974681818
"brier",1,0,12,0.98,0.0172762138590909
"brier",1,0,12,0.99,0.00668025500454545
"brier",1,0,12,0.995,0.00366501166363636
"brier",1,0,13,0.9,0.107296572404545
"brier",1,0,13,0.91,0.0974437374863636
"brier",1,0,13,0.92,0.0868726610454545
"brier",1,0,13,0.93,0.07324385995
"brier",1,0,13,0.94,0.0624826007772727
"brier",1,0,13,0.95,0.0512134596727273
"brier",1,0,13,0.96,0.0420406656227273
"brier",1,0,13,0.97,0.0331691354318182
"brier",1,0,13,0.98,0.0222578131590909
"brier",1,0,13,0.99,0.0122442623909091
"brier",1,0,13,0.995,0.00551902843181818
"brier",1,0,14,0.9,0.110850527722727
"brier",1,0,14,0.91,0.102390953463636
"brier",1,0,14,0.92,0.0885220881
"brier",1,0,14,0.93,0.0798245521454545
"brier",1,0,14,0.94,0.0694797520090909
"brier",1,0,14,0.95,0.0567750787909091
"brier",1,0,14,0.96,0.0437632990590909
"brier",1,0,14,0.97,0.0347891333545455
"brier",1,0,14,0.98,0.0227152026
"brier",1,0,14,0.99,0.0097814639
"brier",1,0,14,0.995,0.00408510710909091
"brier",1,0,15,0.9,0.104636473763636
"brier",1,0,15,0.91,0.0950571394227273
"brier",1,0,15,0.92,0.0818862015136364
"brier",1,0,15,0.93,0.0712015485272727
"brier",1,0,15,0.94,0.0601428851727273
"brier",1,0,15,0.95,0.0493503046090909
"brier",1,0,15,0.96,0.0366822595727273
"brier",1,0,15,0.97,0.0263138291772727
"brier",1,0,15,0.98,0.0153584913272727
"brier",1,0,15,0.99,0.00684591155
"brier",1,0,15,0.995,0.00330336558636364
"brier",1,0,16,0.9,0.0965340396681818
"brier",1,0,16,0.91,0.0882439549954546
"brier",1,0,16,0.92,0.07690506645
"brier",1,0,16,0.93,0.0656294398409091
"brier",1,0,16,0.94,0.0565167280318182
"brier",1,0,16,0.95,0.0459532042727273
"brier",1,0,16,0.96,0.0362652808363636
"brier",1,0,16,0.97,0.0276902939772727
"brier",1,0,16,0.98,0.0196133675045455
"brier",1,0,16,0.99,0.00906707544545455
"brier",1,0,16,0.995,0.00482088920454545
"brier",1,0,17,0.9,0.10446851285
"brier",1,0,17,0.91,0.0925454425227273
"brier",1,0,17,0.92,0.0835868230090909
"brier",1,0,17,0.93,0.0736689013636364
"brier",1,0,17,0.94,0.0655528928
"brier",1,0,17,0.95,0.0570272446090909
"brier",1,0,17,0.96,0.0443857367136364
"brier",1,0,17,0.97,0.0300560280181818
