"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",1,0,6.59960403315709,6.56941681719247,1,1
"energy",2,0,6.40355214902372,6.41007928362948,0.970293386823151,0.975745558852957
"energy",3,0,11.0395434484088,10.5951101989042,1.67275845534748,1.61279311295582
"energy",4,0,6.45930110129537,6.45768827701038,0.978740704570028,0.982992624263132
"energy",5,0,10.8444671246813,10.0855614583013,1.64319966322186,1.53522934210947
"energy",7,0,6.40432856916671,6.41148944333262,0.970411033296954,0.975960214086806
"energy",8,0,6.4575479936378,6.47045797738906,0.978475066260705,0.984936434609472
"variogram",1,0,545.285263252833,538.231619787468,1,1
"variogram",2,0,505.212665750575,504.999678876909,0.926510763809737,0.938257174627382
"variogram",3,0,632.999580532896,624.283854412527,1.16085950454046,1.15987956014
"variogram",4,0,512.4510422836,511.467125650712,0.939785240530133,0.950273277985183
"variogram",5,0,631.387560640249,610.095197387484,1.15790321725143,1.13351794089763
"variogram",7,0,504.878470267607,504.491720861302,0.925897881882625,0.937313421051909
"variogram",8,0,511.832694292371,514.577740030032,0.938651250611644,0.956052600984728
