"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
5,1,10,1,"beta0",12.1260497697311,0.228997405483753,11.644749870039,12.1346363913581,12.5490674953247
5,1,10,1,"beta1",-0.000823644994512149,0.0121476278005351,-0.0242858386947848,-0.000903074377321313,0.0229673094812803
5,1,10,1,"beta2",0.0141250332668554,0.0120408071692444,-0.00950968751156109,0.0140061092085851,0.0380102599732785
5,1,10,1,"lambda",3.5703009212627,0.344052508152233,2.95154535776161,3.53529477109766,4.34402332268867
5,1,10,1,"rho",1.23061659649498,0.0952612646793771,1.06851979915922,1.22372329346391,1.43839462893933
5,1,10,1,"nu",0.371943716196382,0.024018840873581,0.330942651912325,0.369270274794156,0.424567420473188
5,1,10,1,"gamma",0.978719813610431,0.0162856816903572,0.939147799754025,0.981979281235873,0.998909969194179
5,1,10,1,"tau.alpha",4.36675,0.476215408834659,3.3,4.45,5
5,1,10,1,"tau.beta",8.22435037692954,1.07537837842807,5.96632370320732,8.29529369903218,10.133976246845
5,1,10,1,"phi.z1",NA,NA,NA,NA,NA
5,1,10,1,"phi.z2",NA,NA,NA,NA,NA
5,1,10,1,"phi.tau1",NA,NA,NA,NA,NA
5,1,10,1,"phi.tau2",NA,NA,NA,NA,NA
5,1,10,1,"phi.w1",NA,NA,NA,NA,NA
5,1,10,1,"phi.w2",NA,NA,NA,NA,NA
5,1,10,2,"beta0",12.2322219990716,0.208609812735464,11.8069895748532,12.2389122657635,12.6309781451294
5,1,10,2,"beta1",0.00160379027466294,0.0103200350852601,-0.0185750686476979,0.00165980311227111,0.0220444272710861
5,1,10,2,"beta2",0.0115282708858917,0.0102112884542737,-0.00887829189224041,0.0115735627284706,0.0312131677998548
5,1,10,2,"lambda",3.88606025684837,0.348706584969515,3.2737232849487,3.852941861639,4.63256568800833
5,1,10,2,"rho",1.1543223565114,0.0804074106862271,0.996625949420865,1.15545341840938,1.31392434952893
5,1,10,2,"nu",0.394452861286167,0.0324423847805899,0.3453688523152,0.389526023307848,0.471686951511214
5,1,10,2,"gamma",0.969641816607214,0.0215173153342113,0.918226201584286,0.973296215871615,0.998660007112125
5,1,10,2,"tau.alpha",4.258755,0.477061692824813,3.25,4.3,5
5,1,10,2,"tau.beta",9.59632929247784,1.19557267432282,7.21099627392229,9.64973326278998,11.7307946781405
5,1,10,2,"phi.z1",NA,NA,NA,NA,NA
5,1,10,2,"phi.z2",NA,NA,NA,NA,NA
5,1,10,2,"phi.tau1",NA,NA,NA,NA,NA
5,1,10,2,"phi.tau2",NA,NA,NA,NA,NA
5,1,10,2,"phi.w1",NA,NA,NA,NA,NA
5,1,10,2,"phi.w2",NA,NA,NA,NA,NA
5,1,10,3,"beta0",12.3179299668381,0.197973186586609,11.9243412510448,12.3203673389397,12.7073668428308
5,1,10,3,"beta1",-0.000695806581693925,0.00906455360547672,-0.0186175291477276,-0.000650034503601133,0.0166120610880258
5,1,10,3,"beta2",0.00870444245901691,0.00900175189417635,-0.00879239922346843,0.00873205942792658,0.0266119116298246
5,1,10,3,"lambda",4.23492608956205,0.30931703267657,3.66454637620986,4.20722050482398,4.87535384649214
5,1,10,3,"rho",1.1457221943847,0.0930642517183872,0.963916416547443,1.14411935006872,1.3318111793162
5,1,10,3,"nu",0.39855522693773,0.0413001200026209,0.339425605362683,0.391692873616382,0.502480027045954
5,1,10,3,"gamma",0.957214508103168,0.0265128168689287,0.896828710709781,0.959827639615746,0.997853931363851
5,1,10,3,"tau.alpha",4.36157,0.427214098887933,3.45,4.4,5
5,1,10,3,"tau.beta",10.4261889777232,1.15296048186588,8.04254650807415,10.5217554281051,12.3994568318
5,1,10,3,"phi.z1",NA,NA,NA,NA,NA
5,1,10,3,"phi.z2",NA,NA,NA,NA,NA
5,1,10,3,"phi.tau1",NA,NA,NA,NA,NA
5,1,10,3,"phi.tau2",NA,NA,NA,NA,NA
5,1,10,3,"phi.w1",NA,NA,NA,NA,NA
5,1,10,3,"phi.w2",NA,NA,NA,NA,NA
5,1,10,4,"beta0",12.4602919768566,0.173448294294996,12.0896805544266,12.466545538882,12.7811316162844
5,1,10,4,"beta1",-0.000799863176389092,0.00806511947489071,-0.0165697340069567,-0.000818305435492767,0.0151084120774816
5,1,10,4,"beta2",0.0124375290013586,0.00802976410428655,-0.00320766988831429,0.0124815144599045,0.0282671189432718
5,1,10,4,"lambda",3.8198171960291,0.249753271830684,3.36039935795932,3.79992089146768,4.36131302676725
5,1,10,4,"rho",1.17506055327098,0.0747462287497575,1.02642330810573,1.17848672743973,1.31208134133885
5,1,10,4,"nu",0.387864369420996,0.030885891895197,0.343219306348288,0.382595439334478,0.456482974698441
5,1,10,4,"gamma",0.966500040528794,0.0214780364082158,0.921879614211248,0.968418788269251,0.997408598662057
5,1,10,4,"tau.alpha",4.644275,0.298769812255307,3.9,4.7,5
5,1,10,4,"tau.beta",11.3132797274893,0.881403914295272,9.33889479967953,11.4144101151868,12.7923728779366
5,1,10,4,"phi.z1",NA,NA,NA,NA,NA
5,1,10,4,"phi.z2",NA,NA,NA,NA,NA
5,1,10,4,"phi.tau1",NA,NA,NA,NA,NA
5,1,10,4,"phi.tau2",NA,NA,NA,NA,NA
5,1,10,4,"phi.w1",NA,NA,NA,NA,NA
5,1,10,4,"phi.w2",NA,NA,NA,NA,NA
5,1,10,5,"beta0",11.2312863125869,0.199794119133702,10.822249876915,11.2322463691253,11.6096820410876
5,1,10,5,"beta1",-0.00293316045743299,0.00759356389269556,-0.0179326711556417,-0.00299303156371392,0.0120216370599996
5,1,10,5,"beta2",0.0113263393173941,0.00752831102630771,-0.00341745269770275,0.0113141449254335,0.0260028817693819
5,1,10,5,"lambda",4.09873270356546,0.269154814549749,3.56440530698691,4.10825668089607,4.59915916059944
5,1,10,5,"rho",1.1410161157042,0.0687813069357911,1.02442900978848,1.13634086034624,1.28353964315688
5,1,10,5,"nu",0.398493435629341,0.0290498074794823,0.346745937080544,0.399328965367852,0.453441928994087
5,1,10,5,"gamma",0.958971507112602,0.0200653223791788,0.925785825229938,0.957046581620396,0.997126642279339
5,1,10,5,"tau.alpha",4.238435,0.404098169147091,3.4,4.25,4.95
5,1,10,5,"tau.beta",11.2999070347999,1.17809587846268,8.91126074545297,11.3203460936942,13.4642572341749
5,1,10,5,"phi.z1",NA,NA,NA,NA,NA
5,1,10,5,"phi.z2",NA,NA,NA,NA,NA
5,1,10,5,"phi.tau1",NA,NA,NA,NA,NA
5,1,10,5,"phi.tau2",NA,NA,NA,NA,NA
5,1,10,5,"phi.w1",NA,NA,NA,NA,NA
5,1,10,5,"phi.w2",NA,NA,NA,NA,NA
