"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
7,1,6,1,"beta0",12.0310027311695,0.307981122097348,11.4092458084694,12.0389826912486,12.6045363781274
7,1,6,1,"beta1",-0.0322871545731824,0.0159751535619706,-0.0636033438941769,-0.0324000354071862,-0.00106215962291763
7,1,6,1,"beta2",-0.00964295444060345,0.0154628547127113,-0.0398187436596806,-0.009452786972039,0.0212263512301937
7,1,6,1,"lambda",3.74222548033599,0.472506381070846,2.97702088566305,3.67707813891105,4.8579246776747
7,1,6,1,"rho",1.3672886753798,0.158678940025407,1.06530938305425,1.35143469104823,1.70127280098742
7,1,6,1,"nu",0.37922064631192,0.054323895145807,0.303385741585149,0.369788702942055,0.520831545724478
7,1,6,1,"gamma",0.939956214236326,0.0375132197166606,0.861270057541194,0.94323618280681,0.996681371696929
7,1,6,1,"tau.alpha",4.249135,0.525832341854487,3.05,4.35,5
7,1,6,1,"tau.beta",12.304004685622,1.76043611030543,8.61006559964532,12.4484050059186,15.4410672174964
7,1,6,1,"phi.z1",NA,NA,NA,NA,NA
7,1,6,1,"phi.z2",NA,NA,NA,NA,NA
7,1,6,1,"phi.tau1",NA,NA,NA,NA,NA
7,1,6,1,"phi.tau2",NA,NA,NA,NA,NA
7,1,6,1,"phi.w1",NA,NA,NA,NA,NA
7,1,6,1,"phi.w2",NA,NA,NA,NA,NA
7,1,6,2,"beta0",12.1374052899636,0.229969531258151,11.6738708755,12.1437189788101,12.5763270718144
7,1,6,2,"beta1",-0.0230778903534747,0.0122060554149048,-0.0472261182370119,-0.0231037451360404,0.000850012807525291
7,1,6,2,"beta2",-0.0124171059810379,0.0119861822919878,-0.0360317801058749,-0.012424026941683,0.0111540215629496
7,1,6,2,"lambda",3.48861921386518,0.283687069671078,2.95013011331275,3.47524924316194,4.06682184455175
7,1,6,2,"rho",1.1647430881674,0.0989062822692681,0.989311961819164,1.1585133739853,1.36319125315309
7,1,6,2,"nu",0.413158921035778,0.0448808123141579,0.341509616076903,0.408055431418803,0.506454880660697
7,1,6,2,"gamma",0.940103310378244,0.0289916070561628,0.882678062462121,0.941110559073618,0.991327030494682
7,1,6,2,"tau.alpha",4.59158,0.342338755010762,3.79875,4.65,5
7,1,6,2,"tau.beta",14.013610389071,1.29353112428098,11.1763090445717,14.1273401895621,16.2699387611878
7,1,6,2,"phi.z1",NA,NA,NA,NA,NA
7,1,6,2,"phi.z2",NA,NA,NA,NA,NA
7,1,6,2,"phi.tau1",NA,NA,NA,NA,NA
7,1,6,2,"phi.tau2",NA,NA,NA,NA,NA
7,1,6,2,"phi.w1",NA,NA,NA,NA,NA
7,1,6,2,"phi.w2",NA,NA,NA,NA,NA
7,1,6,3,"beta0",11.8241615004673,0.239200684734288,11.3028020932289,11.8289117735208,12.2661208870323
7,1,6,3,"beta1",-0.0231313810703269,0.0110953490546441,-0.0452728051870325,-0.023094575457224,-0.00170654899347999
7,1,6,3,"beta2",-0.00614198323316988,0.0111460147091304,-0.0278067854339733,-0.00622049877563041,0.015555034922288
7,1,6,3,"lambda",3.45381923995737,0.280655691177269,2.97853822292263,3.42709951539554,4.08289813816203
