"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
7,2,7,1,"beta0",10.9851264467471,0.78865365932085,9.0538206563286,11.1381743141573,12.1240929218059
7,2,7,1,"beta1",0.00361311822474639,0.0177212930460501,-0.0307118382948257,0.00373922942904543,0.0381279698100122
7,2,7,1,"beta2",-0.0259702997891326,0.0176637911424694,-0.0613406347535871,-0.0257317180948019,0.00839874704890199
7,2,7,1,"lambda",3.51845758518642,0.739476006429327,2.46385058267401,3.34442276805084,5.24598603172065
7,2,7,1,"rho",1.10884192246781,0.140941262191067,0.829451363256391,1.10530386867586,1.40304104222954
7,2,7,1,"nu",0.454863382654343,0.081522892809283,0.337273994303633,0.4411995243983,0.652597357080027
7,2,7,1,"gamma",0.915641651583766,0.0394219457255189,0.838254024670525,0.914910339772546,0.987001741050464
7,2,7,1,"tau.alpha",3.162495,0.584381532179547,2.15,3.1,4.4
7,2,7,1,"tau.beta",12.7332092669444,2.52954096673544,8.28433244280178,12.5288345066111,18.1175577394254
7,2,7,1,"phi.z1",0.499354367745012,0.156155737971717,0.173415311864082,0.505089307927038,0.786691952417751
7,2,7,1,"phi.z2",0.157867097743768,0.163160861436668,-0.173268282318811,0.160015352810558,0.456222625166177
7,2,7,1,"phi.tau1",0.312097712561969,0.180717264835399,-0.117956323546972,0.332054215881826,0.61154615389498
7,2,7,1,"phi.tau2",0.348963288269174,0.165107319297675,-0.00263092721763541,0.353524394906796,0.643049653517102
7,2,7,1,"phi.w1",0,0,0,0,0
7,2,7,1,"phi.w2",0,0,0,0,0
7,2,7,2,"beta0",10.6241667823601,0.667913818717916,9.1514489281155,10.6957750105819,11.7140925461866
7,2,7,2,"beta1",0.00545215306856446,0.0143526887773025,-0.0233536325031779,0.00575102469595943,0.0327974587153193
7,2,7,2,"beta2",-0.0121924713755948,0.0142244710861685,-0.0404761218634098,-0.0122360956115989,0.0160812152410139
7,2,7,2,"lambda",4.08257026667405,0.641016434399497,2.82926186493668,4.09539110560494,5.46735794730655
7,2,7,2,"rho",1.08141424423451,0.0919321083229962,0.920223937165254,1.0767493263078,1.27883602320314
7,2,7,2,"nu",0.461815688239287,0.0515279031818416,0.366207333090492,0.459530458862754,0.572858873063185
7,2,7,2,"gamma",0.914600511099418,0.0275021460589511,0.864357429748597,0.913462268428523,0.976599142647381
7,2,7,2,"tau.alpha",3.50354,0.510356752479557,2.55,3.5,4.6
7,2,7,2,"tau.beta",14.9482650749251,2.35284317077409,10.6401948751416,14.8431664164032,19.9394285681123
7,2,7,2,"phi.z1",0.58750687902163,0.111714235495595,0.350659558344793,0.588087046117745,0.787715293510364
7,2,7,2,"phi.z2",0.248269566873249,0.120419864043613,0.0263778771502486,0.247389923070893,0.481376595633059
7,2,7,2,"phi.tau1",0.400143594490051,0.132485655259589,0.12087802106791,0.406019123163245,0.642637764211233
7,2,7,2,"phi.tau2",0.195564558441157,0.144677902203185,-0.101169641459328,0.20201105869342,0.458536938468468
7,2,7,2,"phi.w1",0,0,0,0,0
7,2,7,2,"phi.w2",0,0,0,0,0
7,2,7,3,"beta0",9.28609785352921,0.954233474314166,7.3378483564548,9.33403575896961,11.0046166136189
7,2,7,3,"beta1",0.00926259464192751,0.0125643525047464,-0.0152480745514303,0.0092350370842196,0.0341862963255994
7,2,7,3,"beta2",-0.00538985376844165,0.0125049980512684,-0.0293131878165938,-0.00539978379156044,0.0194223081700447
7,2,7,3,"lambda",9.88747451816084,2.36753750930836,5.81828564429653,9.886540575812,14.8511213658261
7,2,7,3,"rho",1.02746788400189,0.0716299174408375,0.889997972743454,1.02526605840035,1.16959182744591
7,2,7,3,"nu",0.4618796511641,0.0447267374807453,0.385092345778943,0.461741356808692,0.553406574041179
7,2,7,3,"gamma",0.921518600863558,0.0241130381100032,0.878514741359299,0.920346341074319,0.970032949802107
7,2,7,3,"tau.alpha",3.274995,0.41594086196846,2.55,3.25,4.15
7,2,7,3,"tau.beta",15.7268670457607,2.15976989137743,11.8467798048223,15.6192491050486,20.2201970127504
7,2,7,3,"phi.z1",0.685494228924751,0.0700311093203542,0.55170865616835,0.682690559230523,0.810498202807856
7,2,7,3,"phi.z2",0.270501643854151,0.0745922158305002,0.139931413701073,0.27104603854748,0.409729544956242
7,2,7,3,"phi.tau1",0.444876150187427,0.104121499619723,0.225106187532207,0.448911995845398,0.639265955672146
7,2,7,3,"phi.tau2",0.212125748293509,0.114382967922213,-0.0217659874955894,0.216837012309978,0.428795960515732
7,2,7,3,"phi.w1",0,0,0,0,0
7,2,7,3,"phi.w2",0,0,0,0,0
7,2,7,4,"beta0",10.5510100732833,0.71373942789218,8.95553811408167,10.6848328010459,11.6224256420596
7,2,7,4,"beta1",0.0021970172920047,0.0120718163056452,-0.0213804052894979,0.00221085596323282,0.0258963784779995
7,2,7,4,"beta2",-0.00156003128631772,0.012082728518953,-0.0252578955057573,-0.00151541542199556,0.0223798036476293
7,2,7,4,"lambda",3.67178553237963,1.68428438068899,2.14871341218146,2.77151527812084,7.49205642111838
7,2,7,4,"rho",1.12562142900683,0.0834373112542481,0.983732498938289,1.12299482857535,1.3042009864446
7,2,7,4,"nu",0.414542146637662,0.0342979375758746,0.351231475551362,0.415207121339715,0.480559346898029
7,2,7,4,"gamma",0.950881388849109,0.0220134087174093,0.910771057465949,0.949146893788853,0.994075592765303
7,2,7,4,"tau.alpha",2.96527,0.33333232388086,2.35,2.95,3.65
7,2,7,4,"tau.beta",16.3931662587158,2.03138627128927,12.5668085017895,16.3173203588423,20.5256855942425
7,2,7,4,"phi.z1",0.551292191576521,0.0863069446427434,0.374756846572197,0.549821238025329,0.720560593466448
7,2,7,4,"phi.z2",0.293526629290873,0.0749612852436382,0.149240923677007,0.298204397620604,0.426070658852649
7,2,7,4,"phi.tau1",0.458387261588387,0.0841134277868492,0.281145455465472,0.461306383753509,0.620701431190212
7,2,7,4,"phi.tau2",0.279667622027272,0.0963786113546256,0.0826064356933686,0.281567430656711,0.470454022416754
7,2,7,4,"phi.w1",0,0,0,0,0
7,2,7,4,"phi.w2",0,0,0,0,0
7,2,7,5,"beta0",9.75029593933652,0.671335991320588,8.42671150199685,9.78349849152919,10.9853347502793
7,2,7,5,"beta1",0.00309471601917116,0.0103921137958998,-0.0170156214213339,0.00316796783452856,0.0233903160436437
7,2,7,5,"beta2",-0.00792407011456206,0.010376589121887,-0.0282999543832471,-0.00790390889378707,0.0119109559014462
7,2,7,5,"lambda",12.5597928405343,1.39031659458426,9.73377368041894,12.5472772646111,15.2859328699495
7,2,7,5,"rho",1.05463818042684,0.0643294698241681,0.93840718864181,1.04962067860943,1.18568062880001
7,2,7,5,"nu",0.433080216833201,0.0352252437093257,0.366026882814995,0.433692143929625,0.506382229717328
7,2,7,5,"gamma",0.935936771248276,0.0218714825200536,0.898612965648531,0.934387058942166,0.981847839741006
7,2,7,5,"tau.alpha",3.319115,0.339820415170214,2.7,3.3,4.05
7,2,7,5,"tau.beta",17.1020340642728,1.89094763240441,13.6229989858791,17.0074625785384,21.0153077806051
7,2,7,5,"phi.z1",0.69880173940358,0.0425019178981892,0.628976383926692,0.691522874222677,0.779628757902356
7,2,7,5,"phi.z2",0.267914073009717,0.0433960080070711,0.182042233033939,0.274811659349441,0.341105777748983
