"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
7,2,6,1,"beta0",8.43191075012768,1.38392708557313,5.72515532217754,8.49256547377395,11.1314495649687
7,2,6,1,"beta1",-0.0328573213935294,0.0153887645937424,-0.0634509651434715,-0.0327036977956137,-0.0034402094736315
7,2,6,1,"beta2",-0.0101739855416461,0.0152888874008186,-0.0399354339268018,-0.0103791866645698,0.0196102626387968
7,2,6,1,"lambda",7.10192032868093,2.34886040884646,4.00269891952802,6.82759717151533,12.6715800466009
7,2,6,1,"rho",1.32913169852432,0.1592462503005,1.05195249375054,1.31349559785025,1.67954813922679
7,2,6,1,"nu",0.385406830951399,0.0527610468758007,0.304190045484377,0.380356238756686,0.502106284796039
7,2,6,1,"gamma",0.93677104573442,0.0356379259570559,0.867632162270918,0.937270462060371,0.99712399521101
7,2,6,1,"tau.alpha",4.32109,0.497991979354236,3.2,4.4,5
7,2,6,1,"tau.beta",12.4775833121017,1.70867767468622,8.87237566882131,12.6072084794993,15.5345808129549
7,2,6,1,"phi.z1",0.635096525445881,0.122328289973839,0.436570658424297,0.611714596675935,0.897398620422714
7,2,6,1,"phi.z2",0.304126482388088,0.115820860791156,0.0581180776577981,0.330802108711691,0.480971684639771
7,2,6,1,"phi.tau1",0.585070455679068,0.184856272830478,0.181132364778902,0.601122847198594,0.915426724050275
7,2,6,1,"phi.tau2",0.0570694082609326,0.251735096016397,-0.511651801287997,0.0805531490837991,0.473041017624068
7,2,6,1,"phi.w1",0,0,0,0,0
7,2,6,1,"phi.w2",0,0,0,0,0
7,2,6,2,"beta0",8.7826134505477,1.24799201987929,6.15243378102765,8.90605914620125,10.875229554875
7,2,6,2,"beta1",-0.0238260244364507,0.0120825527627287,-0.0475170973922477,-0.0238419763320855,-0.000199712694032933
7,2,6,2,"beta2",-0.0128887950139361,0.0119122469720445,-0.0363015442707102,-0.0129208454991267,0.0102613905820714
7,2,6,2,"lambda",6.45340870471331,1.33624932868578,4.3377238178687,6.29249851282972,9.08860650307896
7,2,6,2,"rho",1.12755896572631,0.109060324131354,0.943454184386011,1.11798746207136,1.34971197236737
7,2,6,2,"nu",0.428228120317088,0.0563574509940388,0.337749334001541,0.42433887392108,0.54739175502043
7,2,6,2,"gamma",0.932190804820977,0.0344304989601908,0.869703565693678,0.931015598929066,0.996762005423737
7,2,6,2,"tau.alpha",4.614865,0.337707989901993,3.75,4.7,5
7,2,6,2,"tau.beta",14.0368695765281,1.30325431280381,11.1929790781689,14.1528198156328,16.3444091634531
7,2,6,2,"phi.z1",0.520240413298553,0.073009212468274,0.377821702938613,0.509738271085856,0.666112720737302
7,2,6,2,"phi.z2",0.423487732220126,0.0790451432675098,0.266827457935624,0.442448896060771,0.56758851655316
7,2,6,2,"phi.tau1",0.592895807068003,0.140970884449263,0.310916464154355,0.589711929585697,0.866810819017673
7,2,6,2,"phi.tau2",0.10013670613208,0.186955091712195,-0.331163523850473,0.120859804475493,0.410925687876383
7,2,6,2,"phi.w1",0,0,0,0,0
7,2,6,2,"phi.w2",0,0,0,0,0
7,2,6,3,"beta0",9.27463525676424,1.0125813248993,7.26913653500537,9.32897730653733,11.0999440763977
7,2,6,3,"beta1",-0.0233962708613097,0.0110259326916305,-0.0449070146547661,-0.0233415256797958,-0.00166842308029185
7,2,6,3,"beta2",-0.00657829927968837,0.0109041605922695,-0.0276961227441522,-0.00659037234475801,0.0146282776728679
7,2,6,3,"lambda",3.96990384791113,0.729876924450535,2.62605469115029,4.0009992791826,5.41059757746467
7,2,6,3,"rho",1.17893419383921,0.102377795147215,0.98658004059506,1.18233816319384,1.368734234851
7,2,6,3,"nu",0.408125264423276,0.0450683806862712,0.340863319081604,0.399586966982323,0.5033887975333
7,2,6,3,"gamma",0.948267549656553,0.0287305635999537,0.895914645062424,0.949626384635281,0.995462241599431
7,2,6,3,"tau.alpha",4.39973,0.410146619058249,3.5,4.45,5
7,2,6,3,"tau.beta",15.2035933963248,1.59483266718982,11.8862625230798,15.3002573149407,18.0088450538079
7,2,6,3,"phi.z1",0.599813593133025,0.0872539586368551,0.420888480850912,0.598162573193494,0.771266398659959
7,2,6,3,"phi.z2",0.29425462724508,0.0936584279187605,0.110949053525502,0.303863655503117,0.464316946511727
7,2,6,3,"phi.tau1",0.541916736262071,0.104217005118043,0.329696360450735,0.545876604637396,0.735072218244813
7,2,6,3,"phi.tau2",0.213836684421771,0.119833889170044,-0.0213133958646998,0.212926038749787,0.447360243263136
7,2,6,3,"phi.w1",0,0,0,0,0
7,2,6,3,"phi.w2",0,0,0,0,0
7,2,6,4,"beta0",10.2464352806786,0.805724707098155,8.42081329565604,10.4560162854338,11.3878724161492
7,2,6,4,"beta1",-0.0235548960436929,0.00953438814964242,-0.0424034932280183,-0.0235184160898042,-0.00535926394634562
7,2,6,4,"beta2",-0.00927241164327778,0.00956004757880678,-0.0277655283514437,-0.00932457458317115,0.00937043825649337
7,2,6,4,"lambda",3.64979774881256,0.479952367266319,2.81424758184619,3.70183942947329,4.61952419623479
7,2,6,4,"rho",1.17732373509174,0.0730161201265251,1.03698766929625,1.17680176399259,1.32193033350067
7,2,6,4,"nu",0.394437251724266,0.0307641415200501,0.346500655812633,0.389603746977185,0.465715449528218
7,2,6,4,"gamma",0.960498557219715,0.0211231419229447,0.917720994429478,0.962051179152928,0.995609787871314
7,2,6,4,"tau.alpha",4.613735,0.303571763108059,3.9,4.65,5
7,2,6,4,"tau.beta",15.656856997264,1.22498844209609,13.0309656140895,15.763606387416,17.7484015552303
7,2,6,4,"phi.z1",0.562265129742978,0.0767580724745301,0.404598424787595,0.563385284467846,0.711868422074763
7,2,6,4,"phi.z2",0.305878719926121,0.0875607704956006,0.121667585415603,0.310222639130298,0.464207336832977
7,2,6,4,"phi.tau1",0.521486702154958,0.0881973511944483,0.342756652169891,0.525611375439013,0.68344885699397
7,2,6,4,"phi.tau2",0.187486861810508,0.101376464058498,-0.0125660735609809,0.18653606915688,0.37921573919792
7,2,6,4,"phi.w1",0,0,0,0,0
7,2,6,4,"phi.w2",0,0,0,0,0
7,2,6,5,"beta0",8.91925164764944,0.843851701305034,7.14192151637969,9.02099973569103,10.2817058451145
7,2,6,5,"beta1",-0.0202214043352629,0.00854710851304229,-0.037059012076745,-0.0201981689881278,-0.00323229339240206
7,2,6,5,"beta2",-0.0063703970682756,0.0087028644359943,-0.0234714693493359,-0.00638424137358761,0.0104962690622601
7,2,6,5,"lambda",12.9176461393394,2.50356575102949,9.57242193941245,12.5155135144636,19.1229127375175
7,2,6,5,"rho",1.14740703594526,0.0698389255691442,1.01095271900435,1.14840839661299,1.28683376806146
7,2,6,5,"nu",0.39744931169561,0.0334415183459838,0.344540163585605,0.394524903300641,0.474913238304225
7,2,6,5,"gamma",0.959116362746461,0.0224290932881969,0.911906723546521,0.95986958082644,0.996422408692194
7,2,6,5,"tau.alpha",4.40647,0.373404716371153,3.6,4.45,5
