"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
5,2,1,1,"beta0",11.0571392268238,0.362450558059577,10.0940798807932,11.1200148059431,11.5775284350551
5,2,1,1,"beta1",0.00340182099851826,0.0107915180310569,-0.0175954644094076,0.00330697662023824,0.0248291829328295
5,2,1,1,"beta2",-0.00251566869446331,0.0107700616469392,-0.0237776979751813,-0.00265965502257632,0.0191061321427312
5,2,1,1,"lambda",2.50652911373724,0.501422592462732,1.79044632542384,2.38387672454608,3.6792621208072
5,2,1,1,"rho",1.04443964086142,0.131949403283195,0.821035340168737,1.03292142315471,1.32361443638828
5,2,1,1,"nu",0.511009223982132,0.0813793645579327,0.381942467456041,0.50056368762754,0.693720796395609
5,2,1,1,"gamma",0.889036381772995,0.0337135027114244,0.825071063615551,0.887729569026425,0.957375622786307
5,2,1,1,"tau.alpha",4.574255,0.377818368593911,3.6,4.65,5
5,2,1,1,"tau.beta",7.27549190663108,0.795997948671796,5.5279675665514,7.33167212222108,8.70120798919099
5,2,1,1,"phi.z1",0.206980897800912,0.0896369931257566,0.0290429867349276,0.209978042921748,0.374692152741514
5,2,1,1,"phi.z2",0.622285802858957,0.0970935799417725,0.420286696510171,0.624502076241149,0.802431899121752
5,2,1,1,"phi.tau1",0.257033705882669,0.107388117746623,0.0439947962277537,0.251499323350722,0.476976591525077
5,2,1,1,"phi.tau2",0.692414117344354,0.107993101764294,0.46960601626461,0.698718825996133,0.902308665398295
5,2,1,1,"phi.w1",0,0,0,0,0
5,2,1,1,"phi.w2",0,0,0,0,0
5,2,1,2,"beta0",11.0927008010439,0.217296667109398,10.5569587318932,11.1186350824548,11.4141951465863
5,2,1,2,"beta1",-0.00247904025899863,0.00733202588362483,-0.0169245068933194,-0.00246430686020628,0.0119883041350814
5,2,1,2,"beta2",-0.000573350969004855,0.00726961258027138,-0.0148674171273929,-0.000517871448155779,0.0136953786150297
5,2,1,2,"lambda",6.53687678228246,1.94690704221478,4.06677473395359,5.92123281004002,11.7394027863165
5,2,1,2,"rho",0.919427645805926,0.0747366947411263,0.776390063699759,0.919794369463737,1.06573054957191
5,2,1,2,"nu",0.552791803446597,0.0669769824369335,0.440795048336259,0.545008577275993,0.69885564091967
5,2,1,2,"gamma",0.874341302275048,0.0247080180531975,0.828238359003035,0.873896434617198,0.92287619217609
5,2,1,2,"tau.alpha",4.68243,0.29970031219155,3.9,4.75,5
5,2,1,2,"tau.beta",5.93468756321388,0.506309477891285,4.7909974503284,5.97663776071319,6.82354184047108
5,2,1,2,"phi.z1",0.36938256457755,0.07097961977702,0.238547810113099,0.370203484657584,0.487648776705163
5,2,1,2,"phi.z2",0.578816085456672,0.0740798000360926,0.453170127930796,0.57866887433546,0.712026972830654
5,2,1,2,"phi.tau1",0.300100097267314,0.072866252246903,0.153717130493684,0.298499735574361,0.445270938694048
5,2,1,2,"phi.tau2",0.644702890042368,0.0750381619256147,0.495923323283491,0.646606856495845,0.794569887677886
5,2,1,2,"phi.w1",0,0,0,0,0
5,2,1,2,"phi.w2",0,0,0,0,0
5,2,1,3,"beta0",11.2386721943221,0.164418185620037,10.8535007858649,11.2613712597457,11.5089622265917
5,2,1,3,"beta1",-0.00756491199763984,0.00648491227757673,-0.0201888596021378,-0.0075848913778304,0.00501112409073504
5,2,1,3,"beta2",-0.00130977262999495,0.00636148879258445,-0.0136423527380633,-0.00124467877534582,0.0110928438310146
5,2,1,3,"lambda",2.60912705524265,0.376242272376123,2.00287051086484,2.56442113869917,3.34145354341305
5,2,1,3,"rho",1.0107726341686,0.0852476033342833,0.863350584942284,1.00372699010714,1.20260036472065
5,2,1,3,"nu",0.503793531324623,0.0565814743898549,0.393719943095764,0.501506775635123,0.618146774474136
5,2,1,3,"gamma",0.898583279333559,0.0258567761284077,0.85271724346668,0.897145664021884,0.955339367551039
5,2,1,3,"tau.alpha",4.80877,0.198936031564082,4.3,4.85,5
5,2,1,3,"tau.beta",6.10854172341354,0.386818361949908,5.28954983965119,6.1232160151491,6.82636073017659
5,2,1,3,"phi.z1",0.236414224430689,0.0703292066474814,0.0933377348700455,0.237902936191422,0.363119984402589
5,2,1,3,"phi.z2",0.628268298156591,0.0725691449981584,0.491417182284743,0.627967970773994,0.762827810166561
5,2,1,3,"phi.tau1",0.221951969284444,0.0852286752014555,0.06412315936262,0.218543849579944,0.393933070003236
5,2,1,3,"phi.tau2",0.725945447308088,0.0885463396794729,0.545243333020519,0.731321415384185,0.881694392853999
5,2,1,3,"phi.w1",0,0,0,0,0
5,2,1,3,"phi.w2",0,0,0,0,0
5,2,1,4,"beta0",11.2165393365636,0.172837349227596,10.7965525039587,11.2406090099899,11.4857230092273
5,2,1,4,"beta1",-0.0092039402634201,0.00589771389330204,-0.0209038461788519,-0.00920118997272882,0.00227108012034598
5,2,1,4,"beta2",-0.00515373061558677,0.00588856475643163,-0.016875803189308,-0.00511168695000232,0.00621967626172958
5,2,1,4,"lambda",2.39096052789122,0.275922359030733,1.91777095517669,2.40338748457571,2.87190644238789
5,2,1,4,"rho",1.02224349008592,0.0711409866534861,0.885695270661927,1.02075073049915,1.18097156479636
5,2,1,4,"nu",0.505161489053777,0.0489052178513808,0.413105498594115,0.498652258967273,0.61427159288881
5,2,1,4,"gamma",0.898578334857409,0.0214024972285262,0.858058359533878,0.898923955039473,0.946828254435051
5,2,1,4,"tau.alpha",4.83326,0.174041091211653,4.4,4.9,5
5,2,1,4,"tau.beta",6.62005299442349,0.367905214072572,5.80343643453459,6.63982968409048,7.27898247278685
5,2,1,4,"phi.z1",0.204146002639669,0.0605874097608296,0.0799703924497496,0.207629946042176,0.316324684181799
5,2,1,4,"phi.z2",0.649742423509941,0.0601594938098148,0.531600305971618,0.649364164985413,0.766135230596341
5,2,1,4,"phi.tau1",0.128225848632815,0.053631260771879,0.0230258030021136,0.129451748937926,0.2314003039611
5,2,1,4,"phi.tau2",0.815758921884982,0.0530329959632593,0.710078092474226,0.816621528114254,0.912208350741778
5,2,1,4,"phi.w1",0,0,0,0,0
5,2,1,4,"phi.w2",0,0,0,0,0
5,2,1,5,"beta0",11.2474139409038,0.135150230501493,10.9363519771304,11.2606694685377,11.4730737934261
5,2,1,5,"beta1",-0.00931772732122992,0.0055190116693509,-0.0200884208624545,-0.00931170465920912,0.00166971327911681
5,2,1,5,"beta2",-0.00498681133140706,0.00542900586465213,-0.015519721350236,-0.00502876676669208,0.00564120538866437
5,2,1,5,"lambda",2.36649145813517,0.198544184494247,2.03022054059593,2.35308126179018,2.80450566020659
5,2,1,5,"rho",1.01515142300572,0.0754303291651773,0.865680190113789,1.02447801214843,1.14389723221628
5,2,1,5,"nu",0.50083936994431,0.0527649197180488,0.424062840719522,0.488618206884319,0.620112739336263
5,2,1,5,"gamma",0.90104681109234,0.0220371766384148,0.858399119328512,0.902791377952051,0.938382290404348
5,2,1,5,"tau.alpha",4.849375,0.162580757241632,4.45,4.9,5
5,2,1,5,"tau.beta",6.96398807042832,0.351781779052333,6.19285053551484,6.98544448867224,7.59881427305176
5,2,1,5,"phi.z1",0.149565118729234,0.0564069603728132,0.0387248445344854,0.148500867648788,0.263913790685092
5,2,1,5,"phi.z2",0.69670377422451,0.0526861683379793,0.588404004873741,0.698350519000212,0.794975480502213
5,2,1,5,"phi.tau1",0.17061304092794,0.052102556230865,0.0737028180160198,0.16507416557909,0.270578965287158
5,2,1,5,"phi.tau2",0.771963601746499,0.0544969373135989,0.665261667161002,0.778513392424829,0.870230058652135
5,2,1,5,"phi.w1",0,0,0,0,0
5,2,1,5,"phi.w2",0,0,0,0,0
