"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
7,4,9,1,"beta0",10.4494558219966,0.157883597538982,10.1284490371934,10.4523662281984,10.749372052294
7,4,9,1,"beta1",0.0213678775547925,0.0132704009047704,-0.00447876231396522,0.0215313402784619,0.0472262214237452
7,4,9,1,"beta2",0.000482272062973495,0.0131439063621172,-0.0252929842464709,0.000617834889441321,0.0262209399150888
7,4,9,1,"lambda",0.918876824464665,0.131814373417762,0.696564863098633,0.905492336166801,1.21497477887406
7,4,9,1,"rho",1.10504630040191,0.124413401525331,0.850159046483202,1.0989326137063,1.35803322872828
7,4,9,1,"nu",0.466676843420219,0.0703017316864476,0.355763103116059,0.457614163402294,0.647429217461555
7,4,9,1,"gamma",0.919666717569881,0.032810049486184,0.853619647430203,0.919447331349932,0.98405722254394
7,4,9,1,"tau.alpha",4.418575,0.450520272825344,3.35,4.5,5
7,4,9,1,"tau.beta",9.93201091048518,1.23537455695748,7.28846157232723,10.0173030329285,12.1335050020148
7,4,9,1,"phi.z1",0.161337543425405,0.16767337715,-0.169885995033862,0.165182073048148,0.476186184843179
7,4,9,1,"phi.z2",NA,NA,NA,NA,NA
7,4,9,1,"phi.tau1",0.654720684439615,0.135088015353367,0.318624388572379,0.680852976635025,0.839181337071225
7,4,9,1,"phi.tau2",NA,NA,NA,NA,NA
7,4,9,1,"phi.w1",0,0,0,0,0
7,4,9,1,"phi.w2",NA,NA,NA,NA,NA
7,4,9,2,"beta0",10.4754215479443,0.14647461533141,10.1590603044722,10.4821863623544,10.7389672643383
7,4,9,2,"beta1",0.0198060834826766,0.0101691669794909,-0.000835942819670703,0.0198268748530791,0.0396741346212528
7,4,9,2,"beta2",-0.000468804024721855,0.0102176464361179,-0.0204038306956684,-0.000464675864466297,0.0195613066689639
7,4,9,2,"lambda",1.53074262479528,0.201483144163691,1.18110076465852,1.5101704596675,1.95650865293823
7,4,9,2,"rho",1.01320800255961,0.0879273839934977,0.862655090901709,1.00753862800086,1.22652908039179
7,4,9,2,"nu",0.522886469123806,0.0585868783532057,0.396731362442512,0.521873703082909,0.639903741269796
7,4,9,2,"gamma",0.891351200499578,0.0253711265173705,0.846749063165328,0.889660987026028,0.953543135702418
7,4,9,2,"tau.alpha",4.66448,0.306104883365101,3.9,4.75,5
7,4,9,2,"tau.beta",10.6573119084161,0.930200480714822,8.58598029061445,10.7315169814199,12.3027465106997
7,4,9,2,"phi.z1",0.48610109624208,0.104390049373445,0.258584953375303,0.494836641483452,0.666246054756766
7,4,9,2,"phi.z2",NA,NA,NA,NA,NA
7,4,9,2,"phi.tau1",0.615409206816008,0.109058728313905,0.350582158924434,0.632300776687963,0.779216136882173
7,4,9,2,"phi.tau2",NA,NA,NA,NA,NA
7,4,9,2,"phi.w1",0,0,0,0,0
7,4,9,2,"phi.w2",NA,NA,NA,NA,NA
7,4,9,3,"beta0",10.4713686727613,0.125109194395312,10.2141795067147,10.4752149837193,10.7128193477836
7,4,9,3,"beta1",0.0164006288420835,0.00888226601665601,-0.000993231609455512,0.0165189647600371,0.0338431469574023
7,4,9,3,"beta2",0.00690424378196867,0.00898134298955788,-0.0107172455381956,0.00691284920410831,0.024652126163593
7,4,9,3,"lambda",1.5546848393366,0.162730038546339,1.30641332261058,1.53308281960683,1.93069741688474
7,4,9,3,"rho",0.975547163121772,0.0670563637999143,0.849901779767079,0.976930974466099,1.11772167931457
7,4,9,3,"nu",0.554851743546902,0.0504501779242489,0.462245556469904,0.552266207579142,0.66325699926947
7,4,9,3,"gamma",0.880387236117862,0.0186069295799414,0.844461142325463,0.879670969104925,0.919703163534977
7,4,9,3,"tau.alpha",4.787125,0.212035327889074,4.2,4.85,5
7,4,9,3,"tau.beta",11.6438904120838,0.747435242464735,10.0513789961676,11.6996960314015,12.9908425729959
7,4,9,3,"phi.z1",0.404883688847194,0.0977847991206705,0.208963432658461,0.404180197340719,0.585927864958551
7,4,9,3,"phi.z2",NA,NA,NA,NA,NA
7,4,9,3,"phi.tau1",0.650017325521615,0.0813314047602965,0.458795847573244,0.658968469032219,0.779979717388797
7,4,9,3,"phi.tau2",NA,NA,NA,NA,NA
7,4,9,3,"phi.w1",0,0,0,0,0
7,4,9,3,"phi.w2",NA,NA,NA,NA,NA
7,4,9,4,"beta0",10.5120769656502,0.126881722912565,10.2398675602485,10.5205343800052,10.7394247415947
7,4,9,4,"beta1",0.0136253074647287,0.00806525390799545,-0.00250740041357903,0.0135408671095905,0.0296190200514052
7,4,9,4,"beta2",0.00985012360122544,0.00797884486640659,-0.00591650152622783,0.00983269405397742,0.0255516973938563
7,4,9,4,"lambda",1.69488506691957,0.170893348988628,1.42217296202494,1.67359856869282,2.0983511932127
7,4,9,4,"rho",1.03395845150481,0.0819063982172216,0.890260851807736,1.03101853006706,1.196884628603
7,4,9,4,"nu",0.511644327015142,0.0548815097478401,0.416733571438712,0.505622973563583,0.623376259706641
7,4,9,4,"gamma",0.897170720653996,0.0226882874212167,0.85574967344355,0.896596603112702,0.941863199041907
7,4,9,4,"tau.alpha",4.824645,0.183012904865572,4.35,4.9,5
7,4,9,4,"tau.beta",11.8372628213908,0.665047174504942,10.394865959392,11.8766962828736,13.0589607964326
7,4,9,4,"phi.z1",0.484174496020288,0.0785927687623242,0.331951659383576,0.483725391338558,0.633371088948967
7,4,9,4,"phi.z2",NA,NA,NA,NA,NA
7,4,9,4,"phi.tau1",0.593081027772138,0.0778258311875046,0.417007626590562,0.601174339789844,0.723444611407012
7,4,9,4,"phi.tau2",NA,NA,NA,NA,NA
7,4,9,4,"phi.w1",0,0,0,0,0
7,4,9,4,"phi.w2",NA,NA,NA,NA,NA
7,4,9,5,"beta0",10.5955522896986,0.115395336141827,10.3553112543988,10.6012153583798,10.8071911965129
7,4,9,5,"beta1",0.0104111534379317,0.00741089659901511,-0.00410753307937434,0.0103717114697071,0.0250785991940102
7,4,9,5,"beta2",0.00748682648393911,0.00724381756146162,-0.00669208732911156,0.00749252691964698,0.0217240129683544
7,4,9,5,"lambda",1.83765884070758,0.181469700218193,1.55453479568289,1.81342940017172,2.27705829517168
7,4,9,5,"rho",1.04755703750335,0.0604082834864239,0.93578035688739,1.04558500744497,1.17052102618479
7,4,9,5,"nu",0.487252569555088,0.0372652203786307,0.423903246176993,0.484957090328527,0.567321245844761
7,4,9,5,"gamma",0.906240419650959,0.0176147222669059,0.871844019232517,0.906542358162024,0.940531533759734
7,4,9,5,"tau.alpha",4.865415,0.147084299482016,4.45,4.9,5
7,4,9,5,"tau.beta",12.1914390845191,0.591227688992932,10.9254512520833,12.2207547003856,13.2851040157131
7,4,9,5,"phi.z1",0.539453447078755,0.0688048585270978,0.401467660368342,0.538764053481983,0.673252307798012
7,4,9,5,"phi.z2",NA,NA,NA,NA,NA
7,4,9,5,"phi.tau1",0.607881039740448,0.0662411699376521,0.464947668494549,0.614541057381676,0.720321661911029
7,4,9,5,"phi.tau2",NA,NA,NA,NA,NA
7,4,9,5,"phi.w1",0,0,0,0,0
7,4,9,5,"phi.w2",NA,NA,NA,NA,NA
