"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
5,4,10,1,"beta0",11.8504081725398,0.40582473467223,10.9433370702697,11.906274107224,12.5125572743144
5,4,10,1,"beta1",-0.00128181873368009,0.0121380954239162,-0.025391743968055,-0.00142323883472575,0.0221494362194719
5,4,10,1,"beta2",0.0144623209626574,0.0122236627086576,-0.00935340791947768,0.0143690913064276,0.0386131354836016
5,4,10,1,"lambda",3.30412251083673,0.343816237812973,2.68377599566666,3.29585172454208,3.98255517088971
5,4,10,1,"rho",1.23410837119374,0.114908302326696,1.03205006871828,1.22475646458733,1.48568054476946
5,4,10,1,"nu",0.372460946309233,0.0294774042985146,0.324775191838543,0.368617582147834,0.43829748115194
5,4,10,1,"gamma",0.978028217424232,0.0185331183828374,0.932564504965282,0.983022738013099,0.999266214532109
5,4,10,1,"tau.alpha",4.412585,0.458094261926823,3.3,4.5,5
5,4,10,1,"tau.beta",8.33422232401525,1.07029080631376,6.05149378259621,8.42629120128692,10.2384272182566
5,4,10,1,"phi.z1",0.461351652766991,0.158685675545701,0.127292809769031,0.476388246180217,0.717250903261702
5,4,10,1,"phi.z2",NA,NA,NA,NA,NA
5,4,10,1,"phi.tau1",-0.514371501444501,0.20241267945053,-0.793976369484893,-0.553680666773498,0.0140563360418325
5,4,10,1,"phi.tau2",NA,NA,NA,NA,NA
5,4,10,1,"phi.w1",0,0,0,0,0
5,4,10,1,"phi.w2",NA,NA,NA,NA,NA
5,4,10,2,"beta0",11.290344176133,0.650481961225423,9.86702841854157,11.3568009698424,12.2999246469186
5,4,10,2,"beta1",0.00145673529108063,0.010319110915786,-0.0188130731256693,0.00144787727494477,0.0213950887500688
5,4,10,2,"beta2",0.0116052108353818,0.0101207803309679,-0.00787026687091293,0.0116584357203643,0.0312623466980919
5,4,10,2,"lambda",3.85987304511567,0.587833544532427,2.90453138297697,3.73240914483322,5.03488857265714
5,4,10,2,"rho",1.14044939402191,0.0828143986742668,0.98668266470167,1.13980336844116,1.30937446936835
5,4,10,2,"nu",0.403198357585444,0.0332126028033276,0.349144140980042,0.399877752471522,0.475939280018915
5,4,10,2,"gamma",0.964906418583958,0.0213785171949914,0.919525920257858,0.966700936973722,0.997133851115348
5,4,10,2,"tau.alpha",4.278185,0.470153655969006,3.25,4.3,5
5,4,10,2,"tau.beta",9.70830556652314,1.2060441275922,7.22390498151425,9.78570086304612,11.8222173961372
5,4,10,2,"phi.z1",0.732185443368551,0.0844595680743086,0.539047078590404,0.745299675643766,0.861146017777437
5,4,10,2,"phi.z2",NA,NA,NA,NA,NA
5,4,10,2,"phi.tau1",0.394636215424715,0.141300070285602,0.0989518043147392,0.403101589249213,0.641454675424544
5,4,10,2,"phi.tau2",NA,NA,NA,NA,NA
5,4,10,2,"phi.w1",0,0,0,0,0
5,4,10,2,"phi.w2",NA,NA,NA,NA,NA
5,4,10,3,"beta0",9.16750869738732,1.014328900083,7.19961512962325,9.12908694288202,11.0450596114487
5,4,10,3,"beta1",-0.000461662043498856,0.00882512723349733,-0.0176656498160047,-0.0005910416936165,0.0168986252930224
5,4,10,3,"beta2",0.00853748423953972,0.00855524824068045,-0.00833328968255727,0.00850281548717534,0.025298178721662
5,4,10,3,"lambda",13.6302441681234,1.24497929861611,11.1288409790223,13.5416576919628,15.9217257794348
5,4,10,3,"rho",1.09198354072193,0.0808604765597535,0.941545387536873,1.0925624438923,1.25815275995869
5,4,10,3,"nu",0.40864535972366,0.0397239721087371,0.347356833790299,0.403700827916471,0.491013452994157
5,4,10,3,"gamma",0.951497300756795,0.0260016023178518,0.90130024506666,0.95229576716513,0.995486989727007
5,4,10,3,"tau.alpha",4.43372,0.392845254953441,3.55,4.5,5
5,4,10,3,"tau.beta",10.4423703376865,1.05870273915368,8.1723442087165,10.5149059253611,12.2887842009288
5,4,10,3,"phi.z1",0.951850757350521,0.0132323664960852,0.920985093522885,0.954380286068912,0.970791994106593
5,4,10,3,"phi.z2",NA,NA,NA,NA,NA
5,4,10,3,"phi.tau1",0.51718677280853,0.098252884943384,0.302312082437723,0.526701434693043,0.679924061587433
5,4,10,3,"phi.tau2",NA,NA,NA,NA,NA
5,4,10,3,"phi.w1",0,0,0,0,0
5,4,10,3,"phi.w2",NA,NA,NA,NA,NA
5,4,10,4,"beta0",10.2566996229442,1.07818388471724,7.7357025838619,10.4316640596118,11.7357560797622
5,4,10,4,"beta1",-0.000910761635246075,0.00796673304506817,-0.0167635230853343,-0.000889129466315241,0.0146346509414923
5,4,10,4,"beta2",0.0122300082714504,0.00780867616896207,-0.00314414674244804,0.0122004559021335,0.0272191990508197
5,4,10,4,"lambda",9.2336998453083,3.33424373206719,4.51364227438216,10.2669842556565,13.9919384068089
5,4,10,4,"rho",1.12348534302961,0.062705088041485,0.998589304738124,1.12469187745866,1.24771879303857
5,4,10,4,"nu",0.396498914070207,0.0282145738915795,0.351818421438052,0.393397101260142,0.464974276615146
5,4,10,4,"gamma",0.962006545557687,0.020195690759726,0.919202284813517,0.962510837550146,0.996195208995718
5,4,10,4,"tau.alpha",4.676835,0.272150765898128,4,4.75,5
5,4,10,4,"tau.beta",11.2404542038089,0.806992133424918,9.45761154196876,11.3167841819459,12.6421643700272
5,4,10,4,"phi.z1",0.901628392607892,0.0569622490907977,0.78487347013488,0.929221628283867,0.967195990409738
5,4,10,4,"phi.z2",NA,NA,NA,NA,NA
5,4,10,4,"phi.tau1",0.562776099958572,0.081698406954318,0.383704667583487,0.56805752582589,0.707673138091711
5,4,10,4,"phi.tau2",NA,NA,NA,NA,NA
5,4,10,4,"phi.w1",0,0,0,0,0
5,4,10,4,"phi.w2",NA,NA,NA,NA,NA
5,4,10,5,"beta0",10.313668177267,0.474163331445423,9.32651916256381,10.364761123821,11.157094115628
5,4,10,5,"beta1",-0.00286956154850561,0.00748086988228001,-0.0174796263988033,-0.0028924622119768,0.0120465833384807
5,4,10,5,"beta2",0.0115973512022763,0.00741799059386596,-0.00310853419739464,0.0116650754455935,0.025906050443747
5,4,10,5,"lambda",5.81456476205133,1.38494144366402,3.91265226254469,5.31162247541803,8.41815971886891
5,4,10,5,"rho",1.10094003342796,0.0667886590486064,0.981321847522395,1.09827953216172,1.23515252650589
5,4,10,5,"nu",0.410685040039854,0.0343961506957512,0.354232309728782,0.408090856634478,0.481529152366894
5,4,10,5,"gamma",0.95172221485432,0.0227453336518871,0.908433940435062,0.951128433116402,0.992563259330082
5,4,10,5,"tau.alpha",4.32456,0.380708944378817,3.55,4.35,4.95
5,4,10,5,"tau.beta",11.467809540191,1.11697813426764,9.19466984213956,11.512513207511,13.4949458394156
5,4,10,5,"phi.z1",0.789317198150804,0.072207980444003,0.630186776058958,0.795288917470969,0.897303376032705
5,4,10,5,"phi.z2",NA,NA,NA,NA,NA
5,4,10,5,"phi.tau1",0.607429227341846,0.0619268490798851,0.479092568116883,0.610320000442941,0.719443128470852
5,4,10,5,"phi.tau2",NA,NA,NA,NA,NA
5,4,10,5,"phi.w1",0,0,0,0,0
5,4,10,5,"phi.w2",NA,NA,NA,NA,NA
