"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
7,2,1,1,"beta0",9.67737912598693,0.198877988356633,9.26362112380987,9.68413712907397,10.0421599606451
7,2,1,1,"beta1",0.0182149889435952,0.0140083551638788,-0.00905350926056767,0.0183182659130176,0.0455416001040339
7,2,1,1,"beta2",0.0407735502048334,0.0139557084656491,0.0131688497874401,0.0408440070616935,0.0675970325355287
7,2,1,1,"lambda",0.968218829763216,0.214594220732859,0.653366844313347,0.93436042579074,1.51136131384766
7,2,1,1,"rho",1.06948691788768,0.0968743336166243,0.88934577398835,1.06842855781758,1.26401185946607
7,2,1,1,"nu",0.419248833675941,0.0458852362221767,0.349069042584038,0.411367397929607,0.53346419244923
7,2,1,1,"gamma",0.95574473990259,0.0279626241964233,0.889659215358795,0.958168084748651,0.997266127234116
7,2,1,1,"tau.alpha",4.41734,0.461170892684291,3.35,4.5,5
7,2,1,1,"tau.beta",11.7823169307588,1.48341821897067,8.61815688373602,11.8927380220457,14.3921242885811
7,2,1,1,"phi.z1",0.353653044871394,0.149778181772959,0.0656787677200901,0.352495847686246,0.65001734559952
7,2,1,1,"phi.z2",0.286151240992348,0.156702349723011,-0.0379974620749003,0.298634775660995,0.572844824738178
7,2,1,1,"phi.tau1",0.398324848177403,0.256359344930422,-0.237949883302655,0.437048476961694,0.807197925633016
7,2,1,1,"phi.tau2",-0.159337772255663,0.329878817203091,-0.702919693689999,-0.145200808147115,0.41596403234574
7,2,1,1,"phi.w1",0,0,0,0,0
7,2,1,1,"phi.w2",0,0,0,0,0
7,2,1,2,"beta0",9.88973369374609,0.189378667447058,9.47192044922202,9.90438458500744,10.2194210588094
7,2,1,2,"beta1",0.0124193675310213,0.0114168024273264,-0.00960161930449877,0.0123714116189562,0.0348404036433256
7,2,1,2,"beta2",0.0182003528774618,0.0113045596883362,-0.00404646911387458,0.0181948560630486,0.0403417851104546
7,2,1,2,"lambda",1.39251303050795,0.29696558532906,0.963194661851569,1.34638800955583,2.19296780051862
7,2,1,2,"rho",1.11214591968106,0.0967426737079071,0.933125766584244,1.11156433011557,1.30519007502204
7,2,1,2,"nu",0.431617920468187,0.0517306029517569,0.352012847762366,0.423891122066694,0.562023209723399
7,2,1,2,"gamma",0.943704795756158,0.0287089082262215,0.880707417345026,0.945369026497329,0.994757092004816
7,2,1,2,"tau.alpha",4.63808,0.319227355047184,3.85,4.7,5
7,2,1,2,"tau.beta",12.7476254339699,1.14765119263522,10.2229055588178,12.8365786056841,14.7529675313627
7,2,1,2,"phi.z1",0.354901333271194,0.115099809208841,0.139732742785113,0.35223510652048,0.576650726612248
7,2,1,2,"phi.z2",0.35126037646217,0.118402485317525,0.105906793074435,0.347978319677495,0.582704350060242
7,2,1,2,"phi.tau1",0.555355993046791,0.140973000974602,0.278997653895687,0.558727730023468,0.806632825470432
7,2,1,2,"phi.tau2",0.047555458634598,0.193700152273333,-0.376812514968095,0.0599626311253744,0.375549510032151
7,2,1,2,"phi.w1",0,0,0,0,0
7,2,1,2,"phi.w2",0,0,0,0,0
7,2,1,3,"beta0",9.97859079048638,0.159481895896258,9.63159957543921,9.98745502500742,10.2666769455405
