"setting","method","dataset","block","seam","seed","hn","ar2_used","ar1_used","a","b","lambda","beta0","zbar","z_pred","z_ratio","sdz_ratio","phi1.z","phi2.z","phi1.tau","phi2.tau","sd_lead1","sd_lead_max","mu_recon","data_mean","A_zconsist","Aprime_sdz","B_truth","C_spread"
7,1,8,3,110,1708,TRUE,FALSE,FALSE,4.658065,15.6405158492661,1.3058112678992,10.3890588256952,1.63389828990694,1.55821904026695,1.04856778648208,0.954161903582254,NA,NA,NA,NA,2.6977317921563,2.72131669864554,12.522621623257,12.654037374242,TRUE,TRUE,TRUE,TRUE
7,1,8,4,140,1708,TRUE,FALSE,FALSE,4.08035,15.2128874767799,1.50995896459461,10.4196092746834,1.83433118963486,1.69620002743652,1.08143565615141,1.21689794236818,NA,NA,NA,NA,3.09101358535712,3.13570541186022,13.189374098508,13.2861079290519,TRUE,TRUE,TRUE,TRUE
7,1,8,5,170,1708,TRUE,FALSE,FALSE,4.09262,14.8352563211378,1.56455409339553,10.5192839147413,1.7589603602323,1.67314174929433,1.0512918950078,1.1536800013677,NA,NA,NA,NA,3.09146315139767,3.17569821469331,13.2712725464632,13.3354746878495,TRUE,TRUE,TRUE,TRUE
7,1,9,1,50,1709,TRUE,FALSE,FALSE,4.312505,9.70011850803461,0.832294035891327,10.4936865516077,1.2369164911319,1.27949557882996,0.966721973563208,0.960836598048184,NA,NA,NA,NA,1.94659269480513,1.96894214797465,11.5231647700724,11.6485907025735,TRUE,TRUE,FALSE,TRUE
7,1,9,2,80,1709,TRUE,FALSE,FALSE,4.6631,10.640254674131,1.36966207938165,10.4614346488827,1.22957207446884,1.27484489902212,0.96448758230275,1.10024690234464,NA,NA,NA,NA,2.25598681525433,2.29350712157085,12.1455328931493,12.2309012567358,TRUE,TRUE,TRUE,TRUE
7,1,9,3,110,1709,TRUE,FALSE,FALSE,4.76528,11.5660143479876,1.51387616669434,10.4896677786867,1.28554825000293,1.31083472136215,0.980709641767087,1.06590597720509,NA,NA,NA,NA,2.4522208571787,2.47852784353159,12.4358286355017,12.5434577554605,TRUE,TRUE,TRUE,TRUE
7,1,9,4,140,1709,TRUE,FALSE,FALSE,4.805625,11.786821037304,1.65316205809122,10.536307882191,1.34643320936465,1.3195642186994,1.02036201822124,1.08135818103624,NA,NA,NA,NA,2.55134478316781,2.58358579099394,12.7621801776666,12.8705366109603,TRUE,TRUE,TRUE,TRUE
7,1,9,5,170,1709,TRUE,FALSE,FALSE,4.852265,12.1538021292549,1.74473899478287,10.5967243348963,1.38296453942053,1.33153488354711,1.03862433985688,1.07393866887886,NA,NA,NA,NA,2.64552465184905,2.71767799146614,13.0096364952252,13.0980763295047,TRUE,TRUE,TRUE,TRUE
7,1,10,1,50,1710,TRUE,FALSE,FALSE,2.66681,11.0873461180885,2.99785544337022,12.0305039853329,1.95539632592831,1.8789887739373,1.04066418759433,0.766708264171436,NA,NA,NA,NA,5.88679339926016,6.29529592044167,17.8924995049632,17.8696967772061,TRUE,TRUE,TRUE,TRUE
7,1,10,2,80,1710,TRUE,FALSE,FALSE,3.40948,13.3750809449146,2.91986704645689,12.0270120979848,1.91762425496534,1.77056832607275,1.08305577747387,0.766722029342728,NA,NA,NA,NA,5.19379531084774,5.23771288243681,17.6262199675445,17.562097096976,TRUE,TRUE,TRUE,TRUE
