"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
7,2,5,1,"beta0",13.6594171875068,0.641129054918471,12.021596137585,13.8267833357032,14.502743140308
7,2,5,1,"beta1",-0.0074039579334642,0.0107671368502131,-0.0283632471203336,-0.00752754186728567,0.0136741579858702
7,2,5,1,"beta2",0.00152838198765703,0.0107167246073257,-0.0192556769627355,0.00139847649189533,0.0225541106070497
7,2,5,1,"lambda",5.34542226420843,1.43508821642987,2.80028688388734,5.38708038719355,8.06672155253595
7,2,5,1,"rho",0.965279849280745,0.0962926025715055,0.798107248406712,0.960583512565586,1.16266564914452
7,2,5,1,"nu",0.456320957099418,0.0619385711453656,0.356829955533196,0.447119462161343,0.584900392007739
7,2,5,1,"gamma",0.934304503742173,0.0338950411194717,0.873559686773026,0.933932831874988,0.995531950372039
7,2,5,1,"tau.alpha",4.498155,0.418881119309777,3.5,4.6,5
7,2,5,1,"tau.beta",7.7739174086914,0.902396173532006,5.83560212275083,7.84757861447411,9.37403192770862
7,2,5,1,"phi.z1",0.558579257399018,0.122742018525275,0.300737060441442,0.550179295945942,0.771197305016726
7,2,5,1,"phi.z2",0.332950226054262,0.134779115314561,0.0507996707733502,0.336403531009769,0.571736896772819
7,2,5,1,"phi.tau1",0.66401305804613,0.161496558214925,0.312747721611633,0.669570944926043,0.956005059809971
7,2,5,1,"phi.tau2",0.0433585578276044,0.19520474358779,-0.368598666251458,0.0497180011334386,0.410253590960565
7,2,5,1,"phi.w1",0,0,0,0,0
7,2,5,1,"phi.w2",0,0,0,0,0
7,2,5,2,"beta0",13.5529429477427,0.479667106386688,12.5414516663323,13.5886110812467,14.3547475612994
7,2,5,2,"beta1",0.00052991192285441,0.00861913122052446,-0.016231284094337,0.000537005256355313,0.0174614334913795
7,2,5,2,"beta2",0.000512721591643485,0.00846240057771377,-0.0162382520797904,0.000573936731478496,0.0168604358037367
7,2,5,2,"lambda",6.07433942189418,0.917210215378133,4.58374789870908,5.95471288704669,7.85325663707872
7,2,5,2,"rho",1.04988098166281,0.0796844224089692,0.900513733635148,1.04326206588716,1.20588677512604
7,2,5,2,"nu",0.408513614287543,0.0368567127974499,0.351737179179069,0.402463388625218,0.48995685579037
7,2,5,2,"gamma",0.964129228705392,0.0235768558685676,0.913746718298342,0.967768192628758,0.998849593888649
7,2,5,2,"tau.alpha",4.75519,0.240851333474581,4.15,4.8,5
7,2,5,2,"tau.beta",8.23341192793193,0.607704455431898,6.92574322226974,8.26149265833368,9.35930790425757
7,2,5,2,"phi.z1",0.530652965110316,0.0997047645744874,0.310181180851817,0.529299139622384,0.720064081473844
7,2,5,2,"phi.z2",0.391536630971828,0.0967549244804612,0.208747903017448,0.395206616984857,0.593676918507444
7,2,5,2,"phi.tau1",0.571098945437747,0.138049188534767,0.295324745606692,0.569483544122027,0.846623305948473
7,2,5,2,"phi.tau2",0.199288578389707,0.160962738487055,-0.149229904004464,0.21207255538666,0.486273102778511
7,2,5,2,"phi.w1",0,0,0,0,0
7,2,5,2,"phi.w2",0,0,0,0,0
7,2,5,3,"beta0",11.9613378050328,1.01814532759175,9.44044655632779,12.2095155172886,13.405843132634
7,2,5,3,"beta1",0.00643110795167578,0.00833954514064271,-0.00989773188442045,0.00644786010356526,0.0225759613859066
7,2,5,3,"beta2",0.00197437546348829,0.00820635633543794,-0.0142036876258069,0.00210470773865716,0.0178267898301492
7,2,5,3,"lambda",3.64959153607054,0.580026053203172,2.77888037530816,3.51977398346755,4.86793038717686
7,2,5,3,"rho",1.10949321736915,0.0766320967103146,0.970108160130267,1.10851601743717,1.27011389846717
7,2,5,3,"nu",0.397086945517814,0.0283135544701693,0.352738638448943,0.392164252480611,0.458555541355333
7,2,5,3,"gamma",0.974585057428753,0.0179771641422637,0.934308348328595,0.977613274727323,0.998741455451661
7,2,5,3,"tau.alpha",4.468565,0.383308339725775,3.6,4.55,5
7,2,5,3,"tau.beta",9.38751992294162,0.932642019211607,7.39436110813255,9.47006740123374,11.0002906266931
7,2,5,3,"phi.z1",0.489487395849808,0.0865298218108167,0.319241493760531,0.493700631024669,0.655470582963487
7,2,5,3,"phi.z2",0.406548721594853,0.0831147157461881,0.247211337198942,0.397737035102208,0.582154906171837
7,2,5,3,"phi.tau1",0.596657644632214,0.0997748072288969,0.389546895723603,0.601818376368864,0.789081722877859
7,2,5,3,"phi.tau2",0.231462673134548,0.109164417430614,0.0123457748224158,0.230326687901848,0.451603335344811
7,2,5,3,"phi.w1",0,0,0,0,0
7,2,5,3,"phi.w2",0,0,0,0,0
7,2,5,4,"beta0",11.5397519441468,0.766035170686601,9.83726373417535,11.5770784862276,12.8887749136013
7,2,5,4,"beta1",0.00585484728653361,0.00742620859833646,-0.00850603659505904,0.00582967932792976,0.0205370802308968
7,2,5,4,"beta2",0.00455159634670666,0.0073836568754179,-0.0101647478138183,0.00458282041590833,0.0191308627860622
7,2,5,4,"lambda",6.95969762575409,1.41015289488477,4.52476503471741,7.00056125451864,9.89518877644616
7,2,5,4,"rho",1.06350402440714,0.0646918912065733,0.93775942979659,1.06061292286763,1.19735144027392
7,2,5,4,"nu",0.403575659043428,0.0307464431746088,0.354847553048527,0.401480436486864,0.475406867095628
7,2,5,4,"gamma",0.967821808284838,0.0203630466175447,0.923878141057027,0.969160771970011,0.998077800194673
7,2,5,4,"tau.alpha",4.377495,0.387613595485169,3.55,4.4,5
7,2,5,4,"tau.beta",9.68445498750552,0.951507581560672,7.72153847936445,9.73790162227324,11.3417720949641
7,2,5,4,"phi.z1",0.435435790510074,0.0682167522776139,0.261846843190929,0.438105990606496,0.552204633478856
7,2,5,4,"phi.z2",0.520238553248812,0.0730879280953368,0.399946168504742,0.521299978275616,0.695753496351744
7,2,5,4,"phi.tau1",0.570495991035202,0.091273145068275,0.389866393409691,0.573258312553725,0.753386176873964
7,2,5,4,"phi.tau2",0.232322324365698,0.0998482565673235,0.0173059380234772,0.23424541824566,0.430489463433182
7,2,5,4,"phi.w1",0,0,0,0,0
7,2,5,4,"phi.w2",0,0,0,0,0
7,2,5,5,"beta0",11.9916959406103,0.61948445888913,10.6185779000536,12.0176689040725,13.0946672001022
7,2,5,5,"beta1",0.00335714938042849,0.00679110996475196,-0.0100145559969066,0.0034047039036197,0.0164174552751399
7,2,5,5,"beta2",0.00663243766654064,0.00670836189085286,-0.00637623205815916,0.00667403058790016,0.0199533988194165
7,2,5,5,"lambda",8.16126660072982,1.0903416105315,6.31359150982489,8.08579666787074,10.3331359501681
7,2,5,5,"rho",1.00987422366743,0.0675806927954556,0.877129985074014,1.00851355298551,1.13690483233486
7,2,5,5,"nu",0.43324881812878,0.0413401930467051,0.371316880190477,0.429200438931823,0.524566303257284
7,2,5,5,"gamma",0.953901723213526,0.0245059239203886,0.905170822778124,0.954241056043556,0.994194459338245
7,2,5,5,"tau.alpha",4.587975,0.304602901607596,3.9,4.65,5
7,2,5,5,"tau.beta",10.5253792702264,0.802037614987805,8.82833255113023,10.5981153895005,11.899220448042
7,2,5,5,"phi.z1",0.435047494703959,0.0630866801194365,0.316982902478849,0.440372954266711,0.542489114083404
