"setting","method","dataset","block","seam","seed","hn","ar2_used","ar1_used","a","b","lambda","beta0","zbar","z_pred","z_ratio","sdz_ratio","phi1.z","phi2.z","phi1.tau","phi2.tau","sd_lead1","sd_lead_max","mu_recon","data_mean","A_zconsist","Aprime_sdz","B_truth","C_spread"
5,1,3,1,50,1503,TRUE,FALSE,FALSE,4.19104,7.7622342799434,3.88212879940087,13.3170584202306,1.35661344776042,1.17003439528393,1.15946458773224,1.28853700119602,NA,NA,NA,NA,4.25668890817038,4.37491845164817,18.5836065554358,18.3790845663353,TRUE,TRUE,TRUE,TRUE
5,1,3,2,80,1503,TRUE,FALSE,FALSE,4.606245,9.4776064265212,3.22613190184329,13.644352291147,1.29064278157248,1.21661426029051,1.06084798090752,1.26660017181892,NA,NA,NA,NA,3.76207694116551,3.78005314766434,17.8081361426617,17.6495071778085,TRUE,TRUE,TRUE,TRUE
5,1,3,3,110,1503,TRUE,FALSE,FALSE,4.54661,10.5587093839377,4.14759246383835,10.8631835462194,1.42235975938402,1.30476999336542,1.09012298459999,0.92208370340838,NA,NA,NA,NA,4.87181121905049,4.98138181357881,16.7625521651075,16.6044907053186,TRUE,TRUE,TRUE,TRUE
5,1,3,4,140,1503,TRUE,FALSE,FALSE,4.383895,11.0494818736568,3.94545984924901,10.3393704726817,1.36949596955483,1.37306163613595,0.997403127079451,0.95453576800432,NA,NA,NA,NA,5.01293400897944,5.03597884680613,15.7426618342686,15.6142733134772,TRUE,TRUE,TRUE,TRUE
5,1,3,5,170,1503,TRUE,FALSE,FALSE,4.616185,11.1101027875137,3.78858484844239,10.2508315059986,1.25266100226598,1.33304061319566,0.939702053985449,1.02533938087399,NA,NA,NA,NA,4.60213959226376,4.74791219537805,14.9966439994182,14.9098486921641,TRUE,TRUE,TRUE,TRUE
5,1,4,1,50,1504,TRUE,FALSE,FALSE,4.660725,5.01954922350027,1.38872267298827,10.1928187908766,0.914046873145188,0.867781807039901,1.05331416921853,1.11224539785608,NA,NA,NA,NA,1.55961101244576,1.59809389603036,11.4621764077874,11.5324202278353,TRUE,TRUE,TRUE,TRUE
5,1,4,2,80,1504,TRUE,FALSE,FALSE,2.195485,3.19878327560439,1.67052647143961,10.2147203994304,1.30042153732488,1.17974082376316,1.10229425915496,1.19367959246608,NA,NA,NA,NA,2.63219048641665,2.6837704559406,12.3871090015618,12.4425096151865,TRUE,TRUE,TRUE,TRUE
5,1,4,3,110,1504,TRUE,FALSE,FALSE,2.044845,3.52820152755654,1.99861710938371,10.1359658767386,1.29500764459876,1.2846106054731,1.00809353362129,1.15789217144298,NA,NA,NA,NA,3.64378102818185,3.64378102818185,12.7241903120164,12.7909839767859,TRUE,TRUE,TRUE,TRUE
5,1,4,4,140,1504,TRUE,FALSE,FALSE,2.308045,4.28402615015654,2.01669084453513,10.2169392646799,1.30855340440143,1.29515206281987,1.01034731130519,1.14414115086339,NA,NA,NA,NA,3.09999473494735,3.23365672680111,12.8558869349215,12.8819137596639,TRUE,TRUE,TRUE,TRUE
5,1,4,5,170,1504,TRUE,FALSE,FALSE,2.691915,5.05913666434667,2.31524284077376,10.1860304003541,1.2650557391303,1.27101373555526,0.995312405949449,1.12410774422114,NA,NA,NA,NA,3.18067469166967,3.42394554884055,13.1149416435553,13.1521495980755,TRUE,TRUE,TRUE,TRUE
5,1,5,1,50,1505,TRUE,FALSE,FALSE,1.913915,10.9812187283751,2.58148221635631,11.7701702540921,2.54404338334512,2.32831109424011,1.09265612728415,0.999321562799566,NA,NA,NA,NA,7.6682691612621,8.68603115742155,18.3375730058364,18.1759293104056,TRUE,TRUE,TRUE,TRUE
5,1,5,2,80,1505,TRUE,FALSE,FALSE,1.877855,9.01229192846899,2.59514257193259,11.8539604648338,2.36655172964173,2.15730722030957,1.09699337552031,0.977324089279312,NA,NA,NA,NA,6.96971606075224,7.67768872125652,17.9954996071077,17.9026854998562,TRUE,TRUE,TRUE,TRUE
5,1,5,3,110,1505,TRUE,FALSE,FALSE,2.14392,8.86993767728779,2.60981500180802,11.0653124278142,2.14168781280124,1.96682138077172,1.08890814068785,1.09247653997073,NA,NA,NA,NA,5.74082716304989,6.0426854955912,16.6547214108523,16.5826915819785,TRUE,TRUE,TRUE,TRUE
5,1,5,4,140,1505,TRUE,FALSE,FALSE,2.451205,9.26069855316269,2.66828963574509,11.1777420588808,2.06010843125154,1.84211102000119,1.11834108198875,1.06317126858565,NA,NA,NA,NA,5.39959102278309,5.42977409350234,16.6747080345003,16.5949072318879,TRUE,TRUE,TRUE,TRUE
5,1,5,5,170,1505,TRUE,FALSE,FALSE,2.631025,10.100851862128,2.81331615312661,11.2237688319299,2.03478986182386,1.83213812488372,1.11060942086613,1.04017963181022,NA,NA,NA,NA,5.46753806045238,5.53809217486924,16.9482760184173,16.8890992305832,TRUE,TRUE,TRUE,TRUE
5,1,6,1,50,1506,TRUE,FALSE,FALSE,4.09379,8.68542950950123,2.45978825890077,10.2946024922497,1.34432435761672,1.26172781401497,1.06546304415603,1.0948016147533,NA,NA,NA,NA,3.18031228830443,3.25459095547187,13.6013557632697,13.6055956981759,TRUE,TRUE,TRUE,TRUE
5,1,6,2,80,1506,TRUE,FALSE,FALSE,3.16505,8.20848823544046,2.10025166052637,10.4448131063929,1.543347454865,1.45837162288778,1.05826761207061,1.09741859338537,NA,NA,NA,NA,3.44933690410342,3.44933690410342,13.6862311612422,13.7276043109419,TRUE,TRUE,TRUE,TRUE
5,1,6,3,110,1506,TRUE,FALSE,FALSE,2.82514,8.49540381249246,1.89715705837454,10.6278380971213,1.75698300334815,1.5927754231607,1.10309524983855,1.11972475281702,NA,NA,NA,NA,3.48860350117347,3.6075229626957,13.9611108033674,13.9458065074651,TRUE,TRUE,TRUE,TRUE
5,1,6,4,140,1506,TRUE,FALSE,FALSE,3.339055,9.81691162782805,1.78543562971187,10.677780151318,1.65052148815749,1.54242537863448,1.07008190543305,1.16200302508018,NA,NA,NA,NA,3.26314329542419,3.26314329542419,13.6246800238794,13.6004843755329,TRUE,TRUE,TRUE,TRUE
5,1,6,5,170,1506,TRUE,FALSE,FALSE,2.22349,4.84359018404032,2.38516383837107,10.7076082179116,1.30880407394763,1.41451380596854,0.925267797617197,0.907076500778652,NA,NA,NA,NA,3.83415668722005,4.04214982289889,13.8293203666042,13.8103827712451,TRUE,TRUE,TRUE,TRUE
5,1,7,1,50,1507,TRUE,FALSE,FALSE,4.58856,7.57650639367856,2.51601811527268,12.1222140013502,1.21516317095804,1.07585207405711,1.1294890815013,1.03387901214601,NA,NA,NA,NA,2.77886146317973,2.82525333965091,15.1795865524928,15.2441576933529,TRUE,TRUE,TRUE,TRUE
5,1,7,2,80,1507,TRUE,FALSE,FALSE,4.55883,8.96588383718517,2.28758189714554,11.8086331770712,1.37255223628866,1.19559083661055,1.14801167277242,0.965173765658755,NA,NA,NA,NA,2.77699738252341,2.88543353465054,14.9484588256917,15.0295446933414,TRUE,TRUE,TRUE,TRUE
5,1,7,3,110,1507,TRUE,FALSE,FALSE,4.68269,8.19182261976789,2.6509409237472,11.0148575047376,1.28677617691604,1.12610227322317,1.14268144866894,0.919025452567688,NA,NA,NA,NA,2.9048772693432,2.98810737149636,14.4260251318273,14.472659058531,TRUE,TRUE,TRUE,TRUE
5,1,7,4,140,1507,TRUE,FALSE,FALSE,4.7835,7.8686258763551,2.60823493371992,10.9156285859295,1.23349991522979,1.08821758295357,1.13350485652134,0.975341279959287,NA,NA,NA,NA,2.8044450273088,2.87331005298118,14.1328861555724,14.1672654507057,TRUE,TRUE,TRUE,TRUE
5,1,7,5,170,1507,TRUE,FALSE,FALSE,4.764135,7.07343506420008,2.62631530285456,10.7871484357402,1.18186146997928,1.04091159553822,1.13541003390223,0.993029705515771,NA,NA,NA,NA,2.64088593507951,2.7230717411248,13.891089300201,13.9081828575606,TRUE,TRUE,TRUE,TRUE
5,1,8,1,50,1508,TRUE,FALSE,FALSE,3.227645,13.9678099457846,2.2696523494689,10.2910965060354,1.79829078326387,1.85330261964371,0.970316862558357,0.828758024525429,NA,NA,NA,NA,4.60480541521486,4.73125714811911,14.3725914072985,14.5199437156009,TRUE,TRUE,TRUE,TRUE
5,1,8,2,80,1508,TRUE,FALSE,FALSE,3.459645,12.3538579400914,4.507774759833,10.2899417791122,1.48229968207747,1.68117886676875,0.881702543005713,0.727909265222931,NA,NA,NA,NA,7.11609054450025,7.24031937638803,16.9718148724895,17.1137479800627,TRUE,TRUE,TRUE,TRUE
5,1,8,3,110,1508,TRUE,FALSE,FALSE,3.46061,10.0664381979801,5.64693658090395,10.4490725537657,1.42033693218887,1.52688855959013,0.930216500259943,0.678231259706738,NA,NA,NA,NA,7.8241838372935,7.90784569802948,18.4696251333519,18.5296705999227,TRUE,TRUE,FALSE,TRUE
5,1,8,4,140,1508,TRUE,FALSE,FALSE,3.76849,10.1824394028388,5.4515552184513,10.562371759472,1.36411601196061,1.4592884991248,0.934781582105755,0.71173325061587,NA,NA,NA,NA,7.05155319631494,7.38928106681441,17.9989255230489,18.0484654332149,TRUE,TRUE,FALSE,TRUE
5,1,8,5,170,1508,TRUE,FALSE,FALSE,4.001825,10.1014824490829,5.05780104691888,10.7395835565874,1.37585875052932,1.40314199989696,0.980555603517217,0.760835150789425,NA,NA,NA,NA,6.28792500957683,6.36950220924292,17.6984033854271,17.6926233155583,TRUE,TRUE,FALSE,TRUE
5,1,9,1,50,1509,TRUE,FALSE,FALSE,2.509575,11.3121025729466,1.56217382456855,10.2116577927228,2.17950388499974,1.97424662003205,1.10396738831158,2.30454913880698,NA,NA,NA,NA,4.12687102379929,4.18927243440309,13.6164217124149,13.4169311481968,TRUE,TRUE,TRUE,TRUE
5,1,9,2,80,1509,TRUE,FALSE,FALSE,2.66,14.13381362755,2.28625429877777,10.2797077401203,2.39173595148788,2.12342552088989,1.12635735417061,1.59301794624043,NA,NA,NA,NA,5.43738855690883,5.56494325602559,15.7478243407508,15.4853350172401,TRUE,TRUE,TRUE,TRUE
5,1,9,3,110,1509,TRUE,FALSE,FALSE,2.98155,17.41145117038,2.57556279773446,10.4140489876892,2.47449922858798,2.18536577469377,1.13230437542417,1.33793282381543,NA,NA,NA,NA,5.94825488197423,6.17442353256105,16.787277143863,16.4779688763323,TRUE,TRUE,TRUE,TRUE
5,1,9,4,140,1509,TRUE,FALSE,FALSE,2.53008,12.2300335520281,2.40167132163601,10.3993665902019,2.34458727774662,2.0448503785706,1.14658133539606,1.43532285899533,NA,NA,NA,NA,5.35438741574886,5.73850373843362,16.0302946162386,15.7987130127622,TRUE,TRUE,TRUE,TRUE
5,1,9,5,170,1509,TRUE,FALSE,FALSE,2.813745,13.7668607772635,2.43986299030753,10.4425767814921,2.31600865268811,2.02373805164616,1.14442116201957,1.32273823590369,NA,NA,NA,NA,5.38987687342799,5.45672300032381,16.0933205784178,15.9098026951859,TRUE,TRUE,TRUE,TRUE
5,1,10,1,50,1510,TRUE,FALSE,FALSE,4.36675,8.22435037692954,3.5703009212627,12.1260497697311,1.26344605342589,1.16776799760788,1.08193241809504,0.868018140400829,NA,NA,NA,NA,4.01274595729413,4.07997274683184,16.6369323782433,16.6804112040228,TRUE,TRUE,TRUE,TRUE
5,1,10,2,80,1510,TRUE,FALSE,FALSE,4.258755,9.59632929247784,3.88606025684837,12.2322219990716,1.53503439878627,1.29655397013428,1.18393405453634,0.871810142570882,NA,NA,NA,NA,4.61038336694389,4.71981489927195,18.19745816909,18.2238701713111,TRUE,TRUE,TRUE,TRUE
5,1,10,3,110,1510,TRUE,FALSE,FALSE,4.36157,10.4261889777232,4.23492608956205,12.3179299668381,1.59929385522004,1.33553454237751,1.19749344136992,0.994249388595505,NA,NA,NA,NA,5.09851768834186,5.22215400692025,19.0908212391858,19.0918871845605,TRUE,TRUE,TRUE,TRUE
5,1,10,4,140,1510,TRUE,FALSE,FALSE,4.644275,11.3132797274893,3.8198171960291,12.4602919768566,1.54673615749796,1.3350833182647,1.15853155854599,1.06034746765428,NA,NA,NA,NA,4.66879910478454,4.71176259795129,18.3685413489873,18.4126379176741,TRUE,TRUE,TRUE,TRUE
5,1,10,5,170,1510,TRUE,FALSE,FALSE,4.238435,11.2999070347999,4.09873270356546,11.2312863125869,1.55867510238413,1.42419648069744,1.09442420586578,0.947338840463272,NA,NA,NA,NA,5.28733260760858,5.35630294505199,17.619878928962,17.620620877788,TRUE,TRUE,TRUE,TRUE
5,2,1,1,50,2501,TRUE,TRUE,FALSE,4.574255,7.27549190663108,2.50652911373724,11.0571392268238,1.3531753698948,1.05949879135209,1.27718443941586,1.21018854940582,0.206980897800912,0.622285802858957,0.257033705882669,0.692414117344354,1.48252810819945,2.0980737802631,14.4489126874572,14.3524478864646,TRUE,TRUE,TRUE,TRUE
5,2,1,2,80,2501,TRUE,TRUE,FALSE,4.68243,5.93468756321388,6.53687678228246,11.0927008010439,0.429216690259667,0.951828128159411,0.450939279436573,0.483839968857097,0.36938256457755,0.578816085456672,0.300100097267314,0.644702890042368,1.36729621757793,2.9587852933532,13.8984374181704,13.693638883318,FALSE,FALSE,FALSE,TRUE
5,2,1,3,110,2501,TRUE,TRUE,FALSE,4.80877,6.10854172341354,2.60912705524265,11.2386721943221,1.11498961787402,0.945415397392295,1.17936477547272,1.1427004359451,0.236414224430689,0.628268298156591,0.221951969284444,0.725945447308088,1.99017216576676,2.38145684496096,14.1478217726319,14.0528710371897,TRUE,TRUE,TRUE,TRUE
5,2,1,4,140,2501,TRUE,TRUE,FALSE,4.83326,6.62005299442349,2.39096052789122,11.2165393365636,1.13896210847439,0.984931666444663,1.15638693249222,1.13509637069995,0.204146002639669,0.649742423509941,0.128225848632815,0.815758921884982,1.63752682297835,2.44088888043397,13.9397527806897,13.8445833083976,TRUE,TRUE,TRUE,TRUE
5,2,1,5,170,2501,TRUE,TRUE,FALSE,4.849375,6.96398807042832,2.36649145813517,11.2474139409038,1.08382806906493,1.01001773763274,1.07307825267028,1.05870171482932,0.149565118729234,0.69670377422451,0.17061304092794,0.771963601746499,1.81108428630001,2.26200885089545,13.8122838084331,13.7315457532165,TRUE,TRUE,TRUE,TRUE
5,2,2,1,50,2502,TRUE,TRUE,FALSE,3.947755,15.9875508455512,0.570398398528888,9.81210919655149,1.48154076971678,1.73301334729364,0.854892878944313,0.802481676256256,-0.0203602011036945,0.638135695074412,0.040704999828319,0.792120241650545,1.71643821070393,2.20668111934088,10.6571776789532,10.6395981146666,TRUE,TRUE,FALSE,TRUE
5,2,2,2,80,2502,TRUE,TRUE,FALSE,3.78486,11.143647116343,4.27353631836335,9.94104377079873,0.342880915654748,1.50698428632297,0.227527863937701,0.289380965008852,0.16089690500901,0.778570875344074,0.13129767737261,0.80929437485202,1.76626064948871,3.06852634059039,11.406357816723,11.2148392857164,FALSE,FALSE,TRUE,TRUE
5,2,2,3,110,2502,TRUE,TRUE,FALSE,4.207355,12.1559713585672,2.61485811192804,9.91415294075308,0.633521439173128,1.47677226560225,0.428990612790774,0.51302148498994,0.184534275266462,0.719583147703102,0.114613035899966,0.823744947576756,2.19053275568421,3.20870146855984,11.5707216150553,11.163345170179,FALSE,TRUE,TRUE,TRUE
5,2,2,4,140,2502,TRUE,TRUE,FALSE,4.64403,13.236687430814,1.70419201902317,9.9142016901444,0.933051590758702,1.44645819688375,0.645059492745016,0.79886768303641,0.216488574698956,0.668446109835212,0.153731553322921,0.777512001935874,1.88801541524415,2.49009290926703,11.5043007644523,11.4322523629093,TRUE,TRUE,TRUE,TRUE
5,2,2,5,170,2502,TRUE,TRUE,FALSE,4.560515,13.7271486674449,2.3361381822695,9.93633463878327,1.10780522973692,1.49664175671,0.740193987485797,1.11933125108538,0.239064099206512,0.689163947730877,0.183515386340685,0.745021116327551,4.72192737140172,5.51095299307372,12.5243207344895,12.4260674080363,TRUE,TRUE,TRUE,TRUE
5,2,3,1,50,2503,TRUE,TRUE,FALSE,4.2355,7.92627199211958,4.96866705525056,11.4176690238309,1.50630532445526,1.17312495448171,1.28401098169525,1.0813446125329,0.0488578562489022,0.902416499419074,0.141720766310425,0.755958849953009,2.34405890399663,3.89240153620824,18.9019986646002,18.3790845663353,TRUE,TRUE,FALSE,TRUE
5,2,3,2,80,2503,TRUE,TRUE,FALSE,4.64011,9.38245500103897,6.46270567408425,12.0299070528832,0.89815797809653,1.20115205974569,0.747747107295214,0.649970381455497,0.104302478356037,0.859596646844277,0.149344026675676,0.756885198194389,2.52188537371782,4.40457634453402,17.8344377141517,17.6495071778085,TRUE,TRUE,FALSE,TRUE
5,2,3,3,110,2503,TRUE,TRUE,FALSE,4.57648,10.6633269602002,4.52400376296883,10.086968404622,1.5048733609262,1.30404975916975,1.15399995310325,0.865839887850454,0.131938340475666,0.835804627918982,0.153562853677371,0.764316029027562,2.41150076078083,3.23813411603725,16.8950211522437,16.6044907053186,TRUE,TRUE,TRUE,TRUE
5,2,3,4,140,2503,TRUE,TRUE,FALSE,4.44755,11.2563318912484,3.87305069226011,10.1583686877237,1.44202133719337,1.37332110191525,1.05002488870396,0.97768675658136,0.122503819943069,0.836810186149118,0.107395111936547,0.794096273049475,2.33315260993048,2.75596835261629,15.7433904259943,15.6142733134772,TRUE,TRUE,TRUE,TRUE
5,2,3,5,170,2503,TRUE,TRUE,FALSE,4.661935,11.1190809122648,7.01388994461622,9.93964541700296,0.740853322031787,1.32466398598861,0.559276412635978,0.577396207742411,0.095689648226891,0.882070758685412,0.102959491179051,0.803928976372593,1.54683772630044,2.70068979580663,15.1359090828372,14.9098486921641,FALSE,TRUE,FALSE,TRUE
5,2,4,1,50,2504,TRUE,TRUE,FALSE,4.691755,5.04616561623386,2.23341399617466,9.77397579334212,0.779158748657354,0.862050454236178,0.903843556752986,0.749225910305056,0.212031917702483,0.701693257962731,0.0636223912829186,0.84067775541847,1.4954081823103,2.55999592649107,11.5141598478354,11.5324202278353,TRUE,TRUE,TRUE,TRUE
5,2,4,2,80,2504,TRUE,TRUE,FALSE,2.244055,3.29292771230515,1.66881221721994,10.0955704076719,1.39800844156008,1.18135493496879,1.18339408435028,1.2041798080457,0.0901407179021675,0.734298184843784,0.0892226217292886,0.886112212813117,2.47373680820497,3.47012518435537,12.4285839747239,12.4425096151865,TRUE,TRUE,TRUE,TRUE
5,2,4,3,110,2504,TRUE,TRUE,FALSE,2.064045,3.57032291950584,2.49600603756898,10.0130981840608,1.15833629287609,1.28408251215146,0.902073100376793,0.99107017343919,0.145751042878009,0.753652316173961,0.126619076441444,0.850389020457147,2.45525825306502,3.71671464971052,12.9043125646148,12.7909839767859,TRUE,TRUE,TRUE,TRUE
5,2,4,4,140,2504,TRUE,TRUE,FALSE,2.29607,4.27053766221683,2.1708213767976,10.1684457145933,1.26533954087985,1.29642176557788,0.976024604397035,1.08604892389709,0.173133575632834,0.691469293762931,0.110941427890078,0.863638135002222,2.07506447552165,2.80145375869623,12.9152718388426,12.8819137596639,TRUE,TRUE,TRUE,TRUE
5,2,4,5,170,2504,TRUE,TRUE,FALSE,2.66349,5.02905839174827,2.27740147242474,10.0183769032648,1.40494218146884,1.27428016061155,1.10253790720134,1.18343991961178,0.160094447284843,0.724662934352912,0.132848183688944,0.838599213843248,2.38893190809403,3.44856772884846,13.2179942960136,13.1521495980755,TRUE,TRUE,TRUE,TRUE
5,2,5,1,50,2505,TRUE,TRUE,FALSE,1.932,11.1822045853457,2.93353477897152,10.6655185896283,2.82406068960669,2.33158475030322,1.21121940312889,0.964676306857762,-0.0266468280005752,0.782180357284975,0.126567882790221,0.821420010422398,3.93599320736784,6.2773854534548,18.9499988405158,18.1759293104056,TRUE,TRUE,TRUE,TRUE
5,2,5,2,80,2505,TRUE,TRUE,FALSE,1.89452,8.99942786053578,6.77705716900041,10.3356285609111,1.28543029284887,2.14217409278134,0.600058742742004,0.437875554058261,0.0907238543172734,0.789935068690362,0.131983744698513,0.810153567748678,1.86554408489302,4.80208789999885,19.0470631423128,17.9026854998562,TRUE,FALSE,FALSE,TRUE
5,2,5,3,110,2505,TRUE,TRUE,FALSE,2.17679,8.90011082234652,7.84303510199205,9.83483050934204,0.894430757009997,1.95000937261857,0.458680234859031,0.37833712395586,0.111481686898575,0.857441383893731,0.12161256555673,0.825421997550715,3.55598584608513,8.31875064394146,16.8498823328728,16.5826915819785,FALSE,FALSE,FALSE,TRUE
5,2,5,4,140,2505,TRUE,TRUE,FALSE,2.501345,9.46986639106618,3.02775428490002,10.586473079615,2.09040809057976,1.83916250715338,1.13660869142839,0.978635168073038,0.122810651521901,0.759744541190768,0.142779893103427,0.80454178546396,2.73637344597543,5.44773829072217,16.9157151330575,16.5949072318879,TRUE,TRUE,TRUE,TRUE
5,2,5,5,170,2505,TRUE,TRUE,FALSE,2.662895,10.2340266909958,3.00677053438352,10.7567506040347,2.10552479145785,1.83012536472953,1.1504811812545,0.994215306471617,0.11464410382496,0.769121578247089,0.123380024958827,0.815531018829217,3.02125381789432,4.76638112762603,17.0875805064041,16.8890992305832,TRUE,TRUE,TRUE,TRUE
5,2,6,1,50,2506,TRUE,TRUE,FALSE,4.160935,8.90884751788195,2.91951797023082,10.3608321648257,1.17330036626954,1.26362054737321,0.928522703044496,0.974512811242556,0.184635047814988,0.660052214539603,0.307433494670958,0.606879504862256,3.3894111439885,4.11720827790055,13.786303668628,13.6055956981759,TRUE,TRUE,TRUE,TRUE
5,2,6,2,80,2506,TRUE,TRUE,FALSE,3.2098,8.28894159738955,3.47711575228534,10.1728714826116,1.12660576693364,1.45136262047758,0.776240031979693,0.764883976071976,0.208765010467275,0.699497329561029,0.321067441755539,0.620311175224766,1.98448383713787,3.58051396191087,14.090210141432,13.7276043109419,TRUE,TRUE,TRUE,TRUE
5,2,6,3,110,2506,TRUE,TRUE,FALSE,2.845575,8.60299477744133,1.79134743150767,10.5206241806136,1.97433486674103,1.59541923787051,1.23750223131086,1.21240593140745,0.198571445426774,0.645517640297882,0.193832844905134,0.750589398891923,2.01309798566253,2.8119209182963,14.0573438730862,13.9458065074651,TRUE,TRUE,TRUE,TRUE
5,2,6,4,140,2506,TRUE,TRUE,FALSE,3.36422,9.86315278404979,2.07584347271119,10.6474722234038,1.47809803586338,1.53874150986587,0.96058891398349,1.03091047685777,0.204731192956056,0.66992275388894,0.209030155766296,0.730819393136964,2.06227006463919,2.88278556522233,13.7157723831781,13.6004843755329,TRUE,TRUE,TRUE,TRUE
5,2,6,5,170,2506,TRUE,TRUE,FALSE,2.219975,4.79988758106209,2.66948149575087,10.5402792291066,1.26530327750178,1.40943107591225,0.89774044231487,0.838457649672197,0.263686995093934,0.65063038991541,0.209639240621333,0.758191331006867,1.53962478411035,2.56713832914784,13.9179829149105,13.8103827712451,TRUE,TRUE,TRUE,TRUE
5,2,7,1,50,2507,TRUE,TRUE,FALSE,4.62182,7.6730738551584,3.06623634035855,11.0438063184842,1.41419966048212,1.07451911989917,1.31612330976002,0.906470932957668,0.0608717877873583,0.811163851139771,0.119392683678022,0.731345209928154,2.36570343357495,3.34931084738596,15.3800767099772,15.2441576933529,TRUE,TRUE,TRUE,TRUE
5,2,7,2,80,2507,TRUE,TRUE,FALSE,4.59728,9.07105137642391,2.53895316770768,10.9922362552773,1.59672520388786,1.19351786181288,1.33783100779282,0.900078345106521,0.0963134699255323,0.786597956717757,0.176075742184792,0.735284787107765,1.71523312830857,2.65475786246579,15.046246769647,15.0295446933414,TRUE,TRUE,TRUE,TRUE
5,2,7,3,110,2507,TRUE,TRUE,FALSE,4.71289,8.36050879372551,2.5788583453863,10.0836240928194,1.7110768746225,1.13094944671985,1.51295610921003,0.957562210268625,0.115022051807333,0.794743869358001,0.161417689438827,0.769039471180991,1.24043894747465,2.04201048331928,14.4962489705372,14.472659058531,FALSE,TRUE,TRUE,TRUE
5,2,7,4,140,2507,TRUE,TRUE,FALSE,4.802235,7.96476091199937,2.70284855249929,10.4100748545176,1.41339770544617,1.08955142475679,1.29722900023895,0.963552043660744,0.104041905064319,0.785264171241579,0.179110265111013,0.74251708594298,1.55015299361301,2.40391603778467,14.2302747967886,14.1672654507057,TRUE,TRUE,TRUE,TRUE
5,2,7,5,170,2507,TRUE,TRUE,FALSE,4.78028,7.13446917808486,2.50619701689765,10.25350520515,1.47249286517215,1.04168917795734,1.41356260229138,1.05743390318432,0.129418547508005,0.759785592737895,0.183841327563332,0.752272862022209,1.49863583601346,2.35708312091153,13.9438624312476,13.9081828575606,FALSE,TRUE,TRUE,TRUE
