"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
5,1,6,1,"beta0",10.2946024922497,0.198913886378828,9.87633851180095,10.3046097694382,10.6529499032506
5,1,6,1,"beta1",-0.00708369746293612,0.0128990517600685,-0.0321577663422304,-0.0071974292190657,0.0180728716728658
5,1,6,1,"beta2",0.00914493952710152,0.0129205862694,-0.0161431254152856,0.0090327497304481,0.0348551928893368
5,1,6,1,"lambda",2.45978825890077,0.267414620537491,2.0207217580217,2.42793632527641,3.09252691103349
5,1,6,1,"rho",1.24708298121754,0.130723904259283,0.985258256022388,1.24906551423485,1.50165942059649
5,1,6,1,"nu",0.372460417265992,0.0431787405471818,0.312459692640721,0.362257003890473,0.483543667528681
5,1,6,1,"gamma",0.962955200894299,0.0281301258937471,0.893846410306069,0.968653472091467,0.998489599377267
5,1,6,1,"tau.alpha",4.09379,0.575432053421436,2.9,4.15,4.95
5,1,6,1,"tau.beta",8.68542950950123,1.38100006823129,5.86598131011397,8.75906905189046,11.1539366534147
5,1,6,1,"phi.z1",NA,NA,NA,NA,NA
5,1,6,1,"phi.z2",NA,NA,NA,NA,NA
5,1,6,1,"phi.tau1",NA,NA,NA,NA,NA
5,1,6,1,"phi.tau2",NA,NA,NA,NA,NA
5,1,6,1,"phi.w1",NA,NA,NA,NA,NA
5,1,6,1,"phi.w2",NA,NA,NA,NA,NA
5,1,6,2,"beta0",10.4448131063929,0.160397643222209,10.1195796533271,10.4488247299729,10.745717275231
5,1,6,2,"beta1",-0.00525696984754661,0.0110803136174929,-0.0269534484676654,-0.0052812806009013,0.0160844700280282
5,1,6,2,"beta2",0.00861240411890745,0.0108661584706256,-0.0126059068657968,0.00872954482649096,0.0302046829487564
5,1,6,2,"lambda",2.10025166052637,0.193165507204281,1.74957968067328,2.08790384904853,2.5044591759717
5,1,6,2,"rho",1.18157159406101,0.0923442382987479,1.0122972191202,1.18479986745053,1.36961950783928
5,1,6,2,"nu",0.387820580102851,0.0361778569299002,0.334624394666471,0.381093066705526,0.466370672131985
5,1,6,2,"gamma",0.960562202862383,0.0253522626314328,0.909371351854016,0.964454440241922,0.998322769141088
5,1,6,2,"tau.alpha",3.16505,0.485370019578456,2.29875,3.15,4.15
5,1,6,2,"tau.beta",8.20848823544046,1.38645379465483,5.67932326985435,8.14591944252486,11.1336277667585
5,1,6,2,"phi.z1",NA,NA,NA,NA,NA
5,1,6,2,"phi.z2",NA,NA,NA,NA,NA
5,1,6,2,"phi.tau1",NA,NA,NA,NA,NA
5,1,6,2,"phi.tau2",NA,NA,NA,NA,NA
5,1,6,2,"phi.w1",NA,NA,NA,NA,NA
5,1,6,2,"phi.w2",NA,NA,NA,NA,NA
5,1,6,3,"beta0",10.6278380971213,0.142932964564894,10.3402039433678,10.6282900944498,10.9026791524274
5,1,6,3,"beta1",-0.0110843050857258,0.0102852913700007,-0.0314071020535546,-0.0111269607786646,0.00939447577752051
5,1,6,3,"beta2",0.00131945806930605,0.0102054401109609,-0.0184876874469212,0.00138740541912796,0.0212867015299587
5,1,6,3,"lambda",1.89715705837454,0.150893026591285,1.62711696313315,1.88870371574081,2.2097455118231
5,1,6,3,"rho",1.22164472247295,0.0788864997004247,1.06889720393246,1.22093346021551,1.37942037831439
5,1,6,3,"nu",0.377865154585765,0.0291045659013167,0.335180350191139,0.373857164862829,0.450793859673389
5,1,6,3,"gamma",0.967153822187019,0.0210603024533116,0.918578506012495,0.969717961478928,0.99828197951164
5,1,6,3,"tau.alpha",2.82514,0.362292155532791,2.15,2.8,3.55
5,1,6,3,"tau.beta",8.49540381249246,1.19674376162956,6.33778492149882,8.42637118935286,10.9951821025592
5,1,6,3,"phi.z1",NA,NA,NA,NA,NA
5,1,6,3,"phi.z2",NA,NA,NA,NA,NA
5,1,6,3,"phi.tau1",NA,NA,NA,NA,NA
5,1,6,3,"phi.tau2",NA,NA,NA,NA,NA
5,1,6,3,"phi.w1",NA,NA,NA,NA,NA
5,1,6,3,"phi.w2",NA,NA,NA,NA,NA
5,1,6,4,"beta0",10.677780151318,0.126084306589316,10.4208439231861,10.6812116261248,10.9147926109962
5,1,6,4,"beta1",-0.00785646593922121,0.00911390600063747,-0.025821846052385,-0.00780548198743824,0.010055719390851
5,1,6,4,"beta2",-0.00125861430910066,0.00906864929543998,-0.0190778472835689,-0.0012883858496199,0.0162140203866929
5,1,6,4,"lambda",1.78543562971187,0.126849654524529,1.5518969528886,1.77829687994939,2.05554286045724
5,1,6,4,"rho",1.22696260201916,0.0764472880309481,1.08352616404911,1.22462351232702,1.37550960984807
5,1,6,4,"nu",0.390876955868724,0.0311605933801073,0.338991513790312,0.387866102557503,0.458905541402001
5,1,6,4,"gamma",0.953706333723295,0.0222951501383261,0.909334018622998,0.954712328146207,0.995250100039533
5,1,6,4,"tau.alpha",3.339055,0.393004328494257,2.65,3.3,4.15
5,1,6,4,"tau.beta",9.81691162782805,1.25176174056401,7.54416997854257,9.75093749087166,12.436210789717
5,1,6,4,"phi.z1",NA,NA,NA,NA,NA
5,1,6,4,"phi.z2",NA,NA,NA,NA,NA
5,1,6,4,"phi.tau1",NA,NA,NA,NA,NA
5,1,6,4,"phi.tau2",NA,NA,NA,NA,NA
5,1,6,4,"phi.w1",NA,NA,NA,NA,NA
5,1,6,4,"phi.w2",NA,NA,NA,NA,NA
5,1,6,5,"beta0",10.7076082179116,0.113295354934749,10.4712193185283,10.7107808190294,10.9197531660692
5,1,6,5,"beta1",-0.00151179147591984,0.00701959898569498,-0.0153062486790306,-0.00143002317012264,0.0121763531221556
5,1,6,5,"beta2",-0.00283834592098156,0.00703045519761677,-0.0164610394015133,-0.00291241659274922,0.0112953051266698
5,1,6,5,"lambda",2.38516383837107,0.150365656580238,2.11329032056007,2.38003212101733,2.70087170452005
5,1,6,5,"rho",1.21059928719385,0.0956910568081162,1.02388432332288,1.20895470243813,1.39836635218833
5,1,6,5,"nu",0.410014392286253,0.0442406856333024,0.341903934596165,0.403821974193342,0.508147592333441
5,1,6,5,"gamma",0.943128138803619,0.0275319851100466,0.891635815044525,0.944550105244947,0.99218676949035
5,1,6,5,"tau.alpha",2.22349,0.231816940298549,1.8,2.2,2.7
5,1,6,5,"tau.beta",4.84359018404032,0.573690341802267,3.7967219085525,4.82186054644105,6.04026045979026
5,1,6,5,"phi.z1",NA,NA,NA,NA,NA
5,1,6,5,"phi.z2",NA,NA,NA,NA,NA
5,1,6,5,"phi.tau1",NA,NA,NA,NA,NA
5,1,6,5,"phi.tau2",NA,NA,NA,NA,NA
5,1,6,5,"phi.w1",NA,NA,NA,NA,NA
5,1,6,5,"phi.w2",NA,NA,NA,NA,NA
