"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
5,2,5,1,"beta0",10.6655185896283,1.08554067214585,8.03493034103995,10.8584707544881,12.1932515838002
5,2,5,1,"beta1",-0.0215456819024772,0.0212819518701585,-0.0630791709695102,-0.0217451377973075,0.0198573418077916
5,2,5,1,"beta2",-0.000833683186561904,0.0210642344331937,-0.0420351982350048,-0.000603599267873499,0.0402978170253218
5,2,5,1,"lambda",2.93353477897152,1.02652286037807,1.73319898327507,2.58170125186672,5.11678460972139
5,2,5,1,"rho",0.964250193757537,0.10356083817161,0.788638428588683,0.963919565206527,1.17584207787394
5,2,5,1,"nu",0.530785856694675,0.0769892702047854,0.396666793868737,0.522554048020242,0.68859663392047
5,2,5,1,"gamma",0.903448157251554,0.0321001542691544,0.845606597096564,0.903210538337293,0.970964677993128
5,2,5,1,"tau.alpha",1.932,0.352099982163794,1.3,1.9,2.7
5,2,5,1,"tau.beta",11.1822045853457,2.32088637232314,6.95660404171763,11.0616787742592,16.1581598088847
5,2,5,1,"phi.z1",-0.0266468280005752,0.110816767699438,-0.226867468400096,-0.011990075824739,0.169040339756122
5,2,5,1,"phi.z2",0.782180357284975,0.0758376241927292,0.617651323710477,0.783419280586064,0.920014192279544
5,2,5,1,"phi.tau1",0.126567882790221,0.0982432429613015,-0.0487018007890489,0.129441730280754,0.311571198497817
5,2,5,1,"phi.tau2",0.821420010422398,0.0871813026077835,0.632730157019337,0.830262526310895,0.944306445341836
5,2,5,1,"phi.w1",0,0,0,0,0
5,2,5,1,"phi.w2",0,0,0,0,0
5,2,5,2,"beta0",10.3356285609111,0.918495285306399,8.38469414424908,10.4130926578501,11.8842707363171
5,2,5,2,"beta1",-0.00973017981811836,0.0145425481694141,-0.0384076982661045,-0.00978301218419439,0.018973443052978
5,2,5,2,"beta2",-0.00406579889590597,0.0143371612934843,-0.0322328238176194,-0.00403807737849857,0.0242339502907195
5,2,5,2,"lambda",6.77705716900041,2.69647647765664,3.35269346702837,6.46289848632655,12.0724801707181
5,2,5,2,"rho",0.945690621151453,0.0862963634641586,0.788689112763546,0.941377581370985,1.13414856003228
5,2,5,2,"nu",0.528254514311787,0.065342988749435,0.410574642287199,0.527230730547889,0.661605926136326
5,2,5,2,"gamma",0.901208354443691,0.0266396507829759,0.85558250919022,0.898970805741569,0.957440963226756
5,2,5,2,"tau.alpha",1.89452,0.270114356850164,1.4,1.9,2.45
5,2,5,2,"tau.beta",8.99942786053578,1.47528538022486,6.36473595482315,8.93209487381222,12.1360915558319
5,2,5,2,"phi.z1",0.0907238543172734,0.145613018530811,-0.262763045127107,0.147062534663071,0.260056554608538
5,2,5,2,"phi.z2",0.789935068690362,0.0569373981500393,0.654454114448285,0.796496787666132,0.880741272868453
5,2,5,2,"phi.tau1",0.131983744698513,0.0660535424452393,0.00568317968223784,0.132340822075333,0.255411943484073
5,2,5,2,"phi.tau2",0.810153567748678,0.0626497544910982,0.69099826235096,0.813217919940458,0.915053713283672
5,2,5,2,"phi.w1",0,0,0,0,0
5,2,5,2,"phi.w2",0,0,0,0,0
5,2,5,3,"beta0",9.83483050934204,0.734029943197162,8.16442478192478,9.98652055574349,10.9165310637757
5,2,5,3,"beta1",-0.00338328098361481,0.0115125771788964,-0.0261228651259309,-0.00333896676233421,0.0189368279804569
5,2,5,3,"beta2",-0.0100958697678779,0.0113659215182021,-0.0322175247311375,-0.0100939619584047,0.0126088106439086
