"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
7,1,4,1,"beta0",10.2147341328196,0.130483135497057,9.94734093185637,10.2162661710724,10.4665367803968
7,1,4,1,"beta1",0.00952366878780869,0.0110609697802461,-0.012178202949492,0.00948823552515756,0.0315631536859794
7,1,4,1,"beta2",0.0104066051183256,0.0110746053926933,-0.0114595063636476,0.0102443776451385,0.0322811183395554
7,1,4,1,"lambda",1.35656832415844,0.161627779394866,1.08598002252444,1.34381852927158,1.7045309441024
7,1,4,1,"rho",1.10597347662407,0.106774215356987,0.908650377601782,1.10245236304584,1.32596155416586
7,1,4,1,"nu",0.407741546222132,0.0531376940566695,0.333986617784374,0.396802260784779,0.529907363289399
7,1,4,1,"gamma",0.946372588994676,0.0353492057738524,0.869510110239418,0.951445078640732,0.997581463524151
7,1,4,1,"tau.alpha",4.54279,0.389068957082593,3.6,4.65,5
7,1,4,1,"tau.beta",7.71838713028538,0.862751221262927,5.86108998262529,7.77585482757,9.29545718183968
7,1,4,1,"phi.z1",NA,NA,NA,NA,NA
7,1,4,1,"phi.z2",NA,NA,NA,NA,NA
7,1,4,1,"phi.tau1",NA,NA,NA,NA,NA
7,1,4,1,"phi.tau2",NA,NA,NA,NA,NA
7,1,4,1,"phi.w1",NA,NA,NA,NA,NA
7,1,4,1,"phi.w2",NA,NA,NA,NA,NA
7,1,4,2,"beta0",10.2228266085911,0.112403317959628,9.99459191845019,10.225337418639,10.4361611475967
7,1,4,2,"beta1",0.0108155753094379,0.00929836434703128,-0.0074327559384916,0.0109663289066979,0.0287794220463232
7,1,4,2,"beta2",-0.00219371427947961,0.00920954146227038,-0.0203194245607098,-0.00215912976440139,0.0159812111379309
7,1,4,2,"lambda",1.301671197429,0.11931964534311,1.08794345786082,1.29513849866111,1.55427561391616
7,1,4,2,"rho",1.09587652776005,0.0931081349416984,0.928722581250079,1.09013471037116,1.29275247711405
7,1,4,2,"nu",0.43083754841511,0.0495167944844516,0.344812867790908,0.430640426692529,0.528218116563379
7,1,4,2,"gamma",0.936351282119803,0.0305470967146816,0.884024569591599,0.933569099523434,0.994836676302851
7,1,4,2,"tau.alpha",4.73295,0.257935942813443,4.05,4.8,5
7,1,4,2,"tau.beta",9.07538503435745,0.709829803099842,7.5375506159302,9.12347217143436,10.3529092538462
7,1,4,2,"phi.z1",NA,NA,NA,NA,NA
7,1,4,2,"phi.z2",NA,NA,NA,NA,NA
7,1,4,2,"phi.tau1",NA,NA,NA,NA,NA
7,1,4,2,"phi.tau2",NA,NA,NA,NA,NA
7,1,4,2,"phi.w1",NA,NA,NA,NA,NA
7,1,4,2,"phi.w2",NA,NA,NA,NA,NA
7,1,4,3,"beta0",10.0881132405529,0.0878429550071489,9.91199776110956,10.0901009539345,10.2551729455703
7,1,4,3,"beta1",0.0096789820631824,0.00761550788050885,-0.0053799132665153,0.00965649992359947,0.0244393927763285
7,1,4,3,"beta2",-0.00276256287453291,0.00763769129424535,-0.0176996827182771,-0.00279636352791247,0.0124250302434465
7,1,4,3,"lambda",1.21179173085077,0.096965327597985,1.03361887568118,1.20861458999467,1.41340882881107
7,1,4,3,"rho",1.14770613141266,0.0784001104713955,0.991296688717016,1.14571133462813,1.30638374566794
7,1,4,3,"nu",0.403339681936776,0.0364934282238535,0.349701989120248,0.399644945462775,0.50128689970699
7,1,4,3,"gamma",0.957034124605315,0.0241495155128603,0.902215372369634,0.958126872046826,0.996159836710954
7,1,4,3,"tau.alpha",4.79357,0.207902567198543,4.25,4.85,5
7,1,4,3,"tau.beta",8.31964430683904,0.539349322828283,7.15696365394746,8.35032753259047,9.29547822742834
7,1,4,3,"phi.z1",NA,NA,NA,NA,NA
7,1,4,3,"phi.z2",NA,NA,NA,NA,NA
7,1,4,3,"phi.tau1",NA,NA,NA,NA,NA
7,1,4,3,"phi.tau2",NA,NA,NA,NA,NA
7,1,4,3,"phi.w1",NA,NA,NA,NA,NA
7,1,4,3,"phi.w2",NA,NA,NA,NA,NA
7,1,4,4,"beta0",10.1055768102062,0.0839289165416794,9.93622358294496,10.106256284586,10.265820376727
7,1,4,4,"beta1",0.00147825535102856,0.0067822896652217,-0.0117458447815791,0.00147597878554447,0.0149246101091922
7,1,4,4,"beta2",0.0028169772593952,0.00661202245380954,-0.0100166730316415,0.00279846322768806,0.0157661306710281
7,1,4,4,"lambda",1.27312722019791,0.095671027391799,1.09411514788964,1.26874251154264,1.47952545427857
7,1,4,4,"rho",1.15196843253685,0.0681455900350197,1.01680932716257,1.15331200993504,1.28195790287333
7,1,4,4,"nu",0.401421653571348,0.0308222743266868,0.353014134929366,0.397671656074351,0.468834448315314
7,1,4,4,"gamma",0.959922824920803,0.020800653277051,0.91836162878145,0.960805422083557,0.996168033266648
7,1,4,4,"tau.alpha",4.85753,0.154182282761774,4.45,4.9,5
7,1,4,4,"tau.beta",8.30467493371268,0.431942132865001,7.40227423525359,8.31930446886814,9.10762491808366
7,1,4,4,"phi.z1",NA,NA,NA,NA,NA
7,1,4,4,"phi.z2",NA,NA,NA,NA,NA
7,1,4,4,"phi.tau1",NA,NA,NA,NA,NA
7,1,4,4,"phi.tau2",NA,NA,NA,NA,NA
7,1,4,4,"phi.w1",NA,NA,NA,NA,NA
7,1,4,4,"phi.w2",NA,NA,NA,NA,NA
7,1,4,5,"beta0",10.0722118134533,0.0740312385881789,9.92437439376616,10.0745751606335,10.2143674310529
7,1,4,5,"beta1",0.00308789065394975,0.00608735281389768,-0.00879530163114867,0.0031035479667738,0.0150133627688904
7,1,4,5,"beta2",0.0018058989637458,0.00607072617069319,-0.00987155928233954,0.00175839253633092,0.0139017885664276
7,1,4,5,"lambda",1.23514099829186,0.0786023437715344,1.08954614909887,1.23146263759142,1.39660741380703
7,1,4,5,"rho",1.1354383858394,0.0746859931441102,0.985035935323724,1.1375668901089,1.27067723408089
7,1,4,5,"nu",0.40974069356997,0.0376788456771838,0.353295123693734,0.407085030667522,0.492210990577958
7,1,4,5,"gamma",0.954655483924041,0.0241030468099375,0.908106152388197,0.953861395141718,0.995785047132354
7,1,4,5,"tau.alpha",4.89312,0.122949897388029,4.55,4.95,5
7,1,4,5,"tau.beta",8.4294707939067,0.384873987869901,7.63986482055105,8.44304631574235,9.15639499250844
7,1,4,5,"phi.z1",NA,NA,NA,NA,NA
7,1,4,5,"phi.z2",NA,NA,NA,NA,NA
7,1,4,5,"phi.tau1",NA,NA,NA,NA,NA
7,1,4,5,"phi.tau2",NA,NA,NA,NA,NA
7,1,4,5,"phi.w1",NA,NA,NA,NA,NA
7,1,4,5,"phi.w2",NA,NA,NA,NA,NA
