"setting","method","dataset","block","param","mean","sd","q025","q50","q975"
5,4,5,1,"beta0",11.7004851194435,0.351774949713179,10.9881935773737,11.7073670262188,12.3656988100041
5,4,5,1,"beta1",-0.0201193430441425,0.0208594969634445,-0.0608963987200629,-0.0200170553361174,0.021221606003165
5,4,5,1,"beta2",-0.00148841822843856,0.0207641034420192,-0.043267414070728,-0.00114371387717552,0.0387164476800189
5,4,5,1,"lambda",2.77314380292444,0.285415949382609,2.25098655149692,2.74948392399802,3.36416759414278
5,4,5,1,"rho",0.976433333369159,0.108635589105577,0.765125580033095,0.973201929383205,1.19927738880762
5,4,5,1,"nu",0.51892857945541,0.0817038053707467,0.385037570857152,0.505763281454703,0.703546529614024
5,4,5,1,"gamma",0.906964575943607,0.033240428652724,0.844545992070362,0.90650652831769,0.974870954075154
5,4,5,1,"tau.alpha",1.94212,0.36074564355226,1.3,1.9,2.75
5,4,5,1,"tau.beta",11.1768764876995,2.36973222436576,6.97969102556995,11.0100267105018,16.3327549684283
5,4,5,1,"phi.z1",-0.14815180534547,0.191535314044826,-0.511946971248403,-0.152085370956702,0.248969139062722
5,4,5,1,"phi.z2",NA,NA,NA,NA,NA
5,4,5,1,"phi.tau1",0.782393484698729,0.0729964067873572,0.608763648495489,0.79203749400484,0.893208307025414
5,4,5,1,"phi.tau2",NA,NA,NA,NA,NA
5,4,5,1,"phi.w1",0,0,0,0,0
5,4,5,1,"phi.w2",NA,NA,NA,NA,NA
5,4,5,2,"beta0",11.8763512219573,0.245235987752784,11.3787103628479,11.8824029031387,12.3401309301369
5,4,5,2,"beta1",-0.00910579656816618,0.0147977444185516,-0.0380177562870909,-0.00937349007447543,0.020368780430475
5,4,5,2,"beta2",-0.00422100361939493,0.014684811305264,-0.0331142734757711,-0.00416477397653094,0.0242629925105107
5,4,5,2,"lambda",2.68993478706576,0.251357617104118,2.24175064649435,2.66756575824027,3.20766010585953
5,4,5,2,"rho",0.981525647027272,0.0895889407819446,0.810625520750372,0.979582494008751,1.16180572353142
5,4,5,2,"nu",0.510465851122309,0.0631143371022118,0.406991966277887,0.500944165311207,0.657780974595947
5,4,5,2,"gamma",0.908352294610287,0.0264788100243023,0.85871439264717,0.908490162472105,0.960515706920497
5,4,5,2,"tau.alpha",1.89435,0.273962740273757,1.4,1.9,2.45
5,4,5,2,"tau.beta",9.11059383898461,1.52445391176767,6.36727622180636,9.04098621419471,12.349181857489
5,4,5,2,"phi.z1",-0.108817087391498,0.16922823465424,-0.43118173689773,-0.107115038996684,0.226532994480099
5,4,5,2,"phi.z2",NA,NA,NA,NA,NA
5,4,5,2,"phi.tau1",0.750527002037423,0.0593943662246989,0.6148512082412,0.756585078822198,0.849120901069013
5,4,5,2,"phi.tau2",NA,NA,NA,NA,NA
5,4,5,2,"phi.w1",0,0,0,0,0
5,4,5,2,"phi.w2",NA,NA,NA,NA,NA
5,4,5,3,"beta0",11.0336003077982,0.19955996114925,10.608106920097,11.0424423141782,11.3969750745321
5,4,5,3,"beta1",-0.00194323999333156,0.0118321884207706,-0.0250503309089346,-0.00198772989569834,0.0215273652107887
5,4,5,3,"beta2",-0.0102576317081279,0.0116211913492582,-0.0331263748911669,-0.0102320324163408,0.0122969550456039
5,4,5,3,"lambda",2.49020673422636,0.17597729229182,2.12046892584047,2.49939160374244,2.8392371922805
5,4,5,3,"rho",0.998846434948471,0.0772900814526485,0.860967790236116,0.99243927566126,1.15094768257142
5,4,5,3,"nu",0.502757087635616,0.0518144553598007,0.412164061654238,0.500582093085497,0.605689527462279
5,4,5,3,"gamma",0.907772640579051,0.0229782323793615,0.86667296197921,0.906283211094551,0.953976497305687
5,4,5,3,"tau.alpha",2.167325,0.273455795663976,1.65,2.15,2.75
