"quantile","relative_brier","log_relative_brier","panel","method_id","mrts_k","line_label"
0.99,0.978628412895712,-0.0216032663204037,"method 2-5",4,NA,"Skew-t, K=5"
0.995,0.977433803667676,-0.0228247094487897,"method 2-5",4,NA,"Skew-t, K=5"
0.9,1.02965551325355,0.0292242931477199,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.91,1.03024783729468,0.0297993920301973,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.92,1.03351287617341,0.032963558865568,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.93,1.03956873143914,0.0388059458406916,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.94,1.04996522161623,0.0487570413506232,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.95,1.05454448267973,0.0531089037167201,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.96,1.06643020455126,0.064316813329013,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.97,1.07639044140301,0.0736132596779084,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.98,1.10256925925671,0.0976431465532536,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.99,1.11938754918473,0.112781704655299,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.995,1.14370064344305,0.134269183402628,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.9,0.976608741313601,-0.0236691766332166,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.91,0.977067834436683,-0.0231991979916841,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.92,0.977927972489788,-0.0223192594204026,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.93,0.977507753656519,-0.0227490550246447,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.94,0.980666465529067,-0.0195228715918078,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.95,0.980906655339064,-0.0192779765036333,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.96,0.980401074067862,-0.0197935317883248,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.97,0.973249846851326,-0.0271144498495846,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.98,0.969340053634204,-0.0311397961107548,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.99,0.959643542063564,-0.0411933738234665,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.995,0.955671744693411,-0.0453407881848196,"method 2-5 + mrts (K=20)",2,20,"Skew-t, K=1 + mrts(k=20)"
0.9,0.987922910869159,-0.0121506097144856,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.91,0.987676957313598,-0.0123996009811815,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.92,0.987833104776375,-0.0122415177943652,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.93,0.988478208802459,-0.0115886813261798,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.94,0.988791833610422,-0.011271451201952,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.95,0.987799925981597,-0.0122751058081958,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.96,0.987772831114006,-0.0123025356940303,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.97,0.984380614414969,-0.0157426534517373,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.98,0.983007982548041,-0.0171380382697318,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.99,0.97087288080439,-0.0295597350134576,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.995,0.967013838948531,-0.0335424724124975,"method 2-5 + mrts (K=20)",3,20,"t, K=1, q(0.80) + mrts(k=20)"
0.9,0.986227547440436,-0.0138681726675698,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.91,0.987066003348361,-0.013018369091159,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.92,0.989159665040331,-0.0108995194994808,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.93,0.989157119422478,-0.010902093018417,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.94,0.991599265273192,-0.00843621977217115,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.95,0.992629908476201,-0.00739738483381633,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.96,0.992330191352716,-0.00769937289472386,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.97,0.991029646305428,-0.00901082955427404,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.98,0.995215261390063,-0.0047962221167485,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.99,0.979310114368734,-0.0209069201470425,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.995,0.977864285402995,-0.0223843860580179,"method 2-5 + mrts (K=20)",4,20,"Skew-t, K=5 + mrts(k=20)"
0.9,1.05744908239738,0.0558594817458869,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.91,1.06061498501094,0.0588489144264178,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.92,1.06124571763561,0.0594434234273764,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.93,1.06835961209424,0.0661243993061273,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.94,1.07248932280589,0.0699824163447348,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.95,1.08229452726107,0.0790833497239684,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.96,1.10284920575071,0.097897018097305,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.97,1.12881269001762,0.121166363535818,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.98,1.16148501654951,0.149699373058602,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.99,1.14326370316207,0.13388706963077,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
0.995,1.11977472510152,0.11312752677377,"method 2-5 + mrts (K=20)",5,20,"t, K=5, q(0.80) + mrts(k=20)"
