"quantile","baseline_setting","proposed_setting","baseline_rel_brier","proposed_rel_brier","delta_rel_brier","baseline_rel_quant","proposed_rel_quant","delta_rel_quant","method","knots","thresh","CMAQ","TS","proposed_is_ar2","proposed_is_mrts","proposed_lane"
0.97,63,113,1.00340709356958,0.994255268979811,-0.00915182458977259,0.997195488977577,0.992265684576001,-0.00492980440157631,"skew-t",8,0,"yes","yes",TRUE,FALSE,"ar2"
0.98,63,113,0.994019653577354,0.988490541966125,-0.00552911161122938,0.994254095468733,0.987919406762523,-0.00633468870621046,"skew-t",8,0,"yes","yes",TRUE,FALSE,"ar2"
0.99,63,113,0.973120163662793,0.968213460473185,-0.00490670318960873,0.983884900170614,0.976004614728247,-0.00788028544236752,"skew-t",8,0,"yes","yes",TRUE,FALSE,"ar2"
0.995,63,113,0.979425444360648,0.975419365881622,-0.00400607847902623,0.95966153702056,0.951466987643208,-0.00819454937735165,"skew-t",8,0,"yes","yes",TRUE,FALSE,"ar2"
0.9,64,114,0.998618469818173,0.993201334208975,-0.0054171356091971,0.999651054030101,0.999392911217319,-0.00025814281278258,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.91,64,114,1.00035298267041,0.994643596174951,-0.00570938649546282,0.999698270655989,0.999221193088114,-0.000477077567874851,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.92,64,114,1.00081796833135,0.993513222556305,-0.0073047457750407,0.999667164119995,0.998869667269463,-0.000797496850532542,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.93,64,114,0.999625094422029,0.991813253239588,-0.00781184118244094,0.999756250769743,0.998640061178806,-0.00111618959093629,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.94,64,114,0.999106418415781,0.989289276314719,-0.00981714210106222,0.998887826174318,0.997990247584349,-0.000897578589968751,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.95,64,114,0.997286460705408,0.989711302538062,-0.00757515816734666,0.997822040288849,0.996669093136595,-0.00115294715225378,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.96,64,114,0.991245829519745,0.988090826272859,-0.00315500324688567,0.996298680822987,0.994319979540985,-0.00197870128200217,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.97,64,114,0.989610926645999,0.988266029620166,-0.00134489702583296,0.993737337918498,0.991443093375092,-0.00229424454340554,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.98,64,114,0.981818442879294,0.979696745949406,-0.0021216969298874,0.990388023176829,0.988099557930309,-0.00228846524651993,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.99,64,114,0.960813352715024,0.964842672086145,0.0040293193711215,0.976908388499789,0.973552412160801,-0.00335597633898765,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.995,64,114,0.974330684510614,0.970648621617737,-0.00368206289287687,0.949367637195623,0.942789565373732,-0.0065780718218913,"skew-t",8,50,"yes","yes",TRUE,FALSE,"ar2"
0.9,65,115,1.08062328940305,1.08619633238027,0.00557304297722161,1.02280861887133,1.02509300603421,0.0022843871628826,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.91,65,115,1.06605783021983,1.07332030865459,0.0072624784347548,1.02129389556882,1.02375058861036,0.00245669304153751,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.92,65,115,1.049457183659,1.0579993786415,0.00854219498250353,1.01987921489552,1.0223615004848,0.00248228558928565,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.93,65,115,1.02908574856898,1.03723273950802,0.00814699093904259,1.01867431926565,1.0212948409173,0.00262052165164994,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.94,65,115,1.01494208613858,1.02229653229233,0.00735444615374448,1.01775624624347,1.02023605099745,0.00247980475398935,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.95,65,115,1.00639481053258,1.01193894131073,0.00554413077814586,1.01561391440088,1.01796975542649,0.00235584102560704,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.96,65,115,0.998038497217728,1.002946056046,0.0049075588282691,1.01229286790264,1.01525321421267,0.00296034631003494,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.97,65,115,1.00198708749543,1.00414149811833,0.00215441062289989,1.00883044529676,1.01216967698962,0.00333923169286532,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.98,65,115,0.980935612366239,0.98594922416296,0.005013611796721,1.00385394687243,1.00696870567162,0.00311475879918821,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.99,65,115,0.957230608489001,0.953981259557619,-0.00324934893138218,0.989743275972474,0.994996824589871,0.00525354861739691,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.995,65,115,0.959832806781298,0.961106761666724,0.00127395488542614,0.95882048668618,0.966209696531543,0.00738920984536273,"t",8,75,"yes","yes",TRUE,FALSE,"ar2"
0.9,66,116,1.0028721441152,0.998848490578708,-0.00402365353649292,0.999445589375624,0.999699354727529,0.000253765351905022,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.91,66,116,1.00389168417206,1.00064140270333,-0.0032502814687243,0.999553837640602,0.999590563021869,3.67253812668666e-05,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.92,66,116,1.00236327739729,0.999185327602351,-0.00317794979494035,0.999542000208834,0.999546511688162,4.51147932833962e-06,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.93,66,116,1.00422039554307,1.00174715673659,-0.00247323880647743,0.999594176821282,0.999476067708721,-0.000118109112560272,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.94,66,116,1.00147360438254,0.99950095721791,-0.0019726471646262,0.999171049483021,0.998907724348024,-0.000263325134996828,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.95,66,116,0.999735496706668,0.994787802397671,-0.00494769430899722,0.997715608315316,0.997737245295961,2.16369806451677e-05,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.96,66,116,0.999035412513463,0.990482068186252,-0.00855334432721144,0.996039766006617,0.996346956084535,0.000307190077918906,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.97,66,116,0.993370870961489,0.9867588521527,-0.00661201880878892,0.993595050804482,0.994143164230513,0.00054811342603045,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.98,66,116,0.987908620695086,0.980039978466676,-0.00786864222840955,0.99041451479293,0.990500207204367,8.56924114365221e-05,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.99,66,116,0.960471453263154,0.963095465855978,0.0026240125928243,0.979345910123901,0.978399137244867,-0.000946772879034108,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.995,66,116,0.971878956900856,0.968183011556614,-0.003695945344242,0.955807591189862,0.954321552819121,-0.00148603837074113,"skew-t",9,0,"yes","yes",TRUE,FALSE,"ar2"
0.9,67,117,0.997333466256787,1.00012094387612,0.00278747761933329,0.999499421420899,0.999308608666811,-0.000190812754088054,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.91,67,117,0.997259927068772,1.00012821423784,0.00286828716906407,0.999393690837705,0.999164403169096,-0.000229287668609079,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.92,67,117,0.996150669666736,0.99789325687288,0.00174258720614406,0.998959052085296,0.998842754338385,-0.000116297746910909,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.93,67,117,0.993891572049056,0.998713568696063,0.00482199664700722,0.998706042738828,0.998803507850169,9.74651113407887e-05,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.94,67,117,0.991884423672068,0.996563430462454,0.0046790067903868,0.998008186987932,0.998245161993581,0.000236975005649009,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.95,67,117,0.989472055701235,0.99491328683963,0.0054412311383949,0.996819261958348,0.996986382325962,0.000167120367614348,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.96,67,117,0.985840812293675,0.991413605774916,0.0055727934812404,0.9949291950071,0.995231070186264,0.00030187517916358,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.97,67,117,0.983404948548925,0.990199300901578,0.00679435235265247,0.991650398857506,0.993025340280427,0.00137494142292105,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.98,67,117,0.975156526714948,0.984001923312377,0.00884539659742911,0.988025363180897,0.990487903717314,0.00246254053641681,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.99,67,117,0.95962988284462,0.963221141620626,0.0035912587760063,0.973176996561271,0.978160052668765,0.0049830561074945,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.995,67,117,0.965992006881173,0.973038205701226,0.00704619882005308,0.943780050828898,0.949796365106597,0.00601631427769944,"skew-t",9,50,"yes","yes",TRUE,FALSE,"ar2"
0.9,68,118,1.08675385847764,1.08578524006523,-0.000968618412406919,1.02510795672406,1.02550210073425,0.000394144010189779,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.91,68,118,1.07288612854586,1.07131223851071,-0.00157389003514674,1.02342730935274,1.02383947681463,0.000412167461890434,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.92,68,118,1.05545468269871,1.05598557740686,0.000530894708153262,1.02202854862487,1.02190506325194,-0.000123485372928389,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.93,68,118,1.03482809263964,1.03634283469977,0.00151474206012892,1.02084263216094,1.02056244006576,-0.000280192095175602,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.94,68,118,1.02124198831479,1.02139795728072,0.000155968965931619,1.01963674477289,1.01926588136503,-0.000370863407858302,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.95,68,118,1.0092217014775,1.01020260321945,0.000980901741955309,1.01696932837509,1.01642112893621,-0.000548199438874075,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.96,68,118,0.99892285347364,1.00136526150437,0.00244240803072737,1.01341964316423,1.01295707253519,-0.000462570629044201,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.97,68,118,0.998539179964572,1.003990355059,0.00545117509442317,1.0094268516073,1.00908724270608,-0.000339608901213984,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.98,68,118,0.978005898447249,0.983811620412878,0.00580572196562879,1.00394128068268,1.00464979194461,0.0007085112619305,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.99,68,118,0.946636327446131,0.951885743874313,0.00524941642818233,0.989361754383355,0.991187694154771,0.00182593977141565,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.995,68,118,0.955641233668561,0.956725265120085,0.00108403145152336,0.959711668163306,0.962651494743441,0.00293982658013592,"t",9,75,"yes","yes",TRUE,FALSE,"ar2"
0.9,69,119,0.995225333861176,0.995436970130494,0.000211636269317417,1.00006309885232,0.998562938422052,-0.00150016043026491,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.91,69,119,0.997336553097941,0.996207639332275,-0.00112891376566671,1.00010612330817,0.998633097258929,-0.0014730260492396,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.92,69,119,0.995255161481747,0.99491520259642,-0.000339958885327341,1.00026117209676,0.998588714787766,-0.00167245730899801,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.93,69,119,0.997395720339034,0.998773259542656,0.00137753920362249,1.00038441017026,0.99842345471157,-0.00196095545868613,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.94,69,119,0.996383762622287,0.997053852654997,0.000670090032709902,0.999816451333448,0.99756337742684,-0.00225307390660812,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.95,69,119,0.995854024670964,0.995287581372335,-0.000566443298629205,0.998565843445646,0.995718143734619,-0.0028476997110265,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.96,69,119,0.997190359712676,0.996101550483933,-0.00108880922874333,0.99681399996401,0.993516536691379,-0.00329746327263114,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.97,69,119,0.995087268260092,0.994788643766333,-0.000298624493759392,0.994820146967359,0.990847792606691,-0.0039723543606679,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.98,69,119,0.989438442130483,0.987194967566347,-0.00224347456413609,0.991415297066906,0.98613822609525,-0.00527707097165575,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.99,69,119,0.964787181493438,0.961746181298333,-0.003041000195105,0.981280827130556,0.973854226972028,-0.00742660015852836,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.995,69,119,0.969365188419647,0.97430268220194,0.00493749378229325,0.961167147352818,0.951319010092609,-0.00984813726020828,"skew-t",10,0,"yes","yes",TRUE,FALSE,"ar2"
0.9,70,120,1.00120366386976,0.998709926323975,-0.00249373754578275,1.00032302098708,0.999626861312125,-0.000696159674958508,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.91,70,120,1.00157657579891,0.998364045222625,-0.0032125305762839,1.00030770243384,0.999561860862807,-0.000745841571031303,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.92,70,120,0.999625746685433,0.994975876128136,-0.00464987055729693,0.999944715932311,0.999403925522316,-0.000540790409994552,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.93,70,120,0.998121814176386,0.993254298820861,-0.00486751535552543,0.999956972366487,0.999376311541443,-0.000580660825044044,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.94,70,120,0.996471496589304,0.990046851692421,-0.00642464489688299,0.999493341991276,0.998738492727592,-0.000754849263683521,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.95,70,120,0.994744644785011,0.988640940047673,-0.00610370473733779,0.998598867418546,0.99771574070736,-0.000883126711185622,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.96,70,120,0.991127345277384,0.98804579883418,-0.00308154644320457,0.996883675622812,0.996045787239773,-0.00083788838303922,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.97,70,120,0.988452745766314,0.985920003618428,-0.00253274214788624,0.994699617338952,0.993346549023055,-0.00135306831589677,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.98,70,120,0.976390020386881,0.982401735468587,0.00601171508170628,0.991656089956016,0.989877414714298,-0.00177867524171815,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.99,70,120,0.957772257609767,0.966494914345665,0.00872265673589834,0.978973106231519,0.976517639051673,-0.00245546717984546,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.995,70,120,0.974450251748484,0.971251663896566,-0.00319858785191818,0.950726221435571,0.950704616156518,-2.16052790533716e-05,"skew-t",10,50,"yes","yes",TRUE,FALSE,"ar2"
0.9,71,121,1.0859286751595,1.0892053211863,0.00327664602679434,1.02170169569901,1.02235657570211,0.000654880003098324,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.91,71,121,1.07214581732065,1.07521768990823,0.00307187258758645,1.02018946392229,1.02074780528618,0.000558341363894321,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.92,71,121,1.05532962856638,1.05853756166718,0.0032079331007997,1.0186319348133,1.01916830678091,0.00053637196760925,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.93,71,121,1.03452368412562,1.03856380112356,0.00404011699793227,1.01758560610997,1.01809209736945,0.000506491259487207,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.94,71,121,1.01994070655305,1.02435798124827,0.00441727469521513,1.01651354745705,1.01743011469932,0.000916567242271293,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.95,71,121,1.00971046381759,1.01250009441836,0.00278963060076953,1.01449501465734,1.01550047899288,0.00100546433554705,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.96,71,121,1.0009202245487,1.00403046463638,0.00311024008768279,1.01145648574338,1.01301552981549,0.00155904407211671,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.97,71,121,1.00468551151592,1.0060184183656,0.0013329068496768,1.00743248420599,1.01005291912147,0.00262043491548414,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.98,71,121,0.986526636344179,0.986749659427257,0.000223023083077978,1.0025323626403,1.00537402372623,0.00284166108593187,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.99,71,121,0.956700313075548,0.969591750653492,0.0128914375779449,0.986694374635537,0.991063394222254,0.00436901958671687,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.995,71,121,0.960651475355352,0.974340556890079,0.0136890815347268,0.954739922896554,0.960317523776925,0.00557760088037118,"t",10,75,"yes","yes",TRUE,FALSE,"ar2"
0.9,72,122,0.999110318874963,1.00257462731285,0.00346430843789092,0.999701720594194,0.999867930560935,0.000166209966741104,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.91,72,122,1.00263363584684,1.00356450519253,0.000930869345692198,0.999620156936843,0.999980128068591,0.000359971131748682,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.92,72,122,1.00021733154771,1.00290709801759,0.00268976646987862,0.999627137170452,1.00005324981988,0.00042611264942749,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.93,72,122,1.00056849729626,1.00185207373091,0.00128357643465038,0.999555315187448,1.00013406701599,0.000578751828541724,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.94,72,122,0.99770805360645,0.997900463486414,0.000192409879964051,0.9988729974799,0.999394597441684,0.000521599961783581,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.95,72,122,0.995007679106926,0.99711360740715,0.00210592830022449,0.997667982220871,0.998117223486459,0.000449241265588096,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.96,72,122,0.992732643447094,1.00127224105568,0.00853959760858847,0.995881500513993,0.996780770639077,0.000899270125084617,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.97,72,122,0.988221551576521,1.00000405410194,0.0117825025254165,0.993874732575605,0.994849461701013,0.000974729125407858,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.98,72,122,0.983638301802065,0.992713475693351,0.00907517389128631,0.989662886278537,0.991877230274602,0.00221434399606524,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.99,72,122,0.966625138615648,0.962636372475918,-0.0039887661397302,0.978485652887984,0.981138127244498,0.00265247435651439,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.995,72,122,0.970941670840965,0.966205445116457,-0.00473622572450794,0.953130024420073,0.956279878085325,0.00314985366525189,"skew-t",15,0,"yes","yes",TRUE,FALSE,"ar2"
0.9,73,123,1.00097016077881,1.00170667669387,0.000736515915053415,1.00008355676858,0.999346795238543,-0.000736761530038432,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.91,73,123,1.00061151290845,1.00322548571848,0.00261397281003006,0.999984228130157,0.999367857960513,-0.000616370169643221,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.92,73,123,0.998542460216509,1.00231292601363,0.00377046579712237,0.999785013536641,0.999248899871298,-0.000536113665342453,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.93,73,123,0.997555576238984,1.0014782127727,0.00392263653371561,0.999755539003212,0.999325138372979,-0.000430400630232808,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.94,73,123,0.99594246056591,0.998785360148669,0.00284289958275896,0.999499708068282,0.999012257769271,-0.000487450299011205,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.95,73,123,0.992091996402703,0.995497147404797,0.00340515100209438,0.998602950662414,0.998389317193776,-0.000213633468638452,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.96,73,123,0.989172670382133,0.99001235981424,0.000839689432106994,0.997221386091967,0.996703274087303,-0.000518112004663784,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.97,73,123,0.985113359802877,0.988287756280128,0.00317439647725104,0.994776731256599,0.993643414458727,-0.00113331679787176,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.98,73,123,0.979071505869337,0.982404576047781,0.00333307017844364,0.992238315878238,0.990624803046249,-0.00161351283198841,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.99,73,123,0.968715185338123,0.96963868360303,0.000923498264907008,0.979077872310748,0.978609165323063,-0.000468706987684309,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.995,73,123,0.971576527325241,0.975446294707841,0.00386976738260048,0.950485017346632,0.950489129189494,4.11184286208677e-06,"skew-t",15,50,"yes","yes",TRUE,FALSE,"ar2"
0.9,74,124,1.08761361777153,1.0851958908917,-0.002417726879822,1.02239495418472,1.02538835838912,0.00299340420439331,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.91,74,124,1.07320337152917,1.07089122370793,-0.00231214782123246,1.02090941364935,1.02366008741403,0.00275067376468097,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.92,74,124,1.0578431577805,1.05542947559452,-0.00241368218598392,1.01947771806735,1.02199139150279,0.00251367343543984,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.93,74,124,1.0384257396611,1.03400520111224,-0.00442053854886026,1.018410607136,1.02068512992942,0.00227452279341711,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.94,74,124,1.02434364540428,1.01852571862848,-0.00581792677579518,1.01769285498848,1.01903044599466,0.00133759100618258,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.95,74,124,1.01445512773207,1.00868911674072,-0.00576601099134444,1.01582277072118,1.01614200593768,0.000319235216499569,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.96,74,124,1.00434455068927,0.999325494626352,-0.00501905606292152,1.01327555534046,1.01249172355398,-0.000783831786475453,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.97,74,124,1.00368767174382,0.999804351633453,-0.00388332011037174,1.01008725402219,1.00818441271325,-0.00190284130894836,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.98,74,124,0.985623835194391,0.981765513202338,-0.00385832199205316,1.00508649793418,1.00336393439419,-0.00172256353998335,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.99,74,124,0.954308810448414,0.950090860937821,-0.0042179495105924,0.991241953864999,0.991377439198711,0.00013548533371166,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.995,74,124,0.96693167892521,0.953374437154472,-0.0135572417707379,0.961545155393959,0.963525831526926,0.00198067613296693,"t",15,75,"yes","yes",TRUE,FALSE,"ar2"
0.9,51,201,0.992240779164545,0.992755676679183,0.000514897514637958,0.999398136655813,0.998274848854493,-0.00112328780132065,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.91,51,201,0.99316063132037,0.993493362566458,0.000332731246087681,0.999227795058516,0.998057192802717,-0.0011706022557989,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.92,51,201,0.994137720574948,0.993225740601758,-0.000911979973189259,0.999107719981958,0.997982531889133,-0.00112518809282502,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.93,51,201,0.995805874606192,0.9951987566487,-0.000607117957492131,0.999049807684305,0.997866381953632,-0.00118342573067265,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.94,51,201,0.996261929265193,0.995977834075506,-0.000284095189686751,0.998820701129011,0.99755445341869,-0.00126624771032147,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.95,51,201,0.996953281494973,0.996086556997984,-0.00086672449698888,0.998449750187276,0.996919906960157,-0.00152984322711869,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.96,51,201,0.999304954159779,0.997332951373361,-0.00197200278641807,0.997651472476335,0.996023396844313,-0.00162807563202205,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.97,51,201,0.998633528351932,0.997383075602643,-0.00125045274928914,0.996924215709321,0.995150701176779,-0.00177351453254149,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.98,51,201,0.995100854502497,0.993094113908507,-0.00200674059398953,0.99552558052283,0.993503607454595,-0.00202197306823582,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.99,51,201,0.988390361004159,0.986519042556907,-0.00187131844725252,0.992097572391021,0.989529360361699,-0.00256821202932178,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.995,51,201,0.992113960124778,0.990516641502197,-0.00159731862258194,0.986475458116869,0.982569344628992,-0.00390611348787717,"skew-t",1,0,"yes","yes",FALSE,TRUE,"mrts"
0.9,52,202,0.998753062533839,0.998408699752702,-0.000344362781136587,1.00121060384522,0.999936265248522,-0.00127433859669268,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.91,52,202,0.998812566301742,0.998730242192485,-8.23241092572369e-05,1.00129570423657,0.999896533638029,-0.001399170598541,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.92,52,202,0.998427930263644,0.997895134331797,-0.000532795931846519,1.00111139675834,0.999784165457113,-0.00132723130122592,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.93,52,202,0.999273362097345,0.998166505301063,-0.00110685679628153,1.00104375414859,0.99972521018574,-0.00131854396284603,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.94,52,202,1.00039000338742,0.998699620178374,-0.0016903832090468,1.00085697147146,0.999304376279755,-0.00155259519170792,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.95,52,202,0.998690250354236,0.997588414264157,-0.00110183609007819,0.999734077181074,0.99833347534247,-0.00140060183860491,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.96,52,202,0.995834989774576,0.995176809447722,-0.000658180326854052,0.998504030238303,0.997282099429318,-0.00122193080898503,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.97,52,202,0.994851705486654,0.994507854855996,-0.000343850630657894,0.996976760558133,0.995591482850507,-0.00138527770762542,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.98,52,202,0.984513379283401,0.984009195649459,-0.00050418363394189,0.994834914504267,0.993626140249811,-0.00120877425445642,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.99,52,202,0.968021210938559,0.968233233864956,0.000212022926396882,0.985213598430482,0.984176598695136,-0.00103699973534555,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.995,52,202,0.97396189823549,0.973918100848279,-4.379738721072e-05,0.965726243764581,0.965211540528251,-0.000514703236329628,"skew-t",1,50,"yes","yes",FALSE,TRUE,"mrts"
0.9,53,203,1.08682530880556,1.08835579506521,0.00153048625965102,1.02263754058349,1.02310241595228,0.000464875368791695,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.91,53,203,1.07172423711567,1.07367096842031,0.00194673130464573,1.02077805142196,1.02109939410666,0.000321342684699966,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.92,53,203,1.05500623137044,1.05593732992096,0.000931098550514431,1.01879991014111,1.01916327690587,0.000363366764767337,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.93,53,203,1.03434957706465,1.03534741876827,0.000997841703626712,1.01699341941772,1.0171422433091,0.000148823891385819,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
0.94,53,203,1.0203699895723,1.02051389408664,0.000143904514343207,1.01620706474389,1.01586502319556,-0.000342041548335947,"t",1,75,"yes","yes",FALSE,TRUE,"mrts"
