"setting","metric","quantile","score_mean","score_se","rel_to_gaussian","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","is_ar2","is_mrts","model_lane"
16,"brier",0.95,0.0267807262880923,0.0018877222104062,0.990773064565728,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"quantile",0.95,2.99612871181248,0.0109585238985941,0.998270321951599,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"brier",0.96,0.022121516194877,0.0010234860139985,0.986072630224738,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"quantile",0.96,2.51192261866382,0.0134346039146609,0.996470724697752,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"brier",0.97,0.0179409580471206,0.00103576002094743,0.986566908615015,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"quantile",0.97,1.99360677624221,0.0181883852163631,0.994531447137926,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"brier",0.98,0.0126242019459682,0.00071634156087195,0.97770051903485,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"quantile",0.98,1.431526845359,0.0207968097465758,0.991699335345849,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"brier",0.99,0.00691438288220454,0.000588341075086089,0.951931387791123,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"quantile",0.99,0.803617215163651,0.0195093336677953,0.979855198705339,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"brier",0.995,0.00389196483049816,7.60377220543874e-05,0.965702883027764,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
16,"quantile",0.995,0.446449827826616,0.0169089299768298,0.952248960846164,"skew-t",15,50,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.9,0.0489031168014514,0.000409920312329084,1.08565313153153,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.9,5.16955610226146,0.0123254889398496,1.02543914210172,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.91,0.044736785940384,0.000891175567790846,1.07123550050705,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.91,4.78485056962727,0.0121513258413466,1.02382864371382,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.92,0.0404702021778468,0.000902066183848263,1.05598039603632,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.92,4.38187971707466,0.0104272839478257,1.02213670214766,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.93,0.0357190852322115,0.000894072732419843,1.03726467606441,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.93,3.95997557074576,0.0077383618150908,1.02055276302989,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.94,0.0315876524989255,0.00132766074765438,1.0227434093772,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.94,3.51814718590862,0.00639078091111345,1.01901297953229,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.95,0.0273558536042782,0.00101587762361637,1.01205033118812,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.95,3.04935033664878,0.00337302778557969,1.01600306098602,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.96,0.0224925052884317,0.00037716255941613,1.00260957046172,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.96,2.55240086119939,0.000638618430472748,1.01252829883408,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.97,0.0182366379578603,0.000725975475573098,1.00282624185195,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.97,2.02197351797246,0.00758506508864509,1.00868249088425,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.98,0.0126954567010046,0.00058154373276252,0.983218951905373,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.98,1.45007238975176,0.0103085138812994,1.00454687928646,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.99,0.00698072456248697,0.000591261249992178,0.961064918412082,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.99,0.812495293162905,0.0119071989881586,0.990680291445929,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"brier",0.995,0.00389478971938055,0.000115335482487989,0.966403815193587,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
17,"quantile",0.995,0.45205489284785,0.0119558652349062,0.964204206451093,"t",15,75,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
18,"brier",0.9,0.0723014905366882,0.00264550194809964,1.60509891290249,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.9,1388.68101366985,1343.74347146575,275.460375928141,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.91,0.0647116274937803,0.00156160018647305,1.54953895792387,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.91,1165.57824538068,1128.86104112196,249.40222829224,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.92,0.0568031357853002,0.000603105508356568,1.48215216615599,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.92,992.333509986071,962.80175167752,231.47611683073,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.93,0.0483870943661091,0.000308052097173442,1.40513743386963,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.93,738.10519654195,714.638089822453,190.22220826371,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.94,0.041195198698103,0.000348197111039523,1.33381605258264,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.94,579.642487282189,561.3433760102,167.890422661888,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.95,0.0342157752967922,0.000553783728900192,1.26583828170367,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.95,520.63222446526,506.875043353035,173.467747325483,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.96,0.0270988420250345,0.000266138939263095,1.20793828941339,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.96,436.663199583453,426.85323961503,173.222730550999,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.97,0.0206785761283802,0.000834573244325846,1.13710755423178,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.97,366.9182909105,360.569584624376,183.041000456682,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.98,0.0140665700228035,0.000454604104657296,1.08940690834935,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.98,311.886783247251,308.482593992433,216.061554592703,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.99,0.00789660284693546,0.000236813749661138,1.08715762996942,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.99,253.1987074762,251.765681592512,308.72667377528,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"brier",0.995,0.00521821067610371,0.000510152628055662,1.29478073765497,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
18,"quantile",0.995,225.07589616314,224.332215163735,480.072507310062,"skew-t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.9,0.0490493678327302,0.000138549781550746,1.08889991620463,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.9,5.16290023420629,0.0086108847064934,1.02411887639739,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.91,0.0448793461029034,0.000714990904103652,1.07464914553851,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.91,4.7784864856601,0.00741061172954183,1.02246690182412,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.92,0.0405757021963073,0.000894379825714688,1.05873318562671,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.92,4.37697516083421,0.00534977642638745,1.02099264360092,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.93,0.0357855690919952,0.000908856833930705,1.03919533466985,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.93,3.95641697619964,0.00250339657456244,1.01963565295391,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.94,0.031689006647718,0.00135777839065372,1.02602504886257,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.94,3.51809440067596,0.00234360679088241,1.01899769056501,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.95,0.0275464212855654,0.00102493047619638,1.01910052555421,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.95,3.05281249044177,0.000428395283706307,1.01715660467991,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.96,0.0226951297076697,0.000299746495199876,1.01164160932676,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.96,2.55827616388485,0.00429894511705031,1.01485901040986,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.97,0.0183965058927232,0.000641452996165708,1.01161732278922,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.97,2.02945818529061,0.00932423373282831,1.01241629491621,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.98,0.0128219111180222,0.000613129529291732,0.993012406547621,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.98,1.45510153793015,0.0128736641235436,1.00803085370304,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.99,0.00701295707472163,0.00069710635537513,0.965502500279657,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.99,0.815423635742403,0.0154502661623682,0.994250836782648,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"brier",0.995,0.00389122725951007,0.000147459927677115,0.965519871499999,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
19,"quantile",0.995,0.451433656734693,0.0150308918585607,0.96287914951004,"t",1,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.9,0.0586303784211556,0.00179119904631188,1.3015991228992,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.9,5.38228388448074,0.0289932282666774,1.06763607162236,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.91,0.0531909436993846,0.00212572330428578,1.27367279518435,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.91,4.97520857769834,0.0228182178452836,1.0645601103265,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.92,0.0474666919149582,0.00197052669698706,1.23853831781274,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.92,4.54891668673654,0.0183737998799915,1.06110048671748,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.93,0.0414183264535891,0.00144836325945726,1.20276783945377,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.93,4.10376880797227,0.0151746469033669,1.05761071526591,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.94,0.0360726039455284,0.00160961705547257,1.16795693968136,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.94,3.63631748312314,0.00993110038804867,1.05324038966996,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.95,0.03071239289857,0.00109263024457316,1.13622802103738,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.95,3.1449293289626,0.00611709384556036,1.04784871269409,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.96,0.0247389784911706,0.000212785636290203,1.10274672743775,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.96,2.62680084990717,0.00551878616356771,1.04204250843365,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.97,0.0192614332244222,0.000484027529665199,1.05917936945193,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.97,2.07281253663588,0.0065163303218827,1.03404406338939,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.98,0.0131307404338772,0.000307425171728368,1.01693016259247,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.98,1.4776410639991,0.00897713043985027,1.02364525387587,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.99,0.00709387944814657,0.000523555977278854,0.976643414595526,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.99,0.823886850254442,0.0103786775210996,1.00457008403234,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"brier",0.995,0.0039385853233053,0.00011037549751552,0.977270701924592,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
20,"quantile",0.995,0.456769171973211,0.0120869688895895,0.974259462648901,"t",1,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.9,0.0489244085270667,0.000416026854982012,1.08612580955498,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.9,5.18083759397365,0.00926992610819299,1.02767695187767,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.91,0.0447633601719111,0.000933009254181664,1.07187182829887,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.91,4.79549697311614,0.00852037418389972,1.02610668619097,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.92,0.0404546594960777,0.00103666815824326,1.0555748441397,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.92,4.39220269277725,0.00650460050578738,1.02454468525589,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.93,0.0356590907481675,0.00103096831089154,1.03552246574035,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.93,3.97102772323959,0.00490993989196542,1.02340108988532,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.94,0.0315724522822885,0.00147432785451493,1.02225125753442,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.94,3.52972876041562,0.00506267586664033,1.02236752217147,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.95,0.0273815058175255,0.00115686148310852,1.01299935406593,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.95,3.06049948455083,0.00208297448393435,1.01971780909474,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.96,0.0225814193519589,0.00043310185925235,1.00657293914377,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.96,2.56295850790475,0.00108259636961772,1.0167164795469,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.97,0.0182999606530562,0.000749922616880446,1.00630833436231,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.97,2.03175384903711,0.00662664610036701,1.0135615106203,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.98,0.0127317286173508,0.000633316350950851,0.986028085630408,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.98,1.45535430269538,0.00909977319455801,1.00820595810327,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.99,0.00695231330451231,0.000662325414206404,0.957153424256572,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.99,0.814453002837466,0.010142660129262,0.99306733837073,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"brier",0.995,0.00389073197560151,0.000138897200241001,0.965396978020934,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
21,"quantile",0.995,0.451661461270821,0.0103112450822074,0.963365042032071,"t",5,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.9,0.0584246265260096,0.00161002959344315,1.2970314142562,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.9,5.33158854199385,0.018171433727411,1.05758008470976,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.91,0.0529847148791077,0.0020438328219267,1.26873458541213,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.91,4.93483059364841,0.019653980440502,1.05592031352529,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.92,0.0472535661615366,0.00196353160623114,1.23297727276249,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.92,4.51964066744224,0.0182746671186207,1.05427143257962,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.93,0.0411898887280829,0.00153947367431948,1.19613412020235,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.93,4.08140742808397,0.0175389603997771,1.05184780899983,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.94,0.0358549589865209,0.00167017907821049,1.16091004224519,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.94,3.61974502676738,0.0161713976041225,1.04844026413886,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.95,0.0304651815728982,0.00119738510711512,1.12708225254342,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.95,3.13381656326156,0.0154894256898035,1.04414608665189,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.96,0.0245079334153308,0.000281480745496684,1.09244783003728,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.96,2.61876458821146,0.0156388475885421,1.03885455214221,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.97,0.019082086000593,0.000545413802543479,1.04931712933537,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.97,2.06887906326907,0.0152618677537184,1.03208180934492,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.98,0.0129968889784846,0.000304745439266473,1.0065638330636,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.98,1.47562273110907,0.0131213205213857,1.02224704091742,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.99,0.00698109710443877,0.00047276555155055,0.961116207787177,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.99,0.825286631678675,0.011007009703138,1.00627684575882,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"brier",0.995,0.00388382129018866,7.11339083432018e-05,0.96368224802785,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
22,"quantile",0.995,0.458698088827264,0.013375960777006,0.978373719067752,"t",5,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.9,0.0488851792899251,0.000492172094792968,1.08525491733101,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.9,5.163598179224,5.12359256452655e-05,1.02425732158031,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.91,0.0447761968949657,0.00100067175034624,1.07217920740887,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.91,4.78008065192116,0.000568540569869658,1.02280801029912,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.92,0.0405051849233667,0.00106620299455119,1.05689319339044,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.92,4.3782846570087,3.98149358060706e-06,1.02129810248791,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.93,0.0357577138080566,0.00106072069311122,1.0383864309176,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.93,3.95808341617989,0.00124084973719296,1.02006512275641,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.94,0.0316752080731995,0.00143889729883922,1.02557827931716,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.94,3.51825428807717,0.000133387466952906,1.0190440011167,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.95,0.0274489269185815,0.001114846908579,1.01549364829048,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.95,3.0514220196475,0.00123577824285315,1.01669331826568,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.96,0.0225757171756327,0.000413464172381934,1.00631876307562,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.96,2.55585459160094,0.00359214923385687,1.01389838134003,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.97,0.0183545450345857,0.000681654948730927,1.00930991010887,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.97,2.02613798420327,0.00927633709668663,1.01075997811817,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.98,0.0128610424399794,0.000541809211672287,0.996042991288878,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.98,1.45285822361342,0.00990359485104031,1.00647678342899,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.99,0.00702406922297641,0.000553088121034262,0.967032355205212,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.99,0.814230239141178,0.00944827604698534,0.992795721285167,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"brier",0.995,0.00392517584951418,0.00010175451084618,0.973943444854206,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
23,"quantile",0.995,0.452777205151706,0.0104286993327073,0.965744852449552,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
24,"brier",0.9,0.0582655979652245,0.00174493732339741,1.293500967399,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
24,"quantile",0.9,5.36040218017773,0.0295407943199568,1.06329559138686,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
24,"brier",0.91,0.0528133369932298,0.00212257584627639,1.26463089151694,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
24,"quantile",0.91,4.95711053685672,0.0273760506225016,1.06068761894164,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
