"setting","method","K","rel.brier","se","n"
9,"SymT-K5-T",10,0.991104452241864,0.0170278319775368,3
9,"SymT-K5-T",12,0.967343183005407,0.02741374376663,3
9,"SymT-K5-T",15,1.00849251876715,0.0109717178596022,3
9,"SymT-K5-T",20,0.997525530566676,0.0224051782468379,3
9,"SymT-K5-T",25,1.04032475899707,0.0177552057253175,3
9,"SymT-K5-T",30,1.02872383589384,0.0322405413723019,3
9,"SymT-K5-T",40,1.04484393238564,0.024326314009685,3
9,"SymT-K5-T",50,0.974243568198298,0.034154808157422,3
10,"Gaussian",3,0.999884047072546,0.000230138952066076,3
10,"Gaussian",5,1.00288121702489,0.00339732683604101,3
10,"Gaussian",8,1.00805999021902,0.00647681061214475,3
10,"Gaussian",10,1.004141996678,0.00928580819448143,3
10,"Gaussian",12,0.999909363894338,0.0111424521577621,3
10,"Gaussian",15,0.996833476919804,0.011411722956871,3
10,"Gaussian",20,0.994954966093348,0.011289514623215,3
10,"Gaussian",25,0.994596472451126,0.0105908224011578,3
10,"Gaussian",30,0.989350816393676,0.011207252995252,3
10,"Gaussian",40,0.988315280246928,0.0113251393149244,3
10,"Gaussian",50,0.988151825177638,0.011629908381298,3
10,"SkewT-K1",3,0.999251069047751,0.000459331069068781,3
10,"SkewT-K1",5,1.00308620351537,0.00291203741641476,3
10,"SkewT-K1",8,1.0083674987007,0.00335856788999234,3
10,"SkewT-K1",10,1.00773624761983,0.00566248528864282,3
10,"SkewT-K1",12,1.00515582402781,0.00604891320130515,3
10,"SkewT-K1",15,1.00255079114929,0.00664291099167041,3
10,"SkewT-K1",20,1.00192902729421,0.00684461076886703,3
10,"SkewT-K1",25,1.0014436094046,0.00617542571591894,3
10,"SkewT-K1",30,0.998753392453406,0.00614302357609203,3
10,"SkewT-K1",40,0.998390303789314,0.00712998866344865,3
10,"SkewT-K1",50,0.998092725785217,0.00667933678564262,3
10,"SymT-K1-T",3,0.999048986004531,0.00241366368215845,3
10,"SymT-K1-T",5,0.993267602159389,0.00284962626802529,3
10,"SymT-K1-T",8,0.97961241784347,0.00265354220061533,3
10,"SymT-K1-T",10,0.985239977909061,0.0219409173170621,3
10,"SymT-K1-T",12,0.974971526586286,0.0152356205487714,3
10,"SymT-K1-T",15,0.96992933019674,0.0170921600695635,3
10,"SymT-K1-T",20,0.962639328769079,0.0166356656039499,3
10,"SymT-K1-T",25,0.957220820339022,0.0160307765354756,3
10,"SymT-K1-T",30,0.948758989182175,0.0154871718402853,3
10,"SymT-K1-T",40,0.953539846324345,0.0174142657858814,3
10,"SymT-K1-T",50,0.94874890083985,0.0206668547016432,3
10,"SkewT-K5",3,0.999335317663617,0.00122165445028909,3
10,"SkewT-K5",5,1.0024164677351,0.000972351807743893,3
10,"SkewT-K5",8,1.00634957163632,0.00280250304174169,3
10,"SkewT-K5",10,1.00786639242643,0.00710485503186593,3
10,"SkewT-K5",12,1.00425267168511,0.0103179475886248,3
10,"SkewT-K5",15,1.00501592994917,0.00761773653231291,3
10,"SkewT-K5",20,1.00196215580473,0.00654974557760766,3
10,"SkewT-K5",25,0.994351791583156,0.0130953425854644,3
10,"SkewT-K5",30,0.988248276506531,0.0172902564324878,3
10,"SkewT-K5",40,0.997739109473598,0.00946559044138686,3
10,"SkewT-K5",50,0.996153599597949,0.0108479600103387,3
10,"SymT-K5-T",3,0.990184504049023,0.0099323261540196,3
10,"SymT-K5-T",5,1.00467400893274,0.0033249140784253,3
10,"SymT-K5-T",8,0.996113235829915,0.00965493186275143,3
10,"SymT-K5-T",10,1.0265228998997,0.0227498744201504,3
10,"SymT-K5-T",12,1.00350106430251,0.0175429489946532,3
10,"SymT-K5-T",15,0.994322691214142,0.0182974191629107,3
10,"SymT-K5-T",20,0.987514206139404,0.0248973921084692,3
10,"SymT-K5-T",25,1.01000933267833,0.0394971135142191,3
10,"SymT-K5-T",30,0.97180568457246,0.0189350692743042,3
10,"SymT-K5-T",40,0.976755851845357,0.0226486735557106,3
10,"SymT-K5-T",50,0.972218645305965,0.0253781712543166,3
11,"Gaussian",3,0.999958101166448,0.000103544469085885,3
11,"Gaussian",5,1.05857403727084,0.0126462316470118,3
11,"Gaussian",8,1.0777158454356,0.0125760378769087,3
11,"Gaussian",10,1.10104828736608,0.0203807524229356,3
11,"Gaussian",12,1.11387236809156,0.0255443527832845,3
11,"Gaussian",15,1.09548432531565,0.025274860482956,3
11,"Gaussian",20,1.06874211402152,0.0239377265713443,3
11,"Gaussian",25,1.05065078640291,0.0220098704337487,3
11,"Gaussian",30,1.02161932104405,0.0170622648538926,3
11,"Gaussian",40,1.00097759700235,0.0135361765123423,3
11,"Gaussian",50,1.00019463124483,0.0135179563773625,3
11,"SkewT-K1",3,1.00006048777936,0.000733222805173431,3
11,"SkewT-K1",5,1.05225662154452,0.00948084972696774,3
11,"SkewT-K1",8,1.07394813626538,0.00963669278326413,3
11,"SkewT-K1",10,1.1034391186555,0.0106344407206686,3
11,"SkewT-K1",12,1.16289958040215,0.0258976079454749,3
11,"SkewT-K1",15,1.1382890450291,0.0286351788405267,3
11,"SkewT-K1",20,1.10975464330437,0.032971134117629,3
11,"SkewT-K1",25,1.08610639072535,0.0318361309023516,3
11,"SkewT-K1",30,1.04757523029301,0.0284467768275067,3
11,"SkewT-K1",40,1.01689309245211,0.0228839093997246,3
11,"SkewT-K1",50,1.01432032450326,0.0227637541058904,3
11,"SymT-K1-T",3,0.999471947995319,0.00124413982100358,3
11,"SymT-K1-T",5,1.01611200975738,0.00971570755504833,3
11,"SymT-K1-T",8,1.02071934512455,0.017949841878091,3
11,"SymT-K1-T",10,1.03932343194021,0.0178585075591499,3
11,"SymT-K1-T",12,1.0082614469933,0.0105769946871691,3
11,"SymT-K1-T",15,0.981760894632353,0.00991751269200327,3
11,"SymT-K1-T",20,0.976796552764544,0.00936533735906029,3
11,"SymT-K1-T",25,0.958666790034392,0.00769384779199753,3
11,"SymT-K1-T",30,0.952362377795807,0.00854197663452025,3
11,"SymT-K1-T",40,0.954329416849095,0.00698282769220953,3
11,"SymT-K1-T",50,0.958861367708833,0.00815154754254613,3
11,"SkewT-K5",3,1.00414361626854,0.0148511852212132,3
11,"SkewT-K5",5,1.08785012141557,0.0320244542028328,3
11,"SkewT-K5",8,1.09634251065457,0.0342566424777556,3
11,"SkewT-K5",10,1.1231399172876,0.0338387447581648,3
11,"SkewT-K5",12,1.18411484530751,0.0557081867801909,3
11,"SkewT-K5",15,1.15456009986399,0.0527017839481141,3
11,"SkewT-K5",20,1.14218339822045,0.0584797419922716,3
11,"SkewT-K5",25,1.11207561561749,0.0660910420731446,3
11,"SkewT-K5",30,1.07326922410352,0.0554768466161617,3
11,"SkewT-K5",40,1.0379616028333,0.0476801221430081,3
11,"SkewT-K5",50,1.03630178801591,0.0483619438815473,3
11,"SymT-K5-T",3,0.996779789790162,0.00506890283782531,3
11,"SymT-K5-T",5,1.07753054118686,0.0538975317995197,3
11,"SymT-K5-T",8,1.18216339823981,0.0253710636611881,3
11,"SymT-K5-T",10,1.1136396753274,0.0525096040400155,3
11,"SymT-K5-T",12,1.16347940888222,0.0753469664526566,3
11,"SymT-K5-T",15,1.12040481141472,0.0456338898757221,3
11,"SymT-K5-T",20,1.10427105926187,0.0614132265506753,3
11,"SymT-K5-T",25,1.13338220924107,0.134156809936171,3
11,"SymT-K5-T",30,1.02953621916362,0.0499550916374408,3
11,"SymT-K5-T",40,1.08635675701005,0.0684167311076036,3
11,"SymT-K5-T",50,1.06302816054092,0.0715448456230049,3
12,"Gaussian",3,1.00033244420462,0.000279862590166875,3
12,"Gaussian",5,1.0033135339484,0.00139628241204084,3
12,"Gaussian",8,1.00006027270561,0.000851416034677843,3
12,"Gaussian",10,0.992752639190233,0.00504367303517691,3
12,"Gaussian",12,0.980207909440538,0.0190251913665206,3
12,"Gaussian",15,1.01901114630045,0.0329139012092328,3
12,"Gaussian",20,1.04857722874045,0.0423676839493285,3
12,"Gaussian",25,1.044878718562,0.0562486932336037,3
12,"Gaussian",30,0.987996465683385,0.0481167129360802,3
12,"Gaussian",40,0.947361196821221,0.0420176151863675,3
12,"Gaussian",50,0.929765007893402,0.0365171813337751,3
12,"SkewT-K1",3,1.0000740654655,0.000263592387358062,3
12,"SkewT-K1",5,1.00456787404278,0.00013702577083078,3
12,"SkewT-K1",8,0.999269608948073,0.00356484911729336,3
12,"SkewT-K1",10,0.992047310127093,0.00941966051271048,3
12,"SkewT-K1",12,0.965448468350754,0.0247338471907089,3
12,"SkewT-K1",15,1.02233487684673,0.0443957045369822,3
12,"SkewT-K1",20,1.02364990926631,0.046662071187842,3
12,"SkewT-K1",25,1.02037516802844,0.0505018265360133,3
12,"SkewT-K1",30,0.979761723586344,0.0437962282782131,3
12,"SkewT-K1",40,0.946048618797227,0.0415033823054978,3
12,"SkewT-K1",50,0.924654999721912,0.0367268264278547,3
12,"SymT-K1-T",3,0.999792110475255,0.000258592773503424,3
12,"SymT-K1-T",5,1.00567926072436,0.00201379444614123,3
12,"SymT-K1-T",8,0.997250009396854,0.00571190157081529,3
12,"SymT-K1-T",10,0.906564263061751,0.0229843986902344,3
12,"SymT-K1-T",12,0.893039328386558,0.0258404233441787,3
12,"SymT-K1-T",15,0.89932782647949,0.0348150746651741,3
12,"SymT-K1-T",20,0.895528817730002,0.031430689018962,3
12,"SymT-K1-T",25,0.918187964000711,0.0367865344928883,3
12,"SymT-K1-T",30,0.89218306368625,0.0306084948501062,3
12,"SymT-K1-T",40,0.896018660788214,0.029595835130086,3
12,"SymT-K1-T",50,0.879808658861318,0.0243852528567564,3
12,"SkewT-K5",3,0.991782680394935,0.0202771346298562,3
12,"SkewT-K5",5,1.03375391331359,0.0326898568637262,3
12,"SkewT-K5",8,0.994579523739602,0.0228543003490108,3
12,"SkewT-K5",10,1.00433701525612,0.038960572495983,3
12,"SkewT-K5",12,0.962063830080618,0.0224758012373197,3
12,"SkewT-K5",15,0.975914693433268,0.0221983830833419,3
12,"SkewT-K5",20,1.0168873013009,0.0204451139721844,3
12,"SkewT-K5",25,1.02163291450438,0.0421749443715263,3
12,"SkewT-K5",30,0.964828273775891,0.0292676725148352,3
12,"SkewT-K5",40,0.927485860852027,0.0252571102412245,3
12,"SkewT-K5",50,0.912578178155041,0.0284509316597456,3
12,"SymT-K5-T",3,0.994029497403083,0.00254024022172132,3
12,"SymT-K5-T",5,0.997675559973233,0.00345098554665361,3
12,"SymT-K5-T",8,0.998736221575605,0.00478601643810531,3
12,"SymT-K5-T",10,0.884221127003004,0.0239739359255188,3
12,"SymT-K5-T",12,0.902954424908041,0.0221898483231751,3
12,"SymT-K5-T",15,0.965857323954636,0.045824535783735,3
12,"SymT-K5-T",20,0.917321853449323,0.0160796109493637,3
12,"SymT-K5-T",25,1.32063859994151,0.320732982908333,3
12,"SymT-K5-T",30,1.01158608022932,0.0348195727624571,3
12,"SymT-K5-T",40,1.06124604212347,0.146005627309854,3
12,"SymT-K5-T",50,1.58734451486498,0.573837622246908,3
13,"Gaussian",30,1.02539013220875,0.0129654825463804,3
13,"Gaussian",40,0.999442730304212,0.0103167847833619,3
13,"Gaussian",50,0.97420232121513,0.00813172647780134,3
13,"SkewT-K1",30,1.02436163367985,0.012640379400569,3
13,"SkewT-K1",40,0.998229298945191,0.0105958347160624,3
13,"SkewT-K1",50,0.972320000143506,0.00719782722028818,3
13,"SymT-K1-T",30,0.959879800235706,0.0267800917707492,3
13,"SymT-K1-T",40,0.988538309711172,0.0509249039963234,3
13,"SymT-K1-T",50,0.956240192654254,0.0366429729517174,3
13,"SkewT-K5",30,1.0010208069347,0.0105855850473946,3
13,"SkewT-K5",40,0.976719390431005,0.00812165205701119,3
13,"SkewT-K5",50,0.950093668170745,0.00468636174316408,3
13,"SymT-K5-T",30,0.936424574629269,0.0225337621979215,3
13,"SymT-K5-T",40,0.947175526549939,0.0285366881133057,3
13,"SymT-K5-T",50,0.956202390686441,0.0226896078188356,3
14,"Gaussian",30,1.05209490653855,0.00717970505471771,3
14,"Gaussian",40,1.05857291298604,0.00741740854734378,3
14,"Gaussian",50,0.990110909914043,0.00543572387369193,3
14,"SkewT-K1",30,1.05476077400687,0.00678968396506975,3
14,"SkewT-K1",40,1.06111894867937,0.00761620423788542,3
14,"SkewT-K1",50,0.989072648642394,0.00475606019855797,3
14,"SymT-K1-T",30,1.07924826237516,0.00223291027487942,3
14,"SymT-K1-T",40,0.979177493886103,0.0131264391772752,3
14,"SymT-K1-T",50,0.979808518799611,0.0284222391608962,3
14,"SkewT-K5",30,0.982944977209248,0.00358329686569494,3
14,"SkewT-K5",40,0.981082923028824,0.00284732060450194,3
14,"SkewT-K5",50,0.895302253763361,0.00792694794458951,3
14,"SymT-K5-T",30,1.1051674919481,0.0161518742482774,3
14,"SymT-K5-T",40,0.96422527398627,0.00890965511210261,3
14,"SymT-K5-T",50,1.02651380639298,0.0577912309991085,3
15,"Gaussian",30,1.18199852656439,0.0144474689883218,3
15,"Gaussian",40,1.17156947259047,0.0125763327252384,3
15,"Gaussian",50,1.14330163766542,0.0138586393107527,3
15,"SkewT-K1",30,1.17955309120827,0.0141383723376131,3
15,"SkewT-K1",40,1.16949848195647,0.010526095818385,3
15,"SkewT-K1",50,1.1419763422024,0.0143208885337549,3
15,"SymT-K1-T",30,0.945388415375263,0.0186516422722718,3
15,"SymT-K1-T",40,0.874460509731394,0.0127264668774368,3
15,"SymT-K1-T",50,0.952242857330817,0.0387940749473786,3
15,"SkewT-K5",30,1.17699462700446,0.00316368651274961,3
15,"SkewT-K5",40,1.16826279176857,0.00570652937207933,3
15,"SkewT-K5",50,1.14402910049216,0.00543838246874394,3
15,"SymT-K5-T",30,0.92439639354999,0.00356564962154355,3
15,"SymT-K5-T",40,0.924015876754702,0.0187701834754464,3
15,"SymT-K5-T",50,0.935068713047467,0.0114093690176218,3
16,"Gaussian",3,0.999876260362168,5.0200139069889e-05,30
16,"Gaussian",5,0.993158070394749,0.00216094719394896,30
16,"Gaussian",8,0.994515140596394,0.00266442165553377,30
16,"Gaussian",10,1.00094965962934,0.00377992745515358,30
16,"Gaussian",12,1.01334827685168,0.00447122088335241,30
16,"Gaussian",15,0.987891049275711,0.00324719264350691,30
16,"Gaussian",20,0.960012916581605,0.00382844452822814,30
16,"Gaussian",25,0.947264994748189,0.00324974271690937,30
16,"Gaussian",30,0.950234807208512,0.00345846421826743,30
16,"Gaussian",40,0.948866558078504,0.00369816621660642,30
16,"Gaussian",50,0.948215956167474,0.00379626258485935,30
16,"SkewT-K1",3,0.999853313095082,0.000100023744284672,30
16,"SkewT-K1",5,0.991779493093637,0.00222348919989899,30
16,"SkewT-K1",8,0.993216671214786,0.00271685914796368,30
16,"SkewT-K1",10,1.00001650281339,0.00387524629722899,30
16,"SkewT-K1",12,1.01360221018643,0.00459907484090123,30
16,"SkewT-K1",15,0.986359673238567,0.00326872681831752,30
16,"SkewT-K1",20,0.958356140079476,0.00390040461031276,30
16,"SkewT-K1",25,0.945851104254344,0.00322178558794987,30
16,"SkewT-K1",30,0.948712088451837,0.003460124377459,30
16,"SkewT-K1",40,0.947272888079899,0.003823723963038,30
16,"SkewT-K1",50,0.946624090133213,0.00394368220681801,30
16,"SymT-K1-T",3,0.999617034441655,0.000210916336270414,30
16,"SymT-K1-T",5,0.994617976315622,0.00283151242538246,30
16,"SymT-K1-T",8,0.972021390595746,0.00357298318651001,30
16,"SymT-K1-T",10,0.975358835942756,0.00559269390323585,30
16,"SymT-K1-T",12,0.928414554434207,0.00492715324308914,30
16,"SymT-K1-T",15,0.931427623856141,0.00454423482469502,30
16,"SymT-K1-T",20,0.912871024132056,0.00458037157339672,30
16,"SymT-K1-T",25,0.910312642071738,0.00448990290117597,30
16,"SymT-K1-T",30,0.913107297829282,0.00452181920556568,30
16,"SymT-K1-T",40,0.914746956247032,0.00525211759916363,30
16,"SymT-K1-T",50,0.921575270140816,0.00515749405384878,30
16,"SkewT-K5",3,1.0002849838026,0.0014535165794509,30
16,"SkewT-K5",5,0.982048724193475,0.00235358855009542,30
16,"SkewT-K5",8,0.980358069636747,0.0028148261074186,30
16,"SkewT-K5",10,0.992041543220869,0.00407320013599443,30
16,"SkewT-K5",12,1.00455032995196,0.00476049236479286,30
16,"SkewT-K5",15,0.976581334156576,0.00364701080970067,30
16,"SkewT-K5",20,0.948661347461386,0.00412997499723716,30
16,"SkewT-K5",25,0.935089565730989,0.00346659676827969,30
16,"SkewT-K5",30,0.938844843465247,0.00365882498097518,30
16,"SkewT-K5",40,0.936764995309597,0.00399195719313177,30
16,"SkewT-K5",50,0.935885330589924,0.0040439682598365,30
16,"SymT-K5-T",3,0.999290303582462,0.000333517522883385,30
16,"SymT-K5-T",5,0.99397418902441,0.00317778115229227,30
16,"SymT-K5-T",8,0.969739778753919,0.00421873135020022,30
16,"SymT-K5-T",10,0.973609149238704,0.00595014763331733,30
16,"SymT-K5-T",12,0.920506363877933,0.00504296764569224,30
16,"SymT-K5-T",15,0.925040148997849,0.00483393086726085,30
16,"SymT-K5-T",20,0.910613798371362,0.00463353112772838,30
16,"SymT-K5-T",25,0.907382270332652,0.00483969101823212,30
16,"SymT-K5-T",30,0.910494047753344,0.00439128758136929,30
16,"SymT-K5-T",40,0.91528099790483,0.00528252888797282,30
16,"SymT-K5-T",50,0.930334566845343,0.00775243103454257,30
17,"Gaussian",30,1.00780427254267,0.015704678449559,3
17,"Gaussian",40,0.983749270927105,0.0354607635133647,3
17,"Gaussian",50,0.991483117474075,0.0247909252665425,3
17,"SkewT-K1",30,1.00613203495233,0.0141175073954979,3
17,"SkewT-K1",40,0.981720677438234,0.0341486478345046,3
17,"SkewT-K1",50,0.988460834675799,0.0239301706836157,3
17,"SymT-K1-T",30,0.930420370027172,0.0478276311116251,3
17,"SymT-K1-T",40,0.916617850460893,0.0324175940097962,3
17,"SymT-K1-T",50,0.912755818839285,0.0296060134827713,3
17,"SkewT-K5",30,0.996390952438435,0.00843383893289477,3
17,"SkewT-K5",40,0.971116960922561,0.0260389147081171,3
17,"SkewT-K5",50,0.979906075480298,0.0178931091538457,3
17,"SymT-K5-T",30,0.90678580867442,0.0418848815671492,3
17,"SymT-K5-T",40,0.902641256996436,0.0432707084843127,3
17,"SymT-K5-T",50,0.867373105489124,0.0438553737751201,3
18,"Gaussian",30,1.02005879381721,0.0171187569236974,3
18,"Gaussian",40,0.997461624304687,0.016155102823164,3
18,"Gaussian",50,0.969541890030425,0.011930058452309,3
18,"SkewT-K1",30,1.02203573966704,0.0159579473610592,3
18,"SkewT-K1",40,0.998804961694019,0.0153471326220077,3
18,"SkewT-K1",50,0.970758711149685,0.0110013351954631,3
18,"SymT-K1-T",30,0.919773029497105,0.0265919080970516,3
18,"SymT-K1-T",40,0.930782251281912,0.0333669991845193,3
18,"SymT-K1-T",50,0.946179560305979,0.0367107031187791,3
18,"SkewT-K5",30,1.01844786087974,0.00515113600616121,3
18,"SkewT-K5",40,0.991975226501891,0.00597160208442983,3
18,"SkewT-K5",50,0.960328759550677,0.002810839178033,3
18,"SymT-K5-T",30,0.886527478226257,0.0214246246254755,3
18,"SymT-K5-T",40,0.962421640050949,0.0482206529604906,3
18,"SymT-K5-T",50,0.893073297385622,0.0225990918729794,3
19,"Gaussian",30,0.935156272378038,0.01791400379626,3
19,"Gaussian",40,0.934975623828835,0.0192337648347693,3
19,"Gaussian",50,0.931048288154071,0.01833206325399,3
19,"SkewT-K1",30,0.932394004544429,0.01752649236148,3
19,"SkewT-K1",40,0.932324909406743,0.0186009621732822,3
19,"SkewT-K1",50,0.927159381894893,0.0180630486318429,3
19,"SymT-K1-T",30,0.911552801983679,0.00823136381551988,3
19,"SymT-K1-T",40,0.906642748650306,0.0104905480543136,3
19,"SymT-K1-T",50,0.929721310569082,0.0123254764787945,3
19,"SkewT-K5",30,0.899873822200507,0.0111678131700343,3
19,"SkewT-K5",40,0.898832381977886,0.0114556463496673,3
19,"SkewT-K5",50,0.895691601161397,0.0123251483835769,3
19,"SymT-K5-T",30,0.903595901971933,0.0150337736748671,3
19,"SymT-K5-T",40,0.884842303596148,0.0188874511350846,3
19,"SymT-K5-T",50,1.06657569632203,0.0613448644079212,3
20,"Gaussian",3,0.997485424647334,0.000126321429010431,30
20,"Gaussian",5,1.03568717620912,0.00157904472884333,30
20,"Gaussian",8,1.13746532960507,0.00338555325519379,30
20,"Gaussian",10,1.1392753004014,0.00370363433031356,30
20,"Gaussian",12,1.08946319776713,0.00365191703103539,30
20,"Gaussian",15,0.993717674863514,0.00373040893048229,30
20,"Gaussian",20,1.03373753710233,0.00379521864351838,30
20,"Gaussian",25,0.992372891782583,0.00391610127409465,30
20,"Gaussian",30,0.917172551943174,0.00424503004227824,30
20,"Gaussian",40,0.931951249108968,0.00475216914763491,30
20,"Gaussian",50,0.933987619005589,0.00491230920206967,30
20,"SkewT-K1",3,0.997783982584654,0.000178962065998661,30
20,"SkewT-K1",5,1.03609185057229,0.00184714274091639,30
20,"SkewT-K1",8,1.14227739226592,0.00335761856220626,30
20,"SkewT-K1",10,1.1414548671311,0.00381086585659984,30
20,"SkewT-K1",12,1.08651576729464,0.00356682955907642,30
20,"SkewT-K1",15,0.990362772799602,0.00375484470817818,30
20,"SkewT-K1",20,1.03103882037362,0.00363573621835287,30
20,"SkewT-K1",25,0.989592176618557,0.00380269971793772,30
20,"SkewT-K1",30,0.913307563709907,0.00419247694539035,30
20,"SkewT-K1",40,0.928061233638997,0.00472637632243758,30
20,"SkewT-K1",50,0.92996918556139,0.00479405051047577,30
20,"SymT-K1-T",3,0.996249778291801,0.00066107179843644,30
20,"SymT-K1-T",5,0.940366020212373,0.00314671592266365,30
20,"SymT-K1-T",8,0.972496276501398,0.00520341598938732,30
20,"SymT-K1-T",10,0.972768377419818,0.00475727360872589,30
20,"SymT-K1-T",12,1.12660632609347,0.00858931850858785,30
20,"SymT-K1-T",15,0.78949129711687,0.00569082879755992,30
20,"SymT-K1-T",20,0.791527432164323,0.00562174535428386,30
20,"SymT-K1-T",25,0.80812828140835,0.00722012130044957,30
20,"SymT-K1-T",30,0.789991236433925,0.00835061433932337,30
20,"SymT-K1-T",40,0.83916351887301,0.016927472481128,30
20,"SymT-K1-T",50,0.872451157328607,0.0412742421664087,30
20,"SkewT-K5",3,0.998449148462481,0.00168911508315107,30
20,"SkewT-K5",5,0.971169485481373,0.0034140900839503,30
20,"SkewT-K5",8,0.993579812374644,0.0030230924595476,30
20,"SkewT-K5",10,0.951314006258596,0.00505951904152173,30
20,"SkewT-K5",12,0.831454390607538,0.0100889810929597,30
20,"SkewT-K5",15,0.716278240686908,0.005039127008173,30
20,"SkewT-K5",20,0.717785378027546,0.00454870596568242,30
20,"SkewT-K5",25,0.66314362495646,0.00514130470104849,30
20,"SkewT-K5",30,0.613956543541664,0.00545522746849485,30
20,"SkewT-K5",40,0.590523177996268,0.00528438169257213,30
20,"SkewT-K5",50,0.594041056296598,0.00527120800972593,30
20,"SymT-K5-T",3,1.00129077350787,0.00172802257914807,30
20,"SymT-K5-T",5,0.901263171986938,0.00421192949981016,30
20,"SymT-K5-T",8,0.816894849445739,0.00481018534499848,30
20,"SymT-K5-T",10,0.794127088744129,0.00464082362781839,30
20,"SymT-K5-T",12,0.931673275794461,0.00763245498821907,30
20,"SymT-K5-T",15,0.655660830689812,0.00574272366148922,30
20,"SymT-K5-T",20,0.67038907625268,0.00694656588600172,30
20,"SymT-K5-T",25,0.681547238607077,0.00685530561264762,30
20,"SymT-K5-T",30,0.672158152430844,0.00796996115151172,30
20,"SymT-K5-T",40,0.756013329641022,0.0146836741315344,30
20,"SymT-K5-T",50,0.688621724581024,0.0112684765970612,30
21,"Gaussian",30,0.918400507480007,0.0133655383446386,3
21,"Gaussian",40,0.921042668116725,0.0107313628748057,3
21,"Gaussian",50,0.923185473719519,0.00993546244879871,3
21,"SkewT-K1",30,0.916519276160812,0.0134234594942515,3
21,"SkewT-K1",40,0.916922917988499,0.0106442293172082,3
21,"SkewT-K1",50,0.919793047528171,0.0100594097154784,3
21,"SymT-K1-T",30,0.896173412370931,0.0145967097954635,3
21,"SymT-K1-T",40,0.906697241388375,0.027077605079739,3
21,"SymT-K1-T",50,0.908888325767099,0.00808924767394812,3
21,"SkewT-K5",30,0.874961906747498,0.013147867809847,3
21,"SkewT-K5",40,0.877413036484895,0.0117544255862694,3
21,"SkewT-K5",50,0.879262684478012,0.0106622539593347,3
21,"SymT-K5-T",30,0.852959349630245,0.0190799338146789,3
21,"SymT-K5-T",40,0.852300685681746,0.0134331300648336,3
21,"SymT-K5-T",50,0.853586851836599,0.01457766010448,3
