"setting","method","K","rel.brier","se","n"
1,"SymT-K5-T",3,0.971006439958648,0.0160714575222337,10
1,"SymT-K5-T",5,1.05685030810048,0.0533865924136488,10
1,"SymT-K5-T",8,1.07310400194316,0.050608923585702,10
1,"SymT-K5-T",10,1.09692994316191,0.0421197888071063,10
1,"SymT-K5-T",12,1.05473133738887,0.0451310503151908,10
1,"SymT-K5-T",15,1.02302096123285,0.0271235611159774,10
1,"SymT-K5-T",20,1.05020195605187,0.052747395898689,10
1,"SymT-K5-T",25,1.08459865205617,0.052004406614079,10
1,"SymT-K5-T",30,1.13092170443546,0.0752510326281479,10
1,"SymT-K5-T",40,1.07294848645467,0.0426130316024548,10
1,"SymT-K5-T",50,1.16518515814776,0.0600710662067164,10
3,"Gaussian",3,1.00001205782264,3.53322131942445e-05,10
3,"Gaussian",5,0.999942215290544,0.000381764555729035,10
3,"Gaussian",8,1.00066265472569,0.000328848319736067,10
3,"Gaussian",10,1.00058827366549,0.000258954546580646,10
3,"Gaussian",12,1.00047133823395,0.000384230870593985,10
3,"Gaussian",15,1.00033464002126,0.000362246705100552,10
3,"Gaussian",20,1.0003312966549,0.000405153210662121,10
3,"Gaussian",25,1.00073651555091,0.000379902693741791,10
3,"Gaussian",30,1.00079840865235,0.000457460579102313,10
3,"Gaussian",40,1.00149366151117,0.000612333354058517,10
3,"Gaussian",50,1.00156290100759,0.000436188541081835,10
3,"SkewT-K1",3,1.0001476065708,0.000103751157917603,10
3,"SkewT-K1",5,0.999480772982504,0.000399055666610618,10
3,"SkewT-K1",8,0.999818681678892,0.000369871926919456,10
3,"SkewT-K1",10,0.999750663398514,0.000655800510930439,10
3,"SkewT-K1",12,0.999668672856236,0.000566668943894207,10
3,"SkewT-K1",15,0.999617130912817,0.000637439669224422,10
3,"SkewT-K1",20,0.999619300762,0.000574288244622182,10
3,"SkewT-K1",25,0.999900975169854,0.000578812490654257,10
3,"SkewT-K1",30,1.00013294426697,0.000678046956082863,10
3,"SkewT-K1",40,1.00010311000935,0.000755064494707853,10
3,"SkewT-K1",50,1.00040479570475,0.000798656732147359,10
3,"SymT-K1-T",3,0.999534210373339,0.000242510122900046,10
3,"SymT-K1-T",5,1.00035167175286,0.000612691260997059,10
3,"SymT-K1-T",8,1.00073146286669,0.000560157003821281,10
